FileFormat,CSV
Year,2021
Month,07
Day,20
Hour,18
Minute,25
Second,46
Ascending,"true"
latitude,40.590000,"units=deg"
longitude,-105.141500,"units=deg"
altitude,1571.9,"units=m"
gpsaltitude,1571.9,"units=m"
project,"PRE-CIP-2021"
agency,"CSU"
sondeid,"2971"
sondetype,"Storm Tracker"
launchsite,"Christman Field"
Fields,Time,Pressure,Temperature,RH,Speed,Direction,Latitude,Longitude,altitude,sats,gpsalt,SNR,Voltage
Units,sec,mb,deg C,%,m/s,deg,deg,deg,m,,m,,V
Data,   0.0, 846.70,34.47,28.80,  0.01,226.90, 40.58983,-105.14198,,7.000000, 1548.2,9.000000,1.561
Data,   1.0, 846.71,34.45,28.70,  0.06,226.90, 40.58983,-105.14198,,7.000000, 1548.2,9.000000,1.561
Data,   2.0, 846.29,34.44,28.40,  0.89,226.90, 40.58984,-105.14198,,7.000000, 1550.8,9.000000,1.555
Data,   3.0, 845.74,34.37,28.20,  3.29,270.40, 40.58985,-105.14201,,7.000000, 1555.2,9.000000,1.561
Data,   4.0, 845.37,34.29,28.10,  8.63,310.72, 40.58989,-105.14208,,7.000000, 1558.0,10.000000,1.561
Data,   5.0, 844.78,34.21,28.30,  7.17,355.16, 40.58995,-105.14211,,7.000000, 1563.6,10.000000,1.559
Data,   6.0, 844.10,34.14,28.40,  1.20,355.16, 40.58997,-105.14212,,7.000000, 1570.5,9.000000,1.559
Data,   7.0, 843.62,34.01,28.30,  3.26,326.19, 40.58995,-105.14213,,7.000000, 1577.1,10.000000,1.557
Data,   8.0, 842.99,33.93,28.40,  2.02,312.01, 40.58993,-105.14214,,7.000000, 1582.4,9.000000,1.561
Data,   9.0, 842.24,33.78,28.60,  3.89,289.40, 40.58994,-105.14218,,7.000000, 1589.2,9.000000,1.561
Data,  10.0, 841.61,33.64,28.80,  5.46,328.83, 40.58997,-105.14221,,7.000000, 1597.3,9.000000,1.559
Data,  11.0, 840.99,33.53,29.00,  8.86,306.12, 40.59001,-105.14228,,7.000000, 1601.9,9.000000,1.561
Data,  12.0, 840.48,33.37,28.90,  5.54,309.86, 40.59005,-105.14234,,7.000000, 1609.2,9.000000,1.561
Data,  13.0, 840.04,33.23,29.10,  3.48,287.98, 40.59005,-105.14237,,7.000000, 1616.2,9.000000,1.557
Data,  14.0, 839.49,33.08,29.50,  9.82,265.55, 40.59004,-105.14246,,7.000000, 1622.1,9.000000,1.561
Data,  15.0, 838.85,32.91,29.90,  7.80,313.48, 40.59007,-105.14255,,7.000000, 1628.5,9.000000,1.559
Data,  16.0, 838.30,32.77,30.30,  4.01,318.61, 40.59010,-105.14256,,7.000000, 1634.4,10.000000,1.561
Data,  17.0, 837.48,32.62,30.50,  2.23,103.98, 40.59012,-105.14253,,7.000000, 1642.7,9.000000,1.561
Data,  18.0, 836.93,32.47,30.60,  5.16,213.86, 40.59011,-105.14256,,7.000000, 1649.0,9.000000,1.561
Data,  19.0, 836.19,32.34,30.80, 10.26,273.28, 40.59011,-105.14266,,7.000000, 1655.5,9.000000,1.561
Data,  20.0, 835.56,32.17,30.90,  4.71,297.96, 40.59013,-105.14272,,7.000000, 1662.0,9.000000,1.561
Data,  21.0, 834.77,32.03,30.90,  5.69, 26.90, 40.59017,-105.14272,,7.000000, 1667.6,9.000000,1.561
Data,  22.0, 834.26,31.87,31.20,  4.63,334.01, 40.59022,-105.14272,,7.000000, 1676.4,9.000000,1.559
Data,  23.0, 833.52,31.72,31.40,  5.22,288.12, 40.59022,-105.14276,,7.000000, 1681.0,9.000000,1.561
Data,  24.0, 832.75,31.59,31.60,  8.20,275.06, 40.59022,-105.14285,,7.000000, 1688.1,10.000000,1.559
Data,  25.0, 832.38,31.45,31.60,  6.45,317.33, 40.59025,-105.14292,,7.000000, 1694.6,9.000000,1.561
Data,  26.0, 831.96,31.33,31.80,  5.26,335.53, 40.59030,-105.14293,,7.000000, 1697.6,9.000000,1.557
Data,  27.0, 831.48,31.20,31.90,  4.90,331.22, 40.59034,-105.14294,,7.000000, 1703.3,9.000000,1.561
Data,  28.0, 831.19,31.10,32.00,  8.61,313.81, 40.59038,-105.14300,,7.000000, 1704.0,9.000000,1.561
Data,  29.0, 830.63,30.99,32.10,  9.02,306.33, 40.59044,-105.14309,,7.000000, 1707.7,9.000000,1.561
Data,  30.0, 830.15,30.86,32.30,  5.20,301.22, 40.59047,-105.14316,,7.000000, 1713.2,10.000000,1.561
Data,  31.0, 829.66,30.72,32.50,  1.73,302.89, 40.59048,-105.14319,,7.000000, 1718.8,9.000000,1.559
Data,  32.0, 829.04,30.60,32.70,  3.17,334.21, 40.59050,-105.14320,,7.000000, 1724.0,9.000000,1.561
Data,  33.0, 828.46,30.46,33.20,  4.78,322.42, 40.59053,-105.14322,,7.000000, 1730.3,12.000000,1.563
Data,  34.0, 828.15,30.33,33.80,  7.30,318.52, 40.59057,-105.14328,,7.000000, 1733.5,9.000000,1.561
Data,  35.0, 827.74,30.24,34.00,  6.16,305.94, 40.59061,-105.14334,,7.000000, 1737.8,10.000000,1.561
Data,  36.0, 827.18,30.14,34.40,  1.44,303.20, 40.59062,-105.14338,,7.000000, 1743.6,9.000000,1.561
Data,  37.0, 826.77,30.02,34.30,  4.72,356.96, 40.59065,-105.14337,,7.000000, 1748.4,9.000000,1.561
Data,  38.0, 826.54,29.92,34.30, 10.94,346.97, 40.59072,-105.14338,,7.000000, 1752.7,9.000000,1.561
Data,  39.0, 826.32,29.85,34.50,  9.40,323.70, 40.59080,-105.14343,,7.000000, 1755.4,9.000000,1.559
Data,  40.0, 825.82,29.77,34.90,  5.50,319.87, 40.59084,-105.14349,,7.000000, 1760.6,9.000000,1.561
Data,  41.0, 825.34,29.67,35.10,  1.46,318.50, 40.59086,-105.14353,,7.000000, 1765.0,9.000000,1.553
Data,  42.0, 824.91,29.60,35.20,  4.35,352.17, 40.59088,-105.14354,,7.000000, 1770.4,9.000000,1.561
Data,  43.0, 824.44,29.52,35.30,  8.24, 12.41, 40.59094,-105.14352,,7.000000, 1774.3,9.000000,1.561
Data,  44.0, 824.03,29.41,35.50,  8.90,353.73, 40.59102,-105.14352,,7.000000, 1779.4,9.000000,1.561
Data,  45.0, 823.62,29.34,35.50,  7.87,311.56, 40.59108,-105.14357,,7.000000, 1785.3,10.000000,1.561
Data,  46.0, 823.29,29.26,35.40,  6.21,299.77, 40.59110,-105.14364,,7.000000, 1786.9,9.000000,1.559
Data,  47.0, 823.07,29.23,35.50,  5.08,292.36, 40.59111,-105.14370,,7.000000, 1790.0,9.000000,1.561
Data,  48.0, 822.70,29.15,35.50,  3.16,306.54, 40.59113,-105.14373,,7.000000, 1793.6,9.000000,1.561
Data,  49.0, 822.16,29.10,35.70,  4.90,345.05, 40.59116,-105.14372,,7.000000, 1799.2,9.000000,1.561
Data,  50.0, 821.69,29.00,36.20,  4.93,344.73, 40.59121,-105.14373,,7.000000, 1805.3,9.000000,1.561
Data,  51.0, 821.39,28.92,36.20,  6.03,321.80, 40.59123,-105.14378,,7.000000, 1809.6,10.000000,1.559
Data,  52.0, 820.92,28.85,36.50, 10.54,332.09, 40.59129,-105.14384,,7.000000, 1815.2,9.000000,1.557
Data,  53.0, 820.38,28.77,36.70,  6.73,338.82, 40.59136,-105.14383,,7.000000, 1820.2,9.000000,1.561
Data,  54.0, 820.16,28.70,37.00,  4.14, 54.14, 40.59136,-105.14379,,7.000000, 1825.0,9.000000,1.561
Data,  55.0, 819.97,28.64,37.10,  1.92, 36.86, 40.59134,-105.14379,,7.000000, 1828.1,9.000000,1.553
Data,  56.0, 819.66,28.59,37.40,  3.44,320.45, 40.59135,-105.14382,,7.000000, 1831.3,9.000000,1.553
Data,  57.0, 819.12,28.50,37.50,  5.92,305.80, 40.59137,-105.14387,,7.000000, 1834.8,10.000000,1.561
Data,  58.0, 818.81,28.41,37.60,  6.36,337.04, 40.59141,-105.14392,,7.000000, 1839.7,10.000000,1.561
Data,  59.0, 818.54,28.36,37.90,  6.76,  3.01, 40.59146,-105.14390,,7.000000, 1842.6,10.000000,1.559
Data,  60.0, 818.05,28.30,38.00,  4.57, 24.96, 40.59148,-105.14385,,7.000000, 1847.5,9.000000,1.561
Data,  61.0, 817.65,28.22,37.90,  4.04,332.20, 40.59148,-105.14386,,7.000000, 1850.5,9.000000,1.559
Data,  62.0, 817.30,28.18,38.00,  7.54,289.71, 40.59149,-105.14393,,7.000000, 1853.4,9.000000,1.561
Data,  63.0, 816.95,28.12,38.20,  7.09,338.14, 40.59154,-105.14398,,7.000000, 1858.3,1.000000,1.561
Data,  64.0, 816.58,28.07,38.20,  7.50, 21.73, 40.59160,-105.14397,,7.000000, 1861.8,9.000000,1.561
Data,  65.0, 816.20,28.02,38.10,  3.35, 25.72, 40.59164,-105.14394,,7.000000, 1867.5,9.000000,1.561
Data,  66.0, 815.71,27.97,38.30,  2.39, 10.57, 40.59165,-105.14394,,7.000000, 1872.8,9.000000,1.561
Data,  67.0, 815.34,27.92,38.50,  5.05,298.58, 40.59166,-105.14399,,7.000000, 1877.7,9.000000,1.559
Data,  68.0, 814.86,27.88,38.60,  9.61,331.35, 40.59171,-105.14405,,7.000000, 1880.0,9.000000,1.559
Data,  69.0, 814.45,27.83,38.60,  7.61,345.91, 40.59178,-105.14408,,7.000000, 1884.3,9.000000,1.559
Data,  70.0, 814.03,27.78,38.70,  3.65,353.42, 40.59182,-105.14408,,7.000000, 1888.3,10.000000,1.559
Data,  71.0, 813.70,27.74,38.60,  1.29,346.27, 40.59184,-105.14408,,7.000000, 1892.5,9.000000,1.561
Data,  72.0, 813.46,27.71,38.40,  3.47,275.96, 40.59183,-105.14410,,7.000000, 1896.2,9.000000,1.553
Data,  73.0, 813.01,27.65,38.50,  3.08,347.28, 40.59184,-105.14411,,7.000000, 1898.8,9.000000,1.559
Data,  74.0, 812.55,27.61,38.60,  8.04,  0.99, 40.59189,-105.14410,,7.000000, 1903.2,10.000000,1.559
Data,  75.0, 812.13,27.57,38.50, 10.89,328.30, 40.59197,-105.14414,,7.000000, 1906.4,9.000000,1.557
Data,  76.0, 811.98,27.52,38.60,  4.45,330.64, 40.59203,-105.14417,,7.000000, 1911.3,9.000000,1.559
Data,  77.0, 811.62,27.47,38.60,  2.22,283.66, 40.59203,-105.14417,,7.000000, 1914.3,9.000000,1.559
Data,  78.0, 811.38,27.41,39.00,  2.16,263.52, 40.59202,-105.14417,,7.000000, 1919.6,9.000000,1.561
Data,  79.0, 810.95,27.35,39.60,  5.20,297.32, 40.59204,-105.14421,,7.000000, 1923.7,9.000000,1.561
Data,  80.0, 810.42,27.31,39.70,  3.14,306.77, 40.59207,-105.14424,,7.000000, 1929.7,9.000000,1.555
Data,  81.0, 810.02,27.24,40.10,  2.64,356.29, 40.59207,-105.14423,,7.000000, 1934.2,9.000000,1.559
Data,  82.0, 809.74,27.21,40.50,  4.57, 51.08, 40.59209,-105.14419,,7.000000, 1937.2,9.000000,1.559
Data,  83.0, 809.40,27.17,40.50,  1.99, 62.28, 40.59208,-105.14417,,7.000000, 1940.4,9.000000,1.559
Data,  84.0, 809.01,27.13,40.50,  6.60,300.67, 40.59208,-105.14422,,7.000000, 1944.5,9.000000,1.559
Data,  85.0, 808.64,27.06,40.60,  6.92,338.30, 40.59213,-105.14426,,7.000000, 1949.3,10.000000,1.555
Data,  86.0, 808.30,27.01,40.90,  8.12, 24.17, 40.59219,-105.14425,,7.000000, 1951.8,9.000000,1.559
Data,  87.0, 807.90,26.98,41.00,  4.32, 50.29, 40.59222,-105.14420,,7.000000, 1956.6,10.000000,1.559
Data,  88.0, 807.52,26.92,40.90,  2.68,357.65, 40.59221,-105.14419,,7.000000, 1961.6,9.000000,1.553
Data,  89.0, 806.99,26.88,41.10,  6.32,286.27, 40.59221,-105.14425,,7.000000, 1965.4,9.000000,1.559
Data,  90.0, 806.62,26.85,41.20,  5.08,318.61, 40.59224,-105.14430,,7.000000, 1970.0,9.000000,1.559
Data,  91.0, 806.46,26.82,41.40,  6.78,  9.57, 40.59229,-105.14428,,7.000000, 1972.5,9.000000,1.559
Data,  92.0, 806.06,26.77,40.30,  5.28, 32.95, 40.59232,-105.14423,,7.000000, 1974.8,9.000000,1.559
Data,  93.0, 805.71,26.73,39.70,  0.41, 32.95, 40.59232,-105.14420,,7.000000, 1979.4,9.000000,1.557
Data,  94.0, 805.32,26.68,39.30,  4.58,  3.69, 40.59234,-105.14423,,7.000000, 1983.6,9.000000,1.559
Data,  95.0, 804.83,26.65,38.90,  2.43,356.01, 40.59236,-105.14426,,7.000000, 1989.8,9.000000,1.557
Data,  96.0, 804.59,26.60,38.90,  5.77, 29.87, 40.59239,-105.14424,,7.000000, 1992.3,9.000000,1.559
Data,  97.0, 804.13,26.56,38.70,  6.60, 60.33, 40.59242,-105.14418,,7.000000, 1997.9,9.000000,1.559
Data,  98.0, 803.87,26.49,38.80,  0.60, 60.33, 40.59243,-105.14415,,7.000000, 2001.2,9.000000,1.559
Data,  99.0, 803.56,26.46,39.20,  6.67,338.73, 40.59243,-105.14420,,7.000000, 2002.7,9.000000,1.557
Data, 100.0, 803.37,26.41,39.60,  5.12,339.55, 40.59245,-105.14425,,7.000000, 2005.5,9.000000,1.559
Data, 101.0, 803.00,26.38,39.50,  8.52, 26.28, 40.59251,-105.14423,,7.000000, 2007.0,9.000000,1.559
Data, 102.0, 802.65,26.33,39.50,  1.96, 26.69, 40.59255,-105.14420,,7.000000, 2010.2,9.000000,1.548
Data, 103.0, 802.37,26.29,39.60,  4.75,251.89, 40.59254,-105.14423,,7.000000, 2011.2,9.000000,1.546
Data, 104.0, 802.12,26.25,39.80,  5.79,268.11, 40.59253,-105.14429,,7.000000, 2015.7,9.000000,1.557
Data, 105.0, 801.92,26.23,40.10, 10.29,326.32, 40.59258,-105.14435,,7.000000, 2017.0,10.000000,1.559
Data, 106.0, 801.63,26.20,40.30,  8.44,  7.58, 40.59266,-105.14437,,7.000000, 2019.2,9.000000,1.557
Data, 107.0, 801.49,26.16,40.60,  1.03,  7.58, 40.59269,-105.14436,,7.000000, 2022.1,9.000000,1.557
Data, 108.0, 801.06,26.13,40.60,  6.58,284.24, 40.59271,-105.14440,,7.000000, 2026.4,10.000000,1.557
Data, 109.0, 800.87,26.10,40.50,  8.46,339.32, 40.59276,-105.14446,,7.000000, 2029.6,9.000000,1.557
Data, 110.0, 800.61,26.06,40.50, 10.19, 29.11, 40.59283,-105.14443,,7.000000, 2032.2,9.000000,1.557
Data, 111.0, 800.25,26.02,40.60,  4.19, 30.33, 40.59288,-105.14438,,7.000000, 2037.0,9.000000,1.555
Data, 112.0, 799.96,26.01,40.50,  2.00,348.40, 40.59288,-105.14437,,7.000000, 2038.7,9.000000,1.557
Data, 113.0, 799.68,25.99,40.30,  5.69,298.79, 40.59290,-105.14442,,7.000000, 2041.9,10.000000,1.557
Data, 114.0, 799.35,25.96,40.40,  5.77,320.02, 40.59293,-105.14446,,7.000000, 2046.3,9.000000,1.557
Data, 115.0, 798.87,25.93,40.50,  7.95,  1.62, 40.59300,-105.14447,,7.000000, 2051.3,10.000000,1.557
Data, 116.0, 798.49,25.89,40.60,  5.16, 10.00, 40.59305,-105.14445,,7.000000, 2055.3,9.000000,1.557
Data, 117.0, 798.07,25.86,40.60,  5.32, 25.63, 40.59308,-105.14441,,7.000000, 2058.6,9.000000,1.557
Data, 118.0, 797.52,25.83,40.50,  3.38, 21.22, 40.59311,-105.14438,,7.000000, 2064.7,9.000000,1.557
Data, 119.0, 797.13,25.81,40.50,  4.92,339.95, 40.59313,-105.14441,,7.000000, 2068.6,9.000000,1.544
Data, 120.0, 796.78,25.75,40.30,  9.88,320.73, 40.59318,-105.14447,,7.000000, 2072.6,9.000000,1.557
Data, 121.0, 796.41,25.74,40.50,  8.70,359.76, 40.59325,-105.14450,,7.000000, 2076.5,9.000000,1.557
Data, 122.0, 796.02,25.71,40.60,  7.96, 35.53, 40.59332,-105.14446,,7.000000, 2080.6,10.000000,1.557
Data, 123.0, 795.79,25.68,40.60,  2.99, 38.36, 40.59335,-105.14442,,7.000000, 2086.0,9.000000,1.557
Data, 124.0, 795.27,25.66,40.80,  2.44,337.12, 40.59337,-105.14443,,7.000000, 2089.7,9.000000,1.557
Data, 125.0, 794.90,25.60,40.80,  6.60,346.70, 40.59341,-105.14444,,7.000000, 2093.7,9.000000,1.557
Data, 126.0, 794.52,25.57,40.60, 11.63,354.60, 40.59349,-105.14445,,7.000000, 2098.5,9.000000,1.555
Data, 127.0, 793.97,25.54,40.20,  7.70,  0.72, 40.59358,-105.14446,,7.000000, 2104.8,9.000000,1.557
Data, 128.0, 793.60,25.53,39.90,  3.57, 11.21, 40.59361,-105.14444,,7.000000, 2108.3,9.000000,1.555
Data, 129.0, 793.18,25.48,40.00,  4.03,310.98, 40.59362,-105.14445,,7.000000, 2113.3,9.000000,1.555
Data, 130.0, 792.80,25.44,39.60,  9.61,315.55, 40.59366,-105.14452,,7.000000, 2117.4,9.000000,1.553
Data, 131.0, 792.51,25.41,39.20, 11.37,357.16, 40.59374,-105.14455,,7.000000, 2120.4,10.000000,1.555
Data, 132.0, 792.18,25.41,38.90,  8.83, 20.26, 40.59382,-105.14453,,7.000000, 2123.4,9.000000,1.553
Data, 133.0, 791.86,25.40,38.20,  5.00, 14.35, 40.59388,-105.14451,,7.000000, 2127.5,6.000000,1.546
Data, 134.0, 791.45,25.40,38.30,  5.43,339.28, 40.59391,-105.14454,,7.000000, 2131.3,9.000000,1.555
Data, 135.0, 790.95,25.36,38.00,  5.61,339.62, 40.59395,-105.14457,,7.000000, 2137.9,9.000000,1.557
Data, 136.0, 790.51,25.32,37.60, 10.59, 20.09, 40.59402,-105.14456,,7.000000, 2141.6,9.000000,1.555
Data, 137.0, 790.21,25.30,37.80, 12.22, 10.54, 40.59412,-105.14452,,7.000000, 2144.7,9.000000,1.553
Data, 138.0, 789.78,25.28,38.50,  5.56, 10.34, 40.59419,-105.14450,,7.000000, 2147.7,9.000000,1.555
Data, 139.0, 789.30,25.26,39.00,  1.83,  2.77, 40.59421,-105.14451,,7.000000, 2151.7,9.000000,1.553
Data, 140.0, 788.88,25.21,39.10,  7.36,315.66, 40.59424,-105.14455,,7.000000, 2155.6,9.000000,1.555
Data, 141.0, 788.47,25.19,39.00,  8.36,323.66, 40.59430,-105.14460,,7.000000, 2159.7,9.000000,1.551
Data, 142.0, 788.22,25.17,39.00,  4.43,322.97, 40.59434,-105.14465,,7.000000, 2161.9,9.000000,1.553
Data, 143.0, 787.85,25.15,38.20,  3.18,317.50, 40.59436,-105.14468,,7.000000, 2166.7,9.000000,1.551
Data, 144.0, 787.39,25.12,36.90,  6.34,358.69, 40.59440,-105.14469,,7.000000, 2171.6,9.000000,1.555
Data, 145.0, 787.06,25.11,36.20, 10.72, 18.82, 40.59447,-105.14467,,7.000000, 2175.1,9.000000,1.551
Data, 146.0, 786.62,25.09,35.60, 10.15,  4.22, 40.59456,-105.14464,,7.000000, 2179.8,9.000000,1.553
Data, 147.0, 786.11,25.09,35.20,  7.61,353.25, 40.59464,-105.14464,,7.000000, 2184.1,9.000000,1.555
Data, 148.0, 785.43,25.06,34.60,  8.47,358.27, 40.59471,-105.14464,,7.000000, 2191.3,9.000000,1.555
Data, 149.0, 785.01,25.04,34.30,  7.27,341.66, 40.59478,-105.14466,,7.000000, 2197.4,9.000000,1.544
Data, 150.0, 784.47,25.01,34.30,  5.89,  4.60, 40.59483,-105.14465,,7.000000, 2201.2,10.000000,1.551
Data, 151.0, 783.93,25.00,34.40,  6.59, 25.70, 40.59488,-105.14462,,7.000000, 2207.7,9.000000,1.551
Data, 152.0, 783.32,24.97,34.20, 10.54,354.95, 40.59495,-105.14461,,7.000000, 2213.8,10.000000,1.553
Data, 153.0, 782.98,24.94,34.10, 10.96,327.26, 40.59504,-105.14466,,7.000000, 2219.7,10.000000,1.553
Data, 154.0, 782.38,24.95,34.20,  5.82,311.67, 40.59509,-105.14471,,7.000000, 2226.7,9.000000,1.553
Data, 155.0, 781.95,24.93,33.90,  4.60,336.55, 40.59513,-105.14472,,7.000000, 2232.3,9.000000,1.551
Data, 156.0, 781.35,24.91,34.10, 10.48, 22.59, 40.59520,-105.14468,,7.000000, 2238.1,9.000000,1.553
Data, 157.0, 780.82,24.89,34.10, 10.96,348.92, 40.59529,-105.14468,,7.000000, 2245.3,9.000000,1.553
Data, 158.0, 780.58,24.89,34.20,  9.33,315.72, 40.59537,-105.14473,,7.000000, 2250.6,9.000000,1.551
Data, 159.0, 780.03,24.84,34.20,  6.17,314.90, 40.59541,-105.14480,,7.000000, 2256.4,10.000000,1.553
Data, 160.0, 779.56,24.84,34.20,  5.53,  2.59, 40.59546,-105.14481,,7.000000, 2261.9,9.000000,1.553
Data, 161.0, 779.14,24.82,34.10,  8.17, 17.20, 40.59552,-105.14480,,7.000000, 2267.0,9.000000,1.553
Data, 162.0, 778.70,24.80,34.20, 12.01,  8.97, 40.59561,-105.14477,,7.000000, 2272.1,9.000000,1.551
Data, 163.0, 778.21,24.78,34.10, 11.58,343.88, 40.59571,-105.14478,,7.000000, 2278.0,9.000000,1.548
Data, 164.0, 777.64,24.77,33.60, 11.07,321.09, 40.59580,-105.14485,,7.000000, 2283.3,10.000000,1.551
Data, 165.0, 777.20,24.72,33.00,  6.25,335.95, 40.59586,-105.14490,,7.000000, 2290.1,10.000000,1.551
Data, 166.0, 776.77,24.71,32.70,  8.85, 26.97, 40.59592,-105.14488,,7.000000, 2295.8,9.000000,1.553
Data, 167.0, 776.34,24.69,32.50, 13.87, 10.64, 40.59603,-105.14484,,7.000000, 2300.7,9.000000,1.551
Data, 168.0, 775.89,24.66,32.50, 14.91,348.59, 40.59616,-105.14485,,7.000000, 2305.3,9.000000,1.553
Data, 169.0, 775.43,24.64,32.40, 12.55,331.10, 40.59627,-105.14490,,7.000000, 2309.6,9.000000,1.551
Data, 170.0, 775.08,24.61,32.20,  7.81,330.77, 40.59634,-105.14496,,7.000000, 2314.5,9.000000,1.551
Data, 171.0, 774.60,24.60,32.40,  7.63, 11.19, 40.59641,-105.14497,,7.000000, 2321.9,9.000000,1.551
Data, 172.0, 774.22,24.55,32.40, 11.89, 20.83, 40.59649,-105.14493,,7.000000, 2326.6,9.000000,1.551
Data, 173.0, 773.74,24.54,32.30, 15.45,356.54, 40.59662,-105.14491,,7.000000, 2331.1,9.000000,1.551
Data, 174.0, 773.56,24.53,31.70, 14.23,338.57, 40.59674,-105.14496,,7.000000, 2334.3,10.000000,1.551
Data, 175.0, 773.29,24.52,30.90,  7.97,331.01, 40.59682,-105.14501,,7.000000, 2337.2,9.000000,1.546
Data, 176.0, 773.01,24.51,30.20,  9.72,358.67, 40.59690,-105.14503,,7.000000, 2340.4,9.000000,1.551
Data, 177.0, 772.78,24.50,29.60, 12.19,  9.16, 40.59700,-105.14502,,7.000000, 2343.3,8.000000,1.551
Data, 178.0, 772.42,24.51,29.00, 12.31,343.94, 40.59711,-105.14503,,7.000000, 2345.7,-1.000000,1.548
Data, 179.0, 772.02,24.50,28.90, 11.42,336.78, 40.59721,-105.14508,,7.000000, 2349.0,9.000000,1.542
Data, 180.0, 771.61,24.48,29.10, 12.73,  7.02, 40.59731,-105.14509,,7.000000, 2352.3,10.000000,1.540
Data, 181.0, 771.24,24.46,28.70, 10.51, 14.27, 40.59742,-105.14507,,7.000000, 2357.1,10.000000,1.551
Data, 182.0, 771.13,24.45,28.60,  9.33,333.82, 40.59750,-105.14508,,7.000000, 2361.2,9.000000,1.546
Data, 183.0, 770.71,24.46,28.30, 16.52,344.46, 40.59762,-105.14514,,7.000000, 2362.2,9.000000,1.548
Data, 184.0, 770.41,24.43,28.20, 12.66, 11.06, 40.59774,-105.14514,,7.000000, 2364.9,9.000000,1.548
Data, 185.0, 770.08,24.42,28.10,  6.74,  0.07, 40.59782,-105.14515,,7.000000, 2368.4,9.000000,1.548
Data, 186.0, 769.83,24.42,28.00, 14.94,336.86, 40.59791,-105.14520,,7.000000, 2371.9,9.000000,1.548
Data, 187.0, 769.61,24.42,28.00, 12.85, 10.11, 40.59803,-105.14521,,7.000000, 2372.8,9.000000,1.546
Data, 188.0, 769.24,24.41,27.90,  6.00,  5.04, 40.59811,-105.14521,,7.000000, 2375.4,9.000000,1.548
Data, 189.0, 769.01,24.40,27.80, 13.92,333.31, 40.59820,-105.14526,,7.000000, 2380.1,7.000000,1.548
Data, 190.0, 768.76,24.39,27.80, 15.47,  2.13, 40.59833,-105.14528,,7.000000, 2383.5,9.000000,1.548
Data, 191.0, 768.41,24.39,27.50,  6.71,  1.64, 40.59842,-105.14528,,7.000000, 2386.2,10.000000,1.548
Data, 192.0, 768.14,24.39,27.30, 10.44,337.98, 40.59850,-105.14531,,7.000000, 2389.9,8.000000,1.546
Data, 193.0, 767.88,24.39,27.10, 14.89,359.36, 40.59862,-105.14533,,7.000000, 2392.0,8.000000,1.548
Data, 194.0, 767.62,24.39,26.80, 12.21,  3.49, 40.59874,-105.14532,,7.000000, 2396.1,3.000000,1.548
Data, 195.0, 767.36,24.40,26.60, 10.65,336.18, 40.59883,-105.14534,,7.000000, 2400.2,9.000000,1.546
Data, 196.0, 767.04,24.39,26.40,  9.76,342.37, 40.59892,-105.14538,,7.000000, 2405.2,9.000000,1.540
Data, 197.0, 766.78,24.41,26.20, 11.88, 10.86, 40.59902,-105.14538,,7.000000, 2408.6,9.000000,1.546
Data, 198.0, 766.37,24.40,25.80, 12.40,  1.03, 40.59913,-105.14536,,7.000000, 2412.6,9.000000,1.546
Data, 199.0, 766.10,24.41,25.70, 12.72,335.71, 40.59924,-105.14540,,7.000000, 2415.8,9.000000,1.548
Data, 200.0, 765.79,24.41,25.70,  9.51,340.93, 40.59933,-105.14545,,7.000000, 2419.1,9.000000,1.546
Data, 201.0, 765.41,24.41,25.50, 10.64, 12.56, 40.59941,-105.14545,,7.000000, 2422.7,9.000000,1.546
Data, 202.0, 765.13,24.40,25.50, 14.98,355.61, 40.59953,-105.14545,,7.000000, 2426.8,9.000000,1.548
Data, 203.0, 764.71,24.40,25.40, 11.35,332.62, 40.59964,-105.14549,,7.000000, 2430.9,9.000000,1.546
Data, 204.0, 764.38,24.39,25.30,  7.49,359.36, 40.59972,-105.14551,,7.000000, 2435.4,9.000000,1.542
Data, 205.0, 763.98,24.36,25.30, 14.52,  8.04, 40.59982,-105.14550,,7.000000, 2438.3,9.000000,1.546
Data, 206.0, 763.73,24.36,25.40, 14.82,337.50, 40.59995,-105.14553,,7.000000, 2442.1,9.000000,1.546
Data, 207.0, 763.43,24.34,25.30,  8.63,337.40, 40.60004,-105.14558,,7.000000, 2446.0,9.000000,1.546
Data, 208.0, 763.10,24.33,25.20, 12.80, 10.30, 40.60014,-105.14558,,7.000000, 2449.9,8.000000,1.546
Data, 209.0, 762.78,24.33,25.20, 15.01,358.09, 40.60026,-105.14557,,7.000000, 2454.2,9.000000,1.544
Data, 210.0, 762.45,24.32,25.10,  9.91,341.62, 40.60037,-105.14559,,7.000000, 2457.9,9.000000,1.538
Data, 211.0, 762.08,24.32,25.20, 10.80,350.37, 40.60046,-105.14562,,7.000000, 2460.9,11.000000,1.546
Data, 212.0, 761.70,24.32,25.20, 15.03,  1.03, 40.60058,-105.14563,,7.000000, 2464.3,9.000000,1.538
Data, 213.0, 761.42,24.30,25.00, 11.51,  1.13, 40.60069,-105.14562,,7.000000, 2468.0,9.000000,1.544
Data, 214.0, 761.04,24.30,25.00,  7.70,350.79, 40.60078,-105.14563,,7.000000, 2471.6,9.000000,1.544
Data, 215.0, 760.68,24.28,24.70, 12.56,343.83, 40.60087,-105.14566,,7.000000, 2475.4,9.000000,1.544
