FileFormat,CSV
Year,2021
Month,05
Day,03
Hour,18
Minute,48
Second,52
Ascending,"true"
latitude,40.590000,"units=deg"
longitude,-105.141500,"units=deg"
altitude,1571.9,"units=m"
gpsaltitude,1571.9,"units=m"
project,"PRE-CIP-2021"
agency,"CSU"
sondeid,"2968"
sondetype,"Storm Tracker"
launchsite,"Christman Field"
Fields,Time,Pressure,Temperature,RH,Speed,Direction,Latitude,Longitude,Altitude,gpsalt
Units,sec,mb,deg C,%,m/s,deg,deg,deg,m,m
Data,   0.0, 841.33, 7.56,76.20,  0.06, 45.64, 40.58838,-105.14799,, 1572.8
Data,   1.0, 841.33, 7.56,76.40,  0.17, 45.64, 40.58838,-105.14799,, 1573.1
Data,   2.0, 841.18, 7.55,76.40,  0.47, 45.64, 40.58838,-105.14799,, 1574.8
Data,   3.0, 840.80, 7.52,76.00,  1.78,129.20, 40.58837,-105.14799,, 1577.5
Data,   4.0, 840.38, 7.49,75.60,  2.25,150.17, 40.58835,-105.14800,, 1580.7
Data,   5.0, 840.07, 7.44,75.40,  2.61,179.40, 40.58833,-105.14800,, 1583.9
Data,   6.0, 839.71, 7.38,75.30,  3.42,201.83, 40.58831,-105.14802,, 1587.3
Data,   7.0, 839.25, 7.33,75.20,  3.41,234.79, 40.58831,-105.14806,, 1592.4
Data,   8.0, 838.92, 7.27,75.40,  1.94,288.45, 40.58832,-105.14808,, 1597.1
Data,   9.0, 838.60, 7.22,75.60,  1.94,328.82, 40.58834,-105.14808,, 1601.2
Data,  10.0, 838.15, 7.16,75.50,  1.41,359.81, 40.58835,-105.14807,, 1605.7
Data,  11.0, 837.73, 7.11,75.50,  0.68,359.81, 40.58835,-105.14806,, 1611.1
Data,  12.0, 837.29, 7.04,75.50,  1.79,264.56, 40.58834,-105.14807,, 1616.1
Data,  13.0, 836.91, 6.98,75.60,  3.91,216.49, 40.58831,-105.14808,, 1620.3
Data,  14.0, 836.42, 6.91,75.70,  3.12,214.97, 40.58828,-105.14811,, 1625.2
Data,  15.0, 836.07, 6.87,75.80,  2.91,261.51, 40.58829,-105.14813,, 1630.9
Data,  16.0, 835.62, 6.79,76.00,  2.56,296.07, 40.58830,-105.14816,, 1635.9
Data,  17.0, 835.26, 6.71,76.20,  0.54,296.07, 40.58831,-105.14817,, 1641.3
Data,  18.0, 834.85, 6.65,76.40,  3.19,198.43, 40.58829,-105.14817,, 1644.8
Data,  19.0, 834.53, 6.58,76.70,  4.17,182.18, 40.58826,-105.14815,, 1648.8
Data,  20.0, 834.00, 6.51,77.00,  3.50,166.82, 40.58823,-105.14814,, 1653.4
Data,  21.0, 833.52, 6.44,77.20,  1.91,174.20, 40.58822,-105.14814,, 1659.3
Data,  22.0, 833.05, 6.36,77.50,  2.56,248.04, 40.58822,-105.14817,, 1663.2
Data,  23.0, 832.57, 6.29,77.90,  1.21,248.04, 40.58823,-105.14819,, 1668.5
Data,  24.0, 832.11, 6.19,78.30,  0.61,248.04, 40.58824,-105.14821,, 1672.7
Data,  25.0, 831.77, 6.13,78.70,  1.16,248.04, 40.58824,-105.14820,, 1676.0
Data,  26.0, 831.31, 6.05,79.00,  2.33,160.26, 40.58824,-105.14819,, 1680.3
Data,  27.0, 830.92, 5.99,79.40,  2.14,126.71, 40.58824,-105.14817,, 1685.1
Data,  28.0, 830.47, 5.91,79.70,  1.53,148.53, 40.58824,-105.14815,, 1689.9
Data,  29.0, 829.98, 5.84,80.10,  3.11,178.99, 40.58822,-105.14816,, 1694.9
Data,  30.0, 829.53, 5.76,80.50,  3.59,210.00, 40.58820,-105.14820,, 1700.4
Data,  31.0, 829.23, 5.69,80.80,  3.76,214.05, 40.58817,-105.14823,, 1704.7
Data,  32.0, 828.80, 5.63,81.10,  2.90,196.09, 40.58815,-105.14824,, 1708.3
Data,  33.0, 828.39, 5.57,81.40,  2.91,184.67, 40.58813,-105.14825,, 1712.3
Data,  34.0, 827.96, 5.49,81.80,  2.93,169.86, 40.58810,-105.14824,, 1717.9
Data,  35.0, 827.48, 5.43,82.20,  3.53,167.36, 40.58807,-105.14822,, 1721.9
Data,  36.0, 827.01, 5.37,82.60,  3.69,161.16, 40.58804,-105.14821,, 1726.8
Data,  37.0, 826.54, 5.30,82.90,  2.49,154.34, 40.58802,-105.14819,, 1731.0
Data,  38.0, 826.05, 5.23,83.10,  0.88,154.34, 40.58802,-105.14818,, 1734.6
Data,  39.0, 825.49, 5.16,83.40,  0.69,154.34, 40.58801,-105.14818,, 1739.2
Data,  40.0, 825.10, 5.10,83.70,  2.83,185.28, 40.58801,-105.14820,, 1743.5
Data,  41.0, 824.69, 5.03,84.00,  2.01,171.56, 40.58800,-105.14821,, 1746.0
Data,  42.0, 824.28, 4.99,84.30,  3.07,157.98, 40.58798,-105.14820,, 1750.2
Data,  43.0, 823.91, 4.93,84.50,  2.89,151.80, 40.58796,-105.14818,, 1754.5
Data,  44.0, 823.42, 4.88,84.70,  1.97,141.24, 40.58795,-105.14815,, 1758.3
Data,  45.0, 822.95, 4.82,85.00,  3.30, 81.12, 40.58796,-105.14812,, 1763.1
Data,  46.0, 822.53, 4.75,85.30,  1.36, 81.12, 40.58797,-105.14810,, 1767.3
Data,  47.0, 822.08, 4.71,85.60,  0.85, 91.08, 40.58796,-105.14809,, 1770.4
Data,  48.0, 821.75, 4.66,86.00,  1.52,155.09, 40.58795,-105.14810,, 1773.7
Data,  49.0, 821.35, 4.60,86.30,  2.06,193.40, 40.58795,-105.14811,, 1777.2
Data,  50.0, 820.93, 4.55,86.60,  3.06,203.32, 40.58792,-105.14812,, 1780.9
Data,  51.0, 820.48, 4.51,86.80,  3.28,220.15, 40.58790,-105.14815,, 1784.6
Data,  52.0, 820.08, 4.45,87.00,  1.99,219.12, 40.58788,-105.14817,, 1788.1
Data,  53.0, 819.59, 4.40,87.30,  3.24,196.12, 40.58786,-105.14818,, 1791.9
Data,  54.0, 819.15, 4.36,87.40,  1.78,201.59, 40.58784,-105.14820,, 1796.1
Data,  55.0, 818.73, 4.29,87.60,  0.72,193.97, 40.58784,-105.14820,, 1800.5
Data,  56.0, 818.31, 4.24,87.70,  1.53,211.70, 40.58783,-105.14821,, 1804.6
Data,  57.0, 817.84, 4.18,87.90,  1.84,247.21, 40.58782,-105.14823,, 1808.6
Data,  58.0, 817.40, 4.11,88.10,  1.61,274.80, 40.58783,-105.14825,, 1812.4
Data,  59.0, 816.90, 4.07,88.30,  0.49,279.53, 40.58783,-105.14825,, 1816.4
Data,  60.0, 816.68, 4.00,88.50,  0.89,245.70, 40.58783,-105.14826,, 1820.1
Data,  61.0, 816.37, 3.97,88.70,  1.97,254.93, 40.58782,-105.14827,, 1822.9
Data,  62.0, 816.05, 3.94,88.90,  1.87,225.15, 40.58782,-105.14828,, 1826.4
Data,  63.0, 815.70, 3.89,89.10,  4.19,217.52, 40.58779,-105.14831,, 1829.5
Data,  64.0, 815.34, 3.83,89.30,  3.72,208.29, 40.58776,-105.14832,, 1834.0
Data,  65.0, 814.89, 3.79,89.50,  4.25,200.37, 40.58772,-105.14833,, 1838.6
Data,  66.0, 814.48, 3.74,89.70,  2.48,203.15, 40.58769,-105.14835,, 1842.4
Data,  67.0, 814.11, 3.69,90.00,  2.41,205.63, 40.58767,-105.14836,, 1846.6
Data,  68.0, 813.83, 3.64,90.20,  2.95,234.01, 40.58766,-105.14839,, 1849.2
Data,  69.0, 813.53, 3.60,90.40,  2.80,234.60, 40.58765,-105.14842,, 1852.7
Data,  70.0, 813.15, 3.57,90.70,  4.03,233.29, 40.58763,-105.14845,, 1856.5
Data,  71.0, 812.81, 3.53,90.90,  2.67,219.91, 40.58761,-105.14847,, 1860.3
Data,  72.0, 812.47, 3.48,91.10,  3.53,204.24, 40.58758,-105.14848,, 1863.8
Data,  73.0, 812.05, 3.45,91.30,  1.88,205.04, 40.58756,-105.14849,, 1867.7
Data,  74.0, 811.64, 3.39,91.60,  3.44,208.31, 40.58754,-105.14851,, 1871.8
Data,  75.0, 811.24, 3.35,91.80,  2.43,219.22, 40.58752,-105.14853,, 1876.1
Data,  76.0, 810.93, 3.31,92.00,  3.21,207.40, 40.58750,-105.14854,, 1880.0
Data,  77.0, 810.53, 3.27,92.20,  2.67,210.82, 40.58748,-105.14856,, 1883.8
Data,  78.0, 810.13, 3.22,92.40,  0.47,210.82, 40.58747,-105.14857,, 1887.4
Data,  79.0, 809.66, 3.19,92.60,  0.90,202.37, 40.58746,-105.14856,, 1891.3
Data,  80.0, 809.29, 3.15,92.80,  2.02,208.66, 40.58745,-105.14857,, 1895.1
Data,  81.0, 808.88, 3.12,93.00,  1.80,221.43, 40.58744,-105.14858,, 1898.8
Data,  82.0, 808.44, 3.07,93.20,  3.40,208.22, 40.58742,-105.14860,, 1903.1
Data,  83.0, 808.08, 3.03,93.40,  4.79,214.16, 40.58739,-105.14862,, 1907.6
Data,  84.0, 807.76, 3.00,93.60,  5.33,210.02, 40.58735,-105.14865,, 1911.0
Data,  85.0, 807.34, 2.96,93.70,  3.44,211.64, 40.58732,-105.14868,, 1914.1
Data,  86.0, 807.03, 2.94,93.90,  3.10,257.33, 40.58731,-105.14872,, 1917.3
Data,  87.0, 806.77, 2.91,94.10,  1.50,259.53, 40.58731,-105.14874,, 1921.5
Data,  88.0, 806.45, 2.87,94.20,  1.54,271.99, 40.58732,-105.14876,, 1925.2
Data,  89.0, 806.25, 2.85,94.40,  2.40,270.51, 40.58732,-105.14878,, 1927.7
Data,  90.0, 805.91, 2.82,94.50,  2.76,277.03, 40.58732,-105.14881,, 1929.8
Data,  91.0, 805.65, 2.78,94.70,  2.49,243.79, 40.58732,-105.14883,, 1932.4
Data,  92.0, 805.38, 2.76,94.80,  3.66,235.38, 40.58730,-105.14887,, 1934.7
Data,  93.0, 805.19, 2.74,95.00,  3.02,210.87, 40.58728,-105.14888,, 1937.3
Data,  94.0, 804.92, 2.72,95.10,  1.85,213.07, 40.58726,-105.14890,, 1939.2
Data,  95.0, 804.66, 2.69,95.30,  2.52,215.55, 40.58724,-105.14891,, 1941.3
Data,  96.0, 804.35, 2.66,95.40,  2.19,214.98, 40.58722,-105.14893,, 1944.3
Data,  97.0, 803.93, 2.63,95.50,  2.17,232.21, 40.58722,-105.14895,, 1947.8
Data,  98.0, 803.57, 2.59,95.60,  3.87,246.57, 40.58721,-105.14899,, 1951.5
Data,  99.0, 803.13, 2.56,95.80,  2.84,245.55, 40.58721,-105.14902,, 1955.4
Data, 100.0, 802.79, 2.50,95.90,  3.76,241.37, 40.58719,-105.14906,, 1958.9
Data, 101.0, 802.43, 2.47,96.10,  2.58,245.24, 40.58718,-105.14909,, 1962.6
Data, 102.0, 802.17, 2.45,96.20,  2.12,230.52, 40.58717,-105.14911,, 1965.5
Data, 103.0, 801.83, 2.41,96.40,  3.00,217.81, 40.58715,-105.14912,, 1968.4
Data, 104.0, 801.46, 2.37,96.50,  2.79,225.63, 40.58713,-105.14915,, 1971.7
Data, 105.0, 801.08, 2.34,96.70,  1.82,230.17, 40.58712,-105.14917,, 1975.3
Data, 106.0, 800.83, 2.31,96.80,  1.58,227.37, 40.58712,-105.14919,, 1978.4
Data, 107.0, 800.54, 2.26,97.00,  1.84,220.40, 40.58710,-105.14920,, 1981.4
Data, 108.0, 800.19, 2.23,97.10,  1.38,221.18, 40.58709,-105.14921,, 1984.3
Data, 109.0, 799.85, 2.19,97.30,  1.79,223.13, 40.58708,-105.14923,, 1987.6
Data, 110.0, 799.50, 2.17,97.40,  1.73,231.95, 40.58707,-105.14924,, 1991.5
Data, 111.0, 799.16, 2.14,97.50,  1.49,240.92, 40.58706,-105.14926,, 1995.2
Data, 112.0, 798.84, 2.11,97.70,  1.04,242.32, 40.58706,-105.14927,, 1998.7
Data, 113.0, 798.54, 2.08,97.80,  1.51,235.33, 40.58705,-105.14928,, 2002.1
Data, 114.0, 798.19, 2.05,97.90,  2.12,251.94, 40.58704,-105.14930,, 2005.7
Data, 115.0, 798.03, 2.03,98.00,  2.92,261.37, 40.58704,-105.14933,, 2007.8
Data, 116.0, 797.87, 2.02,98.10,  1.80,270.68, 40.58704,-105.14936,, 2009.7
Data, 117.0, 797.66, 2.00,98.20,  2.32,257.77, 40.58704,-105.14938,, 2011.8
Data, 118.0, 797.37, 1.98,98.20,  2.07,268.55, 40.58704,-105.14940,, 2014.6
Data, 119.0, 797.21, 1.95,98.30,  2.31,243.11, 40.58702,-105.14942,, 2016.8
Data, 120.0, 797.01, 1.93,98.40,  2.26,252.29, 40.58702,-105.14944,, 2019.2
Data, 121.0, 796.77, 1.91,98.40,  2.63,232.51, 40.58700,-105.14946,, 2021.7
Data, 122.0, 796.49, 1.91,98.50,  2.31,243.34, 40.58700,-105.14949,, 2024.1
Data, 123.0, 796.21, 1.89,98.60,  3.11,240.41, 40.58698,-105.14952,, 2027.1
Data, 124.0, 795.92, 1.87,98.60,  2.53,258.87, 40.58698,-105.14955,, 2029.6
Data, 125.0, 795.69, 1.86,98.70,  3.28,252.68, 40.58697,-105.14959,, 2032.2
Data, 126.0, 795.45, 1.84,98.70,  2.43,250.82, 40.58696,-105.14961,, 2034.8
Data, 127.0, 795.22, 1.83,98.70,  2.72,267.09, 40.58696,-105.14964,, 2037.2
Data, 128.0, 794.95, 1.79,98.80,  3.45,270.89, 40.58697,-105.14968,, 2039.5
Data, 129.0, 794.75, 1.78,98.80,  3.46,262.40, 40.58696,-105.14972,, 2042.2
Data, 130.0, 794.51, 1.77,98.90,  3.08,259.15, 40.58695,-105.14976,, 2044.4
Data, 131.0, 794.19, 1.75,98.90,  3.18,255.86, 40.58694,-105.14979,, 2047.0
Data, 132.0, 793.92, 1.74,98.90,  3.12,256.69, 40.58694,-105.14983,, 2049.7
Data, 133.0, 793.70, 1.72,98.90,  2.98,258.48, 40.58694,-105.14986,, 2052.0
Data, 134.0, 793.43, 1.71,99.00,  2.99,257.60, 40.58693,-105.14990,, 2053.5
Data, 135.0, 793.20, 1.70,99.00,  2.72,258.49, 40.58693,-105.14993,, 2055.9
Data, 136.0, 792.94, 1.68,99.00,  3.18,266.49, 40.58693,-105.14997,, 2058.9
Data, 137.0, 792.73, 1.65,99.10,  3.53,267.41, 40.58693,-105.15001,, 2061.3
Data, 138.0, 792.47, 1.63,99.10,  3.82,265.80, 40.58693,-105.15005,, 2063.4
Data, 139.0, 792.25, 1.62,99.20,  4.23,263.75, 40.58693,-105.15010,, 2065.5
Data, 140.0, 791.98, 1.60,99.20,  4.46,262.03, 40.58692,-105.15016,, 2067.5
Data, 141.0, 791.78, 1.60,99.20,  4.44,259.47, 40.58691,-105.15021,, 2070.0
Data, 142.0, 791.50, 1.59,99.30,  4.37,258.27, 40.58690,-105.15026,, 2072.3
Data, 143.0, 791.24, 1.57,99.30,  4.31,258.73, 40.58689,-105.15031,, 2074.6
Data, 144.0, 791.01, 1.55,99.30,  4.08,260.76, 40.58688,-105.15036,, 2076.9
Data, 145.0, 790.75, 1.55,99.30,  3.84,263.13, 40.58688,-105.15041,, 2079.4
Data, 146.0, 790.57, 1.54,99.30,  3.52,266.57, 40.58688,-105.15045,, 2081.3
Data, 147.0, 790.36, 1.53,99.30,  3.78,270.81, 40.58688,-105.15050,, 2082.8
Data, 148.0, 790.15, 1.53,99.30,  4.20,268.58, 40.58688,-105.15054,, 2084.8
Data, 149.0, 789.91, 1.50,99.30,  4.14,267.04, 40.58688,-105.15059,, 2086.9
Data, 150.0, 789.65, 1.50,99.30,  3.73,267.98, 40.58688,-105.15064,, 2089.3
Data, 151.0, 789.46, 1.49,99.30,  3.74,267.82, 40.58688,-105.15068,, 2091.6
Data, 152.0, 789.18, 1.49,99.30,  3.18,264.26, 40.58688,-105.15071,, 2094.2
Data, 153.0, 788.96, 1.47,99.30,  3.58,258.40, 40.58687,-105.15075,, 2096.3
Data, 154.0, 788.73, 1.46,99.30,  3.41,254.66, 40.58686,-105.15079,, 2098.3
Data, 155.0, 788.51, 1.46,99.30,  3.58,251.59, 40.58684,-105.15082,, 2100.6
Data, 156.0, 788.24, 1.45,99.30,  4.28,248.85, 40.58683,-105.15086,, 2103.0
Data, 157.0, 788.03, 1.43,99.30,  4.66,249.13, 40.58681,-105.15091,, 2105.1
Data, 158.0, 787.82, 1.43,99.20,  4.86,251.66, 40.58679,-105.15096,, 2107.4
Data, 159.0, 787.63, 1.43,99.30,  4.73,255.64, 40.58678,-105.15102,, 2109.7
Data, 160.0, 787.37, 1.43,99.30,  4.25,262.86, 40.58678,-105.15107,, 2111.8
Data, 161.0, 787.16, 1.41,99.30,  4.00,263.21, 40.58678,-105.15112,, 2113.9
Data, 162.0, 786.93, 1.42,99.30,  3.70,260.19, 40.58677,-105.15116,, 2115.9
Data, 165.0, 786.24, 1.39,99.30,  4.73,253.34, 40.58673,-105.15130,, 2122.9
Data, 166.0, 785.94, 1.40,99.30,  4.24,259.03, 40.58672,-105.15135,, 2125.1
Data, 167.0, 785.72, 1.38,99.30,  3.65,261.24, 40.58672,-105.15140,, 2127.4
Data, 168.0, 785.55, 1.39,99.30,  3.44,259.41, 40.58672,-105.15144,, 2129.7
Data, 169.0, 785.31, 1.39,99.20,  3.22,254.11, 40.58671,-105.15147,, 2131.9
Data, 170.0, 785.11, 1.39,99.20,  3.49,248.68, 40.58669,-105.15151,, 2134.3
Data, 172.0, 784.65, 1.39,99.10,  4.29,245.24, 40.58666,-105.15158,, 2139.0
Data, 173.0, 784.43, 1.37,99.10,  4.62,247.39, 40.58664,-105.15163,, 2141.4
Data, 174.0, 784.12, 1.38,99.00,  4.59,249.38, 40.58662,-105.15169,, 2144.0
Data, 175.0, 783.82, 1.37,99.00,  4.75,250.45, 40.58661,-105.15174,, 2146.8
Data, 176.0, 783.57, 1.35,98.90,  4.97,250.23, 40.58659,-105.15179,, 2149.7
Data, 177.0, 783.25, 1.35,98.90,  5.17,248.51, 40.58658,-105.15185,, 2152.6
Data, 178.0, 783.01, 1.34,98.80,  4.94,247.17, 40.58656,-105.15190,, 2155.4
Data, 179.0, 782.73, 1.33,98.80,  4.78,246.30, 40.58654,-105.15195,, 2158.3
Data, 180.0, 782.50, 1.34,98.80,  4.89,249.85, 40.58653,-105.15200,, 2160.6
Data, 181.0, 782.27, 1.33,98.70,  4.86,253.70, 40.58652,-105.15206,, 2163.1
Data, 182.0, 781.99, 1.34,98.70,  4.68,256.20, 40.58652,-105.15211,, 2165.8
Data, 183.0, 781.73, 1.33,98.60,  4.43,257.07, 40.58651,-105.15216,, 2168.9
Data, 184.0, 781.52, 1.34,98.60,  4.81,257.42, 40.58651,-105.15222,, 2170.9
Data, 185.0, 781.33, 1.33,98.50,  4.59,257.41, 40.58650,-105.15227,, 2173.3
Data, 186.0, 781.12, 1.33,98.50,  4.50,255.49, 40.58649,-105.15232,, 2175.6
Data, 187.0, 780.86, 1.35,98.40,  4.66,251.70, 40.58647,-105.15237,, 2177.8
Data, 188.0, 780.67, 1.33,98.40,  5.12,249.58, 40.58645,-105.15243,, 2180.0
Data, 189.0, 780.44, 1.34,98.30,  5.65,248.39, 40.58643,-105.15249,, 2182.0
Data, 190.0, 780.20, 1.33,98.30,  5.81,250.47, 40.58641,-105.15256,, 2184.6
Data, 191.0, 780.00, 1.34,98.20,  6.01,253.93, 40.58640,-105.15263,, 2186.5
Data, 192.0, 779.76, 1.33,98.10,  6.06,257.35, 40.58639,-105.15270,, 2188.8
Data, 193.0, 779.53, 1.34,98.10,  5.57,257.95, 40.58639,-105.15277,, 2190.8
Data, 194.0, 779.30, 1.34,98.00,  5.06,256.01, 40.58638,-105.15282,, 2193.1
Data, 195.0, 779.09, 1.33,98.00,  5.31,253.28, 40.58637,-105.15288,, 2195.1
Data, 196.0, 778.89, 1.34,97.90,  5.53,250.37, 40.58635,-105.15294,, 2197.1
Data, 197.0, 778.67, 1.34,97.90,  6.46,250.01, 40.58633,-105.15301,, 2199.2
Data, 198.0, 778.41, 1.33,97.80,  6.25,253.20, 40.58631,-105.15308,, 2201.5
Data, 199.0, 778.23, 1.32,97.80,  5.79,256.59, 40.58630,-105.15315,, 2203.7
Data, 200.0, 777.98, 1.33,97.70,  5.12,257.14, 40.58630,-105.15322,, 2206.0
Data, 201.0, 777.78, 1.34,97.70,  5.10,251.64, 40.58628,-105.15327,, 2208.4
Data, 202.0, 777.51, 1.33,97.60,  5.53,248.71, 40.58626,-105.15333,, 2210.5
Data, 203.0, 777.27, 1.32,97.60,  6.27,249.18, 40.58624,-105.15340,, 2213.0
Data, 204.0, 777.05, 1.33,97.50,  6.30,252.63, 40.58623,-105.15347,, 2215.1
Data, 205.0, 776.85, 1.34,97.50,  5.70,256.31, 40.58622,-105.15354,, 2217.1
Data, 206.0, 776.62, 1.34,97.40,  5.19,257.97, 40.58621,-105.15360,, 2219.5
Data, 207.0, 776.42, 1.35,97.40,  5.14,256.48, 40.58620,-105.15366,, 2221.6
Data, 208.0, 776.19, 1.33,97.30,  5.68,252.03, 40.58619,-105.15372,, 2223.6
Data, 209.0, 775.99, 1.37,97.20,  6.39,251.60, 40.58617,-105.15379,, 2225.6
Data, 210.0, 775.79, 1.37,97.10,  6.72,253.14, 40.58615,-105.15387,, 2227.6
Data, 211.0, 775.55, 1.35,97.00,  6.26,256.35, 40.58614,-105.15394,, 2229.8
Data, 212.0, 775.32, 1.37,97.00,  5.83,258.87, 40.58613,-105.15401,, 2232.4
Data, 213.0, 775.11, 1.35,96.90,  5.34,258.53, 40.58612,-105.15408,, 2234.8
Data, 214.0, 774.90, 1.35,96.80,  5.13,255.63, 40.58611,-105.15413,, 2237.3
Data, 215.0, 774.60, 1.37,96.80,  5.14,251.71, 40.58610,-105.15419,, 2239.7
Data, 216.0, 774.38, 1.37,96.70,  5.29,248.62, 40.58608,-105.15424,, 2242.1
Data, 217.0, 774.13, 1.35,96.60,  5.29,246.58, 40.58606,-105.15430,, 2244.3
Data, 218.0, 773.85, 1.37,96.50,  5.48,244.11, 40.58603,-105.15435,, 2247.0
Data, 219.0, 773.66, 1.38,96.40,  5.68,243.19, 40.58601,-105.15441,, 2249.5
Data, 220.0, 773.38, 1.39,96.40,  5.96,244.34, 40.58598,-105.15448,, 2252.1
Data, 221.0, 773.14, 1.38,96.30,  6.00,244.97, 40.58596,-105.15454,, 2254.6
Data, 222.0, 772.83, 1.38,96.20,  5.88,245.04, 40.58594,-105.15461,, 2257.4
Data, 223.0, 772.66, 1.39,96.10,  5.68,244.66, 40.58592,-105.15467,, 2259.8
Data, 224.0, 772.36, 1.39,96.00,  5.64,245.48, 40.58590,-105.15473,, 2262.3
Data, 225.0, 772.12, 1.39,95.90,  5.66,247.23, 40.58588,-105.15479,, 2264.7
Data, 226.0, 771.89, 1.40,95.80,  5.44,248.76, 40.58587,-105.15486,, 2267.2
Data, 227.0, 771.71, 1.40,95.70,  5.45,249.43, 40.58586,-105.15492,, 2269.9
Data, 228.0, 771.48, 1.40,95.60,  5.68,251.37, 40.58584,-105.15498,, 2272.2
Data, 229.0, 771.24, 1.38,95.60,  5.50,254.81, 40.58583,-105.15505,, 2274.4
Data, 230.0, 770.97, 1.38,95.50,  5.37,257.59, 40.58583,-105.15511,, 2276.6
Data, 231.0, 770.75, 1.38,95.40,  5.62,260.64, 40.58582,-105.15518,, 2278.7
Data, 232.0, 770.49, 1.39,95.30,  6.08,261.92, 40.58582,-105.15525,, 2281.3
Data, 233.0, 770.27, 1.39,95.20,  6.36,262.08, 40.58581,-105.15533,, 2284.4
Data, 234.0, 770.03, 1.38,95.20,  6.52,260.30, 40.58580,-105.15541,, 2287.1
Data, 235.0, 769.82, 1.39,95.10,  6.42,258.16, 40.58578,-105.15549,, 2289.4
Data, 236.0, 769.57, 1.40,95.00,  6.66,254.35, 40.58576,-105.15557,, 2291.7
Data, 237.0, 769.33, 1.40,94.90,  6.49,250.67, 40.58574,-105.15564,, 2294.3
Data, 238.0, 769.04, 1.38,94.80,  6.38,248.67, 40.58572,-105.15571,, 2296.8
Data, 239.0, 768.82, 1.39,94.70,  5.81,247.74, 40.58569,-105.15577,, 2299.2
Data, 240.0, 768.55, 1.39,94.60,  5.78,250.36, 40.58568,-105.15584,, 2301.7
Data, 241.0, 768.36, 1.39,94.60,  5.60,255.23, 40.58567,-105.15590,, 2304.3
Data, 242.0, 768.12, 1.40,94.50,  5.78,260.61, 40.58567,-105.15597,, 2307.0
Data, 243.0, 767.89, 1.37,94.40,  6.19,265.30, 40.58567,-105.15604,, 2309.4
Data, 244.0, 767.66, 1.38,94.30,  6.29,266.58, 40.58567,-105.15612,, 2311.9
Data, 245.0, 767.38, 1.38,94.20,  6.08,268.18, 40.58567,-105.15619,, 2314.4
Data, 246.0, 767.19, 1.38,94.20,  5.98,268.66, 40.58567,-105.15627,, 2316.6
Data, 247.0, 766.93, 1.38,94.10,  5.78,267.39, 40.58566,-105.15634,, 2318.9
Data, 248.0, 766.71, 1.37,94.00,  5.98,264.94, 40.58566,-105.15641,, 2321.5
Data, 249.0, 766.42, 1.37,94.00,  5.67,262.74, 40.58565,-105.15648,, 2324.2
Data, 250.0, 766.21, 1.34,93.90,  5.66,259.15, 40.58564,-105.15654,, 2326.2
Data, 251.0, 766.00, 1.35,93.90,  5.97,255.52, 40.58562,-105.15661,, 2327.9
Data, 252.0, 765.74, 1.35,93.80,  6.23,251.93, 40.58560,-105.15668,, 2330.4
Data, 253.0, 765.45, 1.35,93.70,  6.40,250.26, 40.58558,-105.15675,, 2333.2
Data, 254.0, 765.23, 1.34,93.70,  6.44,249.31, 40.58555,-105.15682,, 2335.7
Data, 255.0, 765.01, 1.37,93.60,  6.77,249.02, 40.58553,-105.15690,, 2337.5
Data, 256.0, 764.76, 1.34,93.60,  6.87,248.98, 40.58551,-105.15698,, 2339.8
Data, 257.0, 764.54, 1.34,93.50,  6.89,249.88, 40.58549,-105.15706,, 2342.5
Data, 258.0, 764.28, 1.35,93.40,  6.78,252.13, 40.58547,-105.15714,, 2345.0
Data, 259.0, 764.03, 1.37,93.30,  6.64,254.34, 40.58545,-105.15722,, 2347.1
Data, 260.0, 763.78, 1.37,93.20,  6.50,257.49, 40.58544,-105.15730,, 2349.7
Data, 261.0, 763.56, 1.35,93.10,  6.37,258.72, 40.58543,-105.15737,, 2352.2
Data, 262.0, 763.30, 1.35,93.00,  6.18,260.71, 40.58542,-105.15745,, 2354.7
Data, 263.0, 763.06, 1.35,92.90,  6.03,262.23, 40.58542,-105.15752,, 2357.5
Data, 264.0, 762.82, 1.35,92.80,  5.98,262.25, 40.58541,-105.15759,, 2360.3
Data, 265.0, 762.58, 1.34,92.60,  5.95,262.12, 40.58540,-105.15766,, 2363.1
Data, 266.0, 762.32, 1.34,92.40,  5.73,261.78, 40.58539,-105.15773,, 2365.8
Data, 267.0, 762.06, 1.33,92.30,  5.99,261.29, 40.58539,-105.15780,, 2368.7
Data, 268.0, 761.83, 1.31,92.20,  6.18,260.02, 40.58538,-105.15787,, 2371.1
Data, 269.0, 761.54, 1.32,92.10,  6.43,258.19, 40.58536,-105.15794,, 2374.0
Data, 270.0, 761.32, 1.30,92.00,  6.34,256.70, 40.58534,-105.15801,, 2376.9
Data, 271.0, 761.05, 1.30,92.00,  6.36,254.06, 40.58532,-105.15808,, 2379.3
Data, 272.0, 760.74, 1.28,91.90,  6.54,250.75, 40.58530,-105.15815,, 2382.3
Data, 273.0, 760.52, 1.27,91.90,  6.44,249.42, 40.58528,-105.15822,, 2384.6
Data, 274.0, 760.25, 1.26,91.90,  6.03,247.47, 40.58525,-105.15828,, 2387.9
Data, 275.0, 759.93, 1.24,91.90,  5.85,247.39, 40.58523,-105.15834,, 2391.4
Data, 276.0, 759.69, 1.24,91.90,  5.62,250.54, 40.58521,-105.15840,, 2394.1
