FileFormat,CSV
Year,2021
Month,05
Day,03
Hour,18
Minute,48
Second,52
Ascending,"true"
latitude,40.590000,"units=deg"
longitude,-105.141500,"units=deg"
altitude,1571.9,"units=m"
gpsaltitude,1571.9,"units=m"
project,"PRE-CIP-2021"
agency,"CSU"
sondeid,"2968"
sondetype,"Storm Tracker"
launchsite,"Christman Field"
Fields,Time,Pressure,Temperature,RH,Speed,Direction,Latitude,Longitude,Altitude,gpsalt
Units,sec,mb,deg C,%,m/s,deg,deg,deg,m,m
Data,2153.0, 385.49,-15.05,23.40,  7.82, 29.40, 40.68333,-105.11278,, 7526.8
Data,2154.0, 385.37,-15.07,23.40,  7.98, 25.85, 40.68339,-105.11274,, 7529.8
Data,2155.0, 385.22,-15.07,23.40,  8.32, 23.27, 40.68346,-105.11270,, 7532.6
Data,2156.0, 385.08,-15.09,23.30,  8.83, 22.29, 40.68354,-105.11266,, 7534.8
Data,2157.0, 384.93,-15.09,23.20,  8.89, 23.18, 40.68361,-105.11261,, 7537.9
Data,2158.0, 384.75,-15.13,23.20,  8.98, 22.75, 40.68369,-105.11257,, 7540.4
Data,2159.0, 384.66,-15.16,23.10,  9.16, 22.56, 40.68376,-105.11253,, 7542.9
Data,2160.0, 384.46,-15.21,23.10,  9.03, 24.70, 40.68384,-105.11249,, 7546.4
Data,2161.0, 384.29,-15.24,23.10,  8.94, 26.79, 40.68391,-105.11244,, 7549.3
Data,2162.0, 384.13,-15.26,23.00,  8.89, 27.32, 40.68398,-105.11239,, 7552.1
Data,2163.0, 384.04,-15.28,23.00,  8.62, 26.65, 40.68405,-105.11234,, 7554.6
Data,2164.0, 383.90,-15.29,23.00,  8.39, 28.42, 40.68412,-105.11229,, 7557.0
Data,2165.0, 383.80,-15.30,23.00,  8.21, 30.20, 40.68418,-105.11224,, 7560.0
Data,2166.0, 383.61,-15.30,23.00,  8.08, 29.47, 40.68424,-105.11220,, 7562.6
Data,2167.0, 383.47,-15.31,23.00,  8.17, 27.11, 40.68430,-105.11215,, 7565.3
Data,2168.0, 383.27,-15.33,23.00,  8.51, 24.72, 40.68437,-105.11211,, 7568.0
Data,2169.0, 383.18,-15.33,23.00,  9.09, 24.24, 40.68444,-105.11207,, 7570.7
Data,2170.0, 382.98,-15.36,22.90,  9.29, 23.67, 40.68452,-105.11203,, 7573.3
Data,2171.0, 382.85,-15.37,22.90,  9.28, 21.85, 40.68460,-105.11199,, 7576.1
Data,2172.0, 382.73,-15.37,22.90,  9.21, 20.89, 40.68467,-105.11196,, 7578.8
Data,2173.0, 382.57,-15.38,22.90,  9.25, 21.66, 40.68475,-105.11192,, 7581.3
Data,2174.0, 382.46,-15.42,22.90,  9.10, 22.93, 40.68483,-105.11188,, 7583.8
Data,2175.0, 382.31,-15.43,22.80,  8.86, 22.82, 40.68491,-105.11184,, 7585.9
Data,2176.0, 382.14,-15.47,22.80,  8.88, 21.24, 40.68498,-105.11180,, 7588.3
Data,2177.0, 382.05,-15.47,22.80,  8.89, 22.18, 40.68506,-105.11176,, 7590.3
Data,2178.0, 381.90,-15.46,22.70,  8.87, 22.90, 40.68513,-105.11171,, 7592.2
Data,2179.0, 381.80,-15.46,22.70,  8.99, 23.46, 40.68520,-105.11167,, 7594.0
Data,2180.0, 381.65,-15.51,22.70,  9.07, 22.40, 40.68528,-105.11163,, 7596.6
Data,2181.0, 381.52,-15.51,22.70,  9.31, 21.71, 40.68535,-105.11159,, 7599.3
Data,2182.0, 381.42,-15.55,22.60,  9.69, 22.95, 40.68543,-105.11154,, 7602.6
Data,2183.0, 381.23,-15.57,22.60,  9.81, 23.16, 40.68551,-105.11150,, 7605.6
Data,2184.0, 381.09,-15.59,22.60,  9.72, 23.11, 40.68559,-105.11145,, 7608.4
Data,2185.0, 380.97,-15.61,22.60,  9.64, 24.68, 40.68567,-105.11140,, 7610.8
Data,2186.0, 380.83,-15.65,22.60,  9.35, 26.28, 40.68575,-105.11135,, 7613.2
Data,2187.0, 380.67,-15.72,22.60,  9.16, 27.76, 40.68582,-105.11130,, 7615.6
Data,2188.0, 380.52,-15.75,22.60,  8.92, 26.58, 40.68589,-105.11126,, 7618.4
Data,2189.0, 380.37,-15.80,22.50,  8.67, 24.00, 40.68596,-105.11121,, 7621.4
Data,2190.0, 380.24,-15.83,22.50,  8.69, 22.83, 40.68603,-105.11117,, 7623.9
Data,2191.0, 380.02,-15.88,22.50,  8.86, 23.21, 40.68611,-105.11113,, 7626.8
Data,2192.0, 379.96,-15.85,22.50,  8.80, 22.73, 40.68618,-105.11110,, 7629.0
Data,2193.0, 379.76,-15.87,22.50,  8.76, 21.06, 40.68625,-105.11106,, 7631.8
Data,2194.0, 379.58,-15.89,22.50,  8.84, 20.42, 40.68633,-105.11103,, 7634.7
Data,2196.0, 379.36,-15.97,22.50,  9.27, 21.93, 40.68648,-105.11095,, 7640.7
Data,2197.0, 379.19,-16.01,22.50,  9.35, 20.91, 40.68656,-105.11091,, 7643.8
Data,2198.0, 379.02,-16.06,22.50,  9.26, 20.90, 40.68664,-105.11087,, 7646.7
Data,2199.0, 378.92,-16.11,22.50,  9.30, 23.06, 40.68671,-105.11083,, 7649.9
Data,2200.0, 378.76,-16.17,22.40,  9.36, 24.95, 40.68679,-105.11078,, 7652.6
Data,2201.0, 378.61,-16.19,22.40,  9.39, 24.31, 40.68687,-105.11073,, 7655.6
Data,2202.0, 378.46,-16.25,22.40,  9.35, 22.35, 40.68695,-105.11069,, 7658.4
Data,2203.0, 378.32,-16.26,22.40,  9.51, 21.99, 40.68703,-105.11065,, 7661.3
Data,2204.0, 378.18,-16.32,22.40,  9.71, 22.65, 40.68711,-105.11061,, 7664.0
Data,2205.0, 378.02,-16.33,22.40,  9.74, 21.96, 40.68719,-105.11057,, 7666.6
Data,2206.0, 377.83,-16.36,22.40,  9.64, 19.58, 40.68727,-105.11052,, 7669.4
Data,2207.0, 377.71,-16.40,22.40,  9.44, 18.58, 40.68736,-105.11049,, 7671.9
Data,2208.0, 377.58,-16.41,22.40,  9.44, 19.13, 40.68744,-105.11045,, 7674.4
Data,2209.0, 377.44,-16.48,22.40,  9.44, 20.29, 40.68752,-105.11042,, 7677.3
Data,2210.0, 377.28,-16.49,22.40,  9.54, 19.68, 40.68760,-105.11038,, 7680.0
Data,2211.0, 377.15,-16.54,22.40,  9.49, 17.91, 40.68768,-105.11035,, 7682.6
Data,2212.0, 377.00,-16.55,22.40,  9.26, 17.67, 40.68777,-105.11031,, 7684.9
Data,2213.0, 376.90,-16.55,22.40,  8.95, 18.23, 40.68785,-105.11028,, 7687.6
Data,2214.0, 376.79,-16.57,22.40,  8.53, 18.38, 40.68792,-105.11026,, 7689.5
Data,2215.0, 376.62,-16.59,22.40,  8.45, 15.96, 40.68800,-105.11023,, 7691.9
Data,2216.0, 376.48,-16.63,22.40,  8.56, 13.54, 40.68807,-105.11020,, 7694.6
Data,2217.0, 376.31,-16.64,22.40,  8.60, 12.71, 40.68815,-105.11018,, 7697.1
Data,2218.0, 376.17,-16.66,22.50,  8.76, 13.33, 40.68823,-105.11016,, 7699.5
Data,2219.0, 376.05,-16.68,22.40,  9.26, 13.98, 40.68832,-105.11013,, 7702.1
Data,2220.0, 375.88,-16.70,22.40,  9.70, 14.60, 40.68840,-105.11010,, 7704.8
Data,2221.0, 375.77,-16.69,22.40, 10.26, 16.46, 40.68849,-105.11007,, 7707.3
Data,2222.0, 375.61,-16.74,22.40,  9.93, 18.74, 40.68858,-105.11003,, 7709.8
Data,2223.0, 375.49,-16.77,22.40,  9.65, 18.37, 40.68867,-105.11000,, 7713.7
Data,2224.0, 375.34,-16.80,22.40,  9.33, 17.58, 40.68875,-105.10997,, 7716.8
Data,2225.0, 375.22,-16.84,22.40,  9.51, 16.05, 40.68883,-105.10993,, 7719.6
Data,2226.0, 375.11,-16.88,22.40,  9.38, 14.41, 40.68891,-105.10990,, 7721.2
Data,2227.0, 374.97,-16.90,22.50,  9.15, 13.89, 40.68899,-105.10988,, 7723.8
Data,2228.0, 374.83,-16.95,22.50,  9.19, 14.84, 40.68907,-105.10985,, 7726.4
Data,2229.0, 374.71,-16.98,22.50,  9.70, 15.01, 40.68916,-105.10982,, 7729.0
Data,2230.0, 374.57,-17.02,22.50, 10.16, 13.63, 40.68924,-105.10979,, 7731.4
Data,2231.0, 374.44,-17.04,22.50, 10.35, 12.43, 40.68934,-105.10977,, 7734.2
Data,2232.0, 374.23,-17.08,22.50, 10.22, 12.47, 40.68943,-105.10974,, 7737.2
Data,2233.0, 374.07,-17.15,22.50, 10.01, 13.17, 40.68952,-105.10972,, 7740.2
Data,2234.0, 373.87,-17.17,22.60, 10.06, 13.22, 40.68961,-105.10969,, 7743.2
Data,2235.0, 373.76,-17.21,22.60, 10.24, 12.97, 40.68970,-105.10966,, 7745.9
Data,2236.0, 373.63,-17.24,22.60, 10.29, 14.03, 40.68979,-105.10964,, 7748.7
Data,2237.0, 373.52,-17.30,22.60,  9.94, 15.26, 40.68988,-105.10961,, 7751.5
Data,2238.0, 373.34,-17.33,22.60,  9.80, 15.76, 40.68997,-105.10958,, 7754.4
Data,2239.0, 373.21,-17.38,22.70,  9.91, 14.23, 40.69005,-105.10955,, 7757.1
Data,2240.0, 373.05,-17.44,22.70,  9.90, 12.98, 40.69014,-105.10952,, 7759.8
Data,2241.0, 372.91,-17.48,22.70,  9.74, 12.97, 40.69023,-105.10949,, 7762.4
Data,2242.0, 372.82,-17.50,22.70,  9.49, 12.55, 40.69031,-105.10947,, 7764.8
Data,2244.0, 372.55,-17.63,22.70,  9.00, 10.49, 40.69048,-105.10943,, 7770.0
Data,2245.0, 372.44,-17.65,22.70,  9.19, 12.07, 40.69056,-105.10940,, 7772.5
Data,2246.0, 372.30,-17.68,22.70,  9.33, 14.65, 40.69064,-105.10938,, 7774.7
Data,2247.0, 372.16,-17.72,22.70,  9.49, 15.54, 40.69073,-105.10935,, 7777.4
Data,2248.0, 371.99,-17.76,22.70,  9.49, 14.38, 40.69081,-105.10933,, 7780.1
Data,2249.0, 371.85,-17.77,22.70,  9.56, 13.88, 40.69090,-105.10930,, 7783.1
Data,2250.0, 371.76,-17.77,22.80, 10.04, 14.26, 40.69099,-105.10927,, 7785.9
Data,2251.0, 371.63,-17.80,22.80, 10.46, 14.77, 40.69108,-105.10924,, 7788.5
Data,2252.0, 371.45,-17.78,22.80, 10.58, 14.56, 40.69117,-105.10921,, 7791.3
Data,2253.0, 371.28,-17.81,22.80, 10.42, 13.73, 40.69127,-105.10919,, 7794.4
Data,2254.0, 371.16,-17.88,22.80, 10.14, 13.24, 40.69136,-105.10916,, 7797.6
Data,2255.0, 371.05,-17.88,22.80, 10.25, 12.85, 40.69145,-105.10913,, 7800.0
Data,2256.0, 370.88,-17.90,22.80, 10.68, 12.69, 40.69155,-105.10910,, 7802.4
Data,2257.0, 370.72,-17.93,22.80, 11.02, 13.01, 40.69165,-105.10908,, 7805.3
Data,2258.0, 370.56,-17.92,22.80, 11.19, 13.43, 40.69175,-105.10905,, 7808.5
Data,2259.0, 370.44,-17.99,22.80, 10.88, 13.94, 40.69185,-105.10902,, 7811.9
Data,2260.0, 370.28,-18.03,22.80, 10.40, 14.50, 40.69194,-105.10899,, 7814.4
Data,2261.0, 370.11,-18.05,22.80, 10.78, 14.36, 40.69204,-105.10896,, 7817.3
Data,2262.0, 369.96,-18.09,22.80, 11.06, 13.92, 40.69214,-105.10893,, 7819.7
Data,2263.0, 369.83,-18.11,22.80, 11.12, 12.64, 40.69224,-105.10890,, 7822.3
Data,2264.0, 369.72,-18.11,22.80, 10.91, 11.64, 40.69234,-105.10888,, 7824.7
Data,2265.0, 369.48,-18.17,22.80, 11.03, 11.97, 40.69244,-105.10885,, 7827.2
Data,2266.0, 369.34,-18.23,22.80, 11.55, 12.44, 40.69254,-105.10883,, 7828.7
Data,2267.0, 369.24,-18.22,22.80, 11.68, 11.88, 40.69265,-105.10880,, 7831.1
Data,2268.0, 369.11,-18.22,22.80, 11.58, 10.88, 40.69275,-105.10877,, 7833.8
Data,2269.0, 369.03,-18.23,22.80, 11.34,  9.82, 40.69285,-105.10875,, 7835.9
Data,2270.0, 368.92,-18.24,22.80, 11.47,  8.94, 40.69295,-105.10873,, 7838.0
Data,2271.0, 368.77,-18.24,22.80, 11.49,  9.11, 40.69306,-105.10871,, 7840.4
Data,2272.0, 368.71,-18.21,22.80, 11.63,  8.94, 40.69316,-105.10870,, 7842.4
Data,2273.0, 368.55,-18.23,22.80, 11.37,  8.80, 40.69326,-105.10868,, 7844.6
Data,2274.0, 368.45,-18.22,22.80, 10.96,  8.93, 40.69336,-105.10866,, 7846.9
Data,2275.0, 368.31,-18.22,22.90, 10.88,  9.04, 40.69346,-105.10864,, 7849.5
Data,2276.0, 368.20,-18.24,22.90, 10.91,  9.62, 40.69355,-105.10863,, 7851.3
Data,2277.0, 368.06,-18.25,22.90, 10.95,  9.29, 40.69365,-105.10862,, 7853.7
Data,2278.0, 367.98,-18.29,22.90, 10.72,  8.19, 40.69375,-105.10860,, 7856.2
Data,2279.0, 367.82,-18.28,22.90, 10.85,  7.42, 40.69384,-105.10859,, 7858.7
Data,2280.0, 367.68,-18.35,22.90, 11.25,  8.57, 40.69394,-105.10858,, 7861.8
Data,2281.0, 367.54,-18.34,22.80, 11.64,  9.69, 40.69404,-105.10855,, 7863.8
Data,2282.0, 367.44,-18.41,22.80, 11.28,  9.58, 40.69414,-105.10853,, 7866.2
Data,2283.0, 367.31,-18.38,22.80, 11.67,  9.69, 40.69425,-105.10851,, 7868.7
Data,2284.0, 367.19,-18.43,22.80, 11.45,  8.41, 40.69435,-105.10849,, 7871.6
Data,2285.0, 367.07,-18.47,22.80, 11.56,  7.40, 40.69445,-105.10847,, 7874.1
Data,2286.0, 366.96,-18.48,22.80, 11.57,  6.03, 40.69455,-105.10846,, 7876.7
Data,2287.0, 366.83,-18.51,22.80, 11.94,  6.14, 40.69466,-105.10845,, 7878.2
Data,2288.0, 366.72,-18.52,22.80, 11.83,  6.58, 40.69477,-105.10843,, 7880.1
Data,2289.0, 366.61,-18.60,22.70, 11.83,  8.37, 40.69487,-105.10841,, 7882.4
Data,2290.0, 366.48,-18.60,22.70, 11.44,  8.78, 40.69497,-105.10839,, 7884.2
Data,2291.0, 366.33,-18.62,22.80, 11.11,  8.21, 40.69507,-105.10837,, 7887.2
Data,2292.0, 366.23,-18.62,22.80, 11.14,  6.87, 40.69517,-105.10835,, 7889.4
Data,2293.0, 366.10,-18.61,22.80, 11.42,  6.50, 40.69527,-105.10834,, 7892.1
Data,2294.0, 365.97,-18.61,22.70, 12.03,  7.70, 40.69538,-105.10832,, 7894.1
Data,2295.0, 365.79,-18.61,22.70, 11.61,  7.95, 40.69548,-105.10830,, 7896.9
Data,2296.0, 365.69,-18.63,22.70, 11.21,  8.50, 40.69558,-105.10828,, 7899.0
Data,2297.0, 365.57,-18.67,22.80, 11.09,  6.50, 40.69568,-105.10826,, 7901.9
Data,2298.0, 365.44,-18.69,22.80, 11.33,  3.82, 40.69579,-105.10826,, 7903.9
Data,2299.0, 365.32,-18.70,22.70, 11.36,  3.66, 40.69589,-105.10825,, 7906.9
Data,2300.0, 365.14,-18.73,22.70, 11.59,  5.41, 40.69599,-105.10824,, 7909.2
Data,2301.0, 365.07,-18.77,22.70, 11.44,  5.89, 40.69609,-105.10822,, 7911.8
Data,2302.0, 364.99,-18.79,22.70, 11.36,  6.09, 40.69620,-105.10821,, 7913.8
Data,2303.0, 364.81,-18.80,22.70, 11.06,  5.68, 40.69630,-105.10820,, 7916.3
Data,2305.0, 364.59,-18.85,22.70, 11.56,  3.74, 40.69650,-105.10818,, 7921.0
Data,2306.0, 364.45,-18.90,22.70, 12.20,  4.45, 40.69661,-105.10817,, 7923.2
Data,2307.0, 364.35,-18.87,22.60, 11.82,  5.62, 40.69672,-105.10816,, 7925.7
Data,2308.0, 364.22,-18.87,22.70, 11.23,  6.38, 40.69682,-105.10814,, 7927.4
Data,2310.0, 364.02,-18.96,22.70, 11.31,  2.76, 40.69702,-105.10812,, 7931.6
Data,2311.0, 363.87,-18.94,22.70, 11.65,  3.29, 40.69713,-105.10812,, 7933.8
Data,2312.0, 363.74,-18.99,22.60, 11.47,  5.71, 40.69723,-105.10811,, 7936.3
Data,2313.0, 363.61,-18.98,22.60, 11.42,  7.17, 40.69733,-105.10809,, 7938.7
Data,2315.0, 363.37,-19.00,22.70, 11.61,  1.48, 40.69754,-105.10807,, 7943.5
Data,2316.0, 363.28,-19.00,22.60, 11.85,  1.53, 40.69764,-105.10807,, 7945.7
Data,2317.0, 363.18,-18.99,22.60, 11.73,  4.00, 40.69775,-105.10806,, 7947.5
Data,2319.0, 362.96,-19.02,22.70, 11.29,  1.05, 40.69795,-105.10804,, 7952.8
Data,2320.0, 362.79,-19.06,22.60, 11.53,  0.26, 40.69805,-105.10804,, 7955.6
Data,2322.0, 362.50,-19.07,22.50, 11.41,  3.14, 40.69826,-105.10803,, 7961.0
Data,2323.0, 362.40,-19.11,22.60, 11.11,  1.32, 40.69836,-105.10802,, 7963.4
Data,2324.0, 362.27,-19.12,22.60, 11.29,  0.43, 40.69846,-105.10802,, 7965.7
Data,2325.0, 362.16,-19.14,22.50, 12.31,  3.53, 40.69857,-105.10801,, 7967.1
Data,2326.0, 362.02,-19.15,22.40, 11.49,  3.10, 40.69868,-105.10801,, 7969.8
Data,2327.0, 361.95,-19.20,22.50, 11.29,  1.95, 40.69878,-105.10800,, 7971.6
Data,2328.0, 361.81,-19.22,22.40, 11.54,  0.76, 40.69888,-105.10800,, 7974.5
Data,2329.0, 361.67,-19.23,22.40, 11.88,  2.62, 40.69899,-105.10800,, 7976.8
Data,2331.0, 361.44,-19.23,22.40, 11.38,  2.10, 40.69920,-105.10798,, 7981.4
Data,2332.0, 361.34,-19.23,22.40, 11.24,  0.35, 40.69930,-105.10798,, 7983.8
Data,2333.0, 361.21,-19.29,22.30, 11.31,  1.17, 40.69940,-105.10798,, 7986.3
Data,2334.0, 361.12,-19.28,22.20, 11.17,  3.34, 40.69950,-105.10797,, 7988.6
Data,2335.0, 361.02,-19.28,22.20, 10.83,  3.62, 40.69959,-105.10796,, 7990.8
Data,2336.0, 360.91,-19.30,22.20, 10.73,  1.35, 40.69969,-105.10796,, 7993.0
Data,2337.0, 360.80,-19.34,22.20, 10.92,  0.90, 40.69979,-105.10796,, 7995.5
Data,2338.0, 360.70,-19.32,22.20, 11.56,  3.01, 40.69989,-105.10795,, 7997.4
Data,2340.0, 360.49,-19.31,22.10, 11.51,  3.05, 40.70010,-105.10793,, 8001.3
Data,2341.0, 360.36,-19.30,22.10, 11.75,  2.56, 40.70020,-105.10793,, 8003.7
Data,2342.0, 360.22,-19.34,22.10, 12.09,  2.93, 40.70031,-105.10792,, 8006.1
Data,2343.0, 360.09,-19.34,22.00, 12.27,  3.97, 40.70042,-105.10791,, 8008.4
Data,2344.0, 359.97,-19.37,22.00, 11.88,  3.46, 40.70053,-105.10790,, 8010.9
Data,2345.0, 359.90,-19.36,22.00, 11.41,  2.35, 40.70063,-105.10789,, 8013.5
Data,2346.0, 359.72,-19.35,22.00, 11.41,  1.77, 40.70073,-105.10789,, 8015.1
Data,2347.0, 359.62,-19.40,21.90, 11.25,  0.53, 40.70084,-105.10789,, 8017.4
Data,2348.0, 359.50,-19.40,21.90, 10.54,  0.79, 40.70093,-105.10788,, 8019.6
Data,2349.0, 359.43,-19.41,21.90, 10.18,  1.50, 40.70103,-105.10788,, 8022.1
Data,2350.0, 359.35,-19.42,21.90, 10.31,  1.25, 40.70112,-105.10788,, 8024.4
Data,2351.0, 359.21,-19.42,21.90, 10.67,359.90, 40.70121,-105.10788,, 8026.8
Data,2352.0, 359.08,-19.40,21.80, 11.19,  1.40, 40.70131,-105.10788,, 8028.4
Data,2353.0, 358.94,-19.40,21.80, 11.27,  3.01, 40.70141,-105.10787,, 8030.8
Data,2354.0, 358.88,-19.45,21.80, 11.17,  3.28, 40.70151,-105.10786,, 8033.4
Data,2355.0, 358.69,-19.46,21.80, 11.48,  2.10, 40.70161,-105.10786,, 8035.8
Data,2356.0, 358.57,-19.46,21.70, 12.13,  2.73, 40.70172,-105.10785,, 8037.7
Data,2357.0, 358.51,-19.49,21.70, 11.74,  3.31, 40.70183,-105.10784,, 8040.0
Data,2358.0, 358.37,-19.49,21.70, 11.73,  3.57, 40.70193,-105.10783,, 8042.4
Data,2359.0, 358.26,-19.47,21.70, 11.82,  3.92, 40.70204,-105.10782,, 8044.9
Data,2360.0, 358.13,-19.46,21.60, 12.06,  2.48, 40.70214,-105.10782,, 8047.3
Data,2361.0, 358.02,-19.49,21.60, 12.40,  2.92, 40.70226,-105.10781,, 8049.8
Data,2362.0, 357.94,-19.49,21.50, 11.93,  3.50, 40.70236,-105.10780,, 8051.9
Data,2363.0, 357.85,-19.49,21.60, 11.23,  3.77, 40.70247,-105.10779,, 8054.1
Data,2364.0, 357.74,-19.52,21.50, 11.14,  3.97, 40.70257,-105.10778,, 8056.1
Data,2365.0, 357.62,-19.53,21.50, 11.38,  5.25, 40.70267,-105.10777,, 8057.6
Data,2366.0, 357.50,-19.54,21.40, 10.75,  5.53, 40.70277,-105.10776,, 8059.2
Data,2367.0, 357.39,-19.57,21.40, 10.43,  3.78, 40.70286,-105.10775,, 8061.7
Data,2368.0, 357.26,-19.60,21.40, 10.71,  2.92, 40.70296,-105.10775,, 8064.1
Data,2369.0, 357.12,-19.64,21.40, 11.06,  5.01, 40.70306,-105.10774,, 8066.4
Data,2370.0, 356.96,-19.68,21.30, 11.64,  7.75, 40.70316,-105.10772,, 8069.5
Data,2371.0, 356.77,-19.76,21.20, 11.40,  8.01, 40.70326,-105.10770,, 8072.9
Data,2372.0, 356.69,-19.83,21.20, 11.14,  8.86, 40.70336,-105.10768,, 8074.9
Data,2373.0, 356.59,-19.86,21.20, 11.05,  9.37, 40.70346,-105.10766,, 8077.2
Data,2374.0, 356.42,-19.89,21.20, 10.96, 10.21, 40.70356,-105.10764,, 8080.0
Data,2375.0, 356.32,-19.93,21.10, 11.33,  9.54, 40.70366,-105.10762,, 8082.4
Data,2376.0, 356.19,-19.95,21.10, 12.00,  7.77, 40.70376,-105.10760,, 8085.3
Data,2377.0, 356.03,-20.02,21.00, 12.21,  5.91, 40.70387,-105.10758,, 8088.0
Data,2378.0, 355.89,-20.12,21.00, 11.90,  5.64, 40.70398,-105.10756,, 8090.0
Data,2379.0, 355.80,-20.13,21.00, 11.50,  4.72, 40.70408,-105.10755,, 8092.3
Data,2380.0, 355.62,-20.13,21.00, 11.62,  5.00, 40.70418,-105.10754,, 8094.6
Data,2381.0, 355.48,-20.16,20.90, 11.30,  4.15, 40.70428,-105.10752,, 8096.9
Data,2382.0, 355.40,-20.16,20.90, 11.20,  4.91, 40.70438,-105.10751,, 8098.9
Data,2383.0, 355.29,-20.21,20.90, 10.93,  6.79, 40.70448,-105.10750,, 8100.9
Data,2384.0, 355.21,-20.20,21.00, 10.91,  8.56, 40.70458,-105.10748,, 8102.7
Data,2385.0, 355.05,-20.23,21.00, 11.31,  8.81, 40.70468,-105.10747,, 8105.6
Data,2386.0, 354.90,-20.25,20.90, 11.60,  7.79, 40.70478,-105.10745,, 8108.3
Data,2387.0, 354.78,-20.28,20.90, 11.67,  8.10, 40.70488,-105.10743,, 8111.1
Data,2388.0, 354.66,-20.33,20.90, 11.30,  8.97, 40.70499,-105.10741,, 8114.2
Data,2389.0, 354.53,-20.35,20.90, 11.23,  9.94, 40.70509,-105.10739,, 8116.6
Data,2390.0, 354.43,-20.35,20.90, 11.18,  8.66, 40.70519,-105.10737,, 8119.0
Data,2391.0, 354.32,-20.38,20.80, 11.13,  7.77, 40.70529,-105.10735,, 8121.6
Data,2392.0, 354.14,-20.39,20.80, 11.07,  8.80, 40.70538,-105.10733,, 8124.4
Data,2393.0, 354.02,-20.45,20.80, 10.88, 10.33, 40.70548,-105.10730,, 8126.8
Data,2394.0, 353.91,-20.45,20.80, 11.04, 10.67, 40.70557,-105.10728,, 8129.8
Data,2395.0, 353.77,-20.48,20.80, 10.81,  8.59, 40.70567,-105.10725,, 8132.3
Data,2396.0, 353.68,-20.51,20.80, 10.82,  6.97, 40.70576,-105.10724,, 8134.3
Data,2397.0, 353.51,-20.55,20.80, 10.95,  7.60, 40.70586,-105.10722,, 8136.9
Data,2398.0, 353.39,-20.62,20.80, 11.22,  9.19, 40.70596,-105.10720,, 8140.1
Data,2399.0, 353.16,-20.64,20.80, 11.53,  9.70, 40.70606,-105.10718,, 8143.2
Data,2400.0, 353.06,-20.69,20.80, 11.70,  8.90, 40.70616,-105.10716,, 8146.1
Data,2401.0, 352.93,-20.70,20.80, 11.58,  9.90, 40.70627,-105.10714,, 8148.9
Data,2402.0, 352.78,-20.77,20.80, 11.61, 12.30, 40.70637,-105.10711,, 8151.8
Data,2403.0, 352.67,-20.82,20.80, 11.79, 13.96, 40.70647,-105.10708,, 8154.1
Data,2404.0, 352.54,-20.82,20.80, 11.60, 15.12, 40.70658,-105.10705,, 8155.8
Data,2405.0, 352.44,-20.84,20.70, 11.49, 15.11, 40.70668,-105.10701,, 8158.0
Data,2406.0, 352.36,-20.87,20.70, 11.16, 15.25, 40.70678,-105.10697,, 8160.7
Data,2407.0, 352.20,-20.91,20.70, 11.08, 17.89, 40.70687,-105.10693,, 8163.5
Data,2408.0, 352.10,-20.92,20.80, 11.11, 18.68, 40.70696,-105.10689,, 8166.0
Data,2409.0, 351.96,-20.94,20.80, 11.05, 16.94, 40.70705,-105.10685,, 8167.7
Data,2410.0, 351.87,-20.98,20.80, 11.32, 13.72, 40.70715,-105.10682,, 8169.5
Data,2411.0, 351.72,-20.98,20.80, 11.49, 12.36, 40.70725,-105.10679,, 8171.8
Data,2412.0, 351.62,-20.99,20.90, 11.46, 11.63, 40.70735,-105.10677,, 8173.8
Data,2413.0, 351.50,-21.00,20.80, 11.59, 10.98, 40.70745,-105.10674,, 8175.7
Data,2414.0, 351.43,-21.01,20.90, 11.46, 10.24, 40.70756,-105.10672,, 8178.2
Data,2415.0, 351.28,-21.06,20.80, 11.63, 10.83, 40.70766,-105.10669,, 8180.3
Data,2416.0, 351.14,-21.08,20.80, 11.50, 14.07, 40.70776,-105.10666,, 8183.0
Data,2417.0, 351.04,-21.07,20.80, 11.48, 16.40, 40.70786,-105.10662,, 8185.1
Data,2418.0, 350.90,-21.08,20.90, 11.09, 17.22, 40.70796,-105.10658,, 8188.0
Data,2419.0, 350.84,-21.12,20.90, 10.80, 16.47, 40.70805,-105.10654,, 8190.8
Data,2420.0, 350.67,-21.14,20.90, 10.60, 15.91, 40.70814,-105.10650,, 8193.4
Data,2421.0, 350.54,-21.16,20.90, 10.74, 16.21, 40.70824,-105.10647,, 8195.7
Data,2422.0, 350.46,-21.13,20.90, 11.25, 15.77, 40.70834,-105.10643,, 8198.3
Data,2423.0, 350.33,-21.17,20.90, 10.88, 14.97, 40.70843,-105.10640,, 8200.5
Data,2424.0, 350.23,-21.20,20.80, 10.92, 13.96, 40.70853,-105.10637,, 8203.4
Data,2425.0, 350.07,-21.22,20.90, 10.61, 13.32, 40.70862,-105.10633,, 8205.8
Data,2426.0, 349.99,-21.27,20.90, 10.83, 13.29, 40.70871,-105.10631,, 8207.9
Data,2427.0, 349.80,-21.29,20.90, 10.86, 12.11, 40.70881,-105.10628,, 8210.1
Data,2428.0, 349.68,-21.32,20.80, 11.01, 12.57, 40.70891,-105.10625,, 8212.8
Data,2429.0, 349.57,-21.32,20.80, 11.07, 15.01, 40.70901,-105.10622,, 8215.3
Data,2430.0, 349.44,-21.38,20.80, 11.03, 18.35, 40.70910,-105.10618,, 8218.1
