FileFormat,CSV
Data,748.0,602.96,9.28,60.33,6.80,79.87,40.59392,-105.13910,4487.3,4409.4,2.03,-6.69,-1.19,4.79
Data,749.0,602.61,9.24,60.47,6.85,80.56,40.59392,-105.13903,4492.0,4415.9,2.03,-6.76,-1.12,4.81
Data,750.0,602.26,9.20,60.62,6.91,81.15,40.59392,-105.13897,4496.8,4420.6,2.02,-6.83,-1.06,4.92
Data,751.0,601.91,9.16,60.80,6.97,81.61,40.59392,-105.13891,4501.7,4425.2,2.03,-6.90,-1.02,5.09
Data,752.0,601.53,9.12,61.00,7.04,81.94,40.59391,-105.13884,4506.9,4431.2,2.04,-6.97,-0.99,5.31
Data,753.0,601.14,9.08,61.18,7.11,82.14,40.59391,-105.13876,4512.3,4435.9,2.04,-7.04,-0.97,5.49
Data,754.0,600.73,9.04,61.33,7.17,82.23,40.59391,-105.13866,4518.0,4442.1,2.03,-7.10,-0.97,5.63
Data,755.0,600.31,9.00,61.45,7.22,82.24,40.59394,-105.13856,4523.7,4448.1,2.02,-7.15,-0.97,5.66
Data,756.0,599.90,8.95,61.53,7.25,82.21,40.59396,-105.13846,4529.4,4453.5,2.00,-7.18,-0.98,5.57
Data,757.0,599.49,8.91,61.61,7.27,82.13,40.59399,-105.13837,4535.0,4462.5,1.97,-7.20,-0.99,5.41
Data,758.0,599.11,8.87,61.70,7.27,82.02,40.59400,-105.13827,4540.3,4468.1,1.95,-7.20,-1.01,5.21
Data,759.0,598.76,8.83,61.80,7.26,81.85,40.59401,-105.13819,4545.2,4472.9,1.94,-7.19,-1.03,5.05
Data,760.0,598.41,8.80,61.90,7.24,81.62,40.59400,-105.13812,4550.1,4477.2,1.93,-7.16,-1.06,4.98
Data,761.0,598.05,8.76,61.99,7.21,81.34,40.59400,-105.13802,4555.1,4481.9,1.92,-7.13,-1.09,4.94
Data,762.0,597.68,8.73,62.09,7.17,81.03,40.59401,-105.13792,4560.1,4486.7,1.91,-7.08,-1.12,4.91
Data,763.0,597.33,8.69,62.23,7.12,80.73,40.59402,-105.13784,4565.1,4491.1,1.90,-7.02,-1.15,4.87
Data,764.0,596.98,8.65,62.42,7.06,80.50,40.59404,-105.13778,4569.9,4494.2,1.90,-6.97,-1.17,4.80
Data,765.0,596.63,8.60,62.65,7.01,80.35,40.59406,-105.13771,4574.7,4498.8,1.91,-6.91,-1.18,4.73
Data,766.0,596.29,8.56,62.83,6.95,80.30,40.59409,-105.13764,4579.4,4504.0,1.91,-6.85,-1.17,4.67
Data,767.0,595.96,8.52,62.98,6.88,80.36,40.59410,-105.13757,4584.0,4508.9,1.90,-6.79,-1.15,4.66
Data,768.0,595.63,8.48,63.10,6.81,80.49,40.59411,-105.13748,4588.6,4512.9,1.90,-6.72,-1.13,4.71
Data,769.0,595.29,8.45,63.20,6.73,80.65,40.59411,-105.13739,4593.3,4517.7,1.89,-6.64,-1.09,4.80
Data,770.0,594.94,8.42,63.30,6.64,80.80,40.59412,-105.13729,4598.2,4521.1,1.88,-6.55,-1.06,4.92
Data,771.0,594.58,8.39,63.40,6.54,80.90,40.59412,-105.13718,4603.2,4526.0,1.87,-6.45,-1.03,5.02
Data,772.0,594.21,8.36,63.50,6.43,80.93,40.59413,-105.13708,4608.4,4531.9,1.87,-6.35,-1.01,5.10
Data,773.0,593.84,8.32,63.60,6.32,80.86,40.59413,-105.13701,4613.5,4535.6,1.86,-6.24,-1.00,5.15
Data,774.0,593.47,8.30,63.70,6.22,80.67,40.59412,-105.13694,4618.6,4541.7,1.85,-6.14,-1.01,5.20
Data,775.0,593.10,8.27,63.80,6.14,80.37,40.59413,-105.13690,4623.8,4546.3,1.85,-6.05,-1.03,5.26
Data,776.0,592.72,8.23,63.90,6.08,79.98,40.59413,-105.13686,4629.1,4550.6,1.84,-5.99,-1.06,5.33
Data,777.0,592.34,8.19,64.00,6.05,79.52,40.59415,-105.13680,4634.4,4560.4,1.82,-5.95,-1.10,5.40
Data,778.0,591.95,8.15,64.10,6.04,79.00,40.59416,-105.13674,4639.9,4565.5,1.80,-5.93,-1.15,5.44
Data,779.0,591.56,8.10,64.20,6.05,78.46,40.59417,-105.13667,4645.3,4571.3,1.77,-5.93,-1.21,5.44
Data,780.0,591.17,8.04,64.32,6.08,77.92,40.59417,-105.13662,4650.8,4575.5,1.75,-5.94,-1.27,5.38
Data,781.0,590.79,7.99,64.47,6.12,77.40,40.59418,-105.13655,4656.2,4582.6,1.73,-5.97,-1.34,5.25
Data,782.0,590.41,7.93,64.65,6.16,76.91,40.59418,-105.13647,4661.4,4588.8,1.71,-6.00,-1.40,5.07
Data,783.0,590.06,7.89,64.85,6.21,76.49,40.59420,-105.13638,4666.4,4594.2,1.71,-6.04,-1.45,4.86
Data,784.0,589.72,7.85,65.03,6.24,76.16,40.59422,-105.13629,4671.1,4599.4,1.72,-6.06,-1.49,4.67
Data,785.0,589.40,7.82,65.18,6.26,75.98,40.59426,-105.13621,4675.6,4603.2,1.72,-6.07,-1.52,4.53
Data,786.0,589.08,7.80,65.30,6.27,75.93,40.59429,-105.13612,4680.1,4608.4,1.73,-6.08,-1.52,4.48
Data,787.0,588.77,7.77,65.43,6.26,75.97,40.59431,-105.13606,4684.5,4614.1,1.73,-6.08,-1.52,4.51
Data,788.0,588.44,7.74,65.57,6.25,76.08,40.59430,-105.13598,4689.0,4619.6,1.73,-6.07,-1.50,4.61
Data,789.0,588.11,7.71,65.70,6.23,76.22,40.59430,-105.13591,4693.6,4623.6,1.72,-6.05,-1.48,4.76
Data,790.0,587.77,7.66,65.83,6.21,76.37,40.59431,-105.13584,4698.5,4628.2,1.71,-6.03,-1.46,4.88
Data,791.0,587.41,7.61,65.97,6.18,76.51,40.59432,-105.13577,4703.5,4630.3,1.69,-6.01,-1.44,4.96
Data,792.0,587.05,7.56,66.12,6.16,76.67,40.59434,-105.13570,4708.6,4636.7,1.67,-5.99,-1.42,4.94
Data,793.0,586.70,7.51,66.27,6.14,76.86,40.59436,-105.13564,4713.6,4640.1,1.65,-5.98,-1.39,4.81
Data,794.0,586.36,7.45,66.43,6.11,77.11,40.59437,-105.13557,4718.3,4644.6,1.63,-5.96,-1.36,4.66
Data,795.0,586.04,7.41,66.60,6.09,77.41,40.59438,-105.13550,4722.8,4648.1,1.62,-5.94,-1.33,4.49
Data,796.0,585.73,7.36,66.80,6.06,77.77,40.59440,-105.13543,4727.1,4653.5,1.62,-5.92,-1.28,4.36
Data,797.0,585.43,7.32,66.97,6.02,78.20,40.59441,-105.13535,4731.4,4656.9,1.62,-5.90,-1.23,4.29
Data,798.0,585.12,7.29,67.13,5.99,78.70,40.59442,-105.13527,4735.7,4661.2,1.62,-5.87,-1.17,4.27
Data,799.0,584.82,7.25,67.30,5.95,79.27,40.59443,-105.13518,4740.0,4664.8,1.62,-5.84,-1.11,4.30
Data,800.0,584.51,7.21,67.50,5.91,79.89,40.59445,-105.13511,4744.3,4669.8,1.62,-5.81,-1.04,4.38
Data,801.0,584.20,7.18,67.67,5.87,80.57,40.59445,-105.13506,4748.7,4673.2,1.63,-5.79,-0.96,4.53
Data,802.0,583.88,7.14,67.83,5.84,81.27,40.59445,-105.13501,4753.3,4676.3,1.62,-5.77,-0.89,4.72
Data,803.0,583.54,7.11,67.98,5.81,81.98,40.59445,-105.13495,4758.1,4682.0,1.62,-5.76,-0.81,4.93
Data,804.0,583.18,7.07,68.13,5.80,82.67,40.59445,-105.13488,4763.1,4685.7,1.61,-5.75,-0.74,5.11
Data,805.0,582.81,7.02,68.28,5.78,83.35,40.59446,-105.13481,4768.4,4690.0,1.60,-5.74,-0.67,5.21
Data,806.0,582.43,6.97,68.42,5.77,84.02,40.59447,-105.13473,4773.7,4698.2,1.58,-5.73,-0.60,5.21
Data,807.0,582.06,6.92,68.57,5.75,84.70,40.59449,-105.13464,4778.9,4704.1,1.57,-5.72,-0.53,5.08
Data,808.0,581.71,6.88,68.73,5.72,85.40,40.59449,-105.13456,4783.9,4707.6,1.56,-5.71,-0.46,4.88
Data,809.0,581.37,6.85,68.88,5.70,86.11,40.59450,-105.13448,4788.7,4711.1,1.55,-5.69,-0.39,4.63
Data,810.0,581.06,6.81,69.03,5.68,86.84,40.59449,-105.13441,4793.1,4715.9,1.55,-5.67,-0.31,4.39
Data,811.0,580.76,6.78,69.18,5.66,87.57,40.59447,-105.13436,4797.3,4720.3,1.55,-5.65,-0.24,4.20
Data,812.0,580.48,6.76,69.30,5.65,88.27,40.59447,-105.13432,4801.4,4724.7,1.55,-5.65,-0.17,4.07
Data,813.0,580.20,6.73,69.40,5.65,88.96,40.59447,-105.13427,4805.4,4727.3,1.55,-5.65,-0.10,4.00
Data,814.0,579.91,6.70,69.50,5.66,89.63,40.59448,-105.13421,4809.4,4733.7,1.54,-5.66,-0.04,3.94
Data,815.0,579.63,6.67,69.60,5.67,90.30,40.59449,-105.13412,4813.4,4737.7,1.53,-5.67,0.03,3.87
Data,816.0,579.36,6.64,69.70,5.68,90.95,40.59449,-105.13403,4817.3,4741.5,1.52,-5.68,0.09,3.79
Data,817.0,579.09,6.60,69.80,5.69,91.59,40.59449,-105.13396,4821.0,4745.4,1.50,-5.69,0.16,3.71
Data,818.0,578.84,6.57,69.90,5.70,92.19,40.59449,-105.13389,4824.6,4749.3,1.49,-5.70,0.22,3.65
Data,819.0,578.59,6.54,70.00,5.72,92.73,40.59450,-105.13384,4828.2,4754.2,1.48,-5.71,0.27,3.64
Data,820.0,578.33,6.52,70.10,5.74,93.19,40.59449,-105.13379,4831.8,4758.0,1.48,-5.73,0.32,3.65
Data,821.0,578.07,6.50,70.20,5.77,93.56,40.59448,-105.13374,4835.5,4762.9,1.48,-5.76,0.36,3.66
Data,822.0,577.81,6.48,70.33,5.80,93.80,40.59447,-105.13367,4839.3,4767.2,1.49,-5.79,0.38,3.66
Data,823.0,577.55,6.45,70.47,5.83,93.93,40.59447,-105.13361,4843.0,4774.7,1.49,-5.82,0.40,3.63
Data,824.0,577.29,6.42,70.57,5.86,93.94,40.59446,-105.13353,4846.6,4778.3,1.49,-5.85,0.40,3.58
Data,825.0,577.05,6.39,70.63,5.88,93.86,40.59447,-105.13346,4850.1,4781.4,1.47,-5.87,0.40,3.56
Data,826.0,576.80,6.36,70.70,5.90,93.69,40.59447,-105.13338,4853.6,4785.1,1.45,-5.89,0.38,3.58
Data,827.0,576.55,6.33,70.77,5.91,93.44,40.59446,-105.13330,4857.1,4788.5,1.43,-5.90,0.36,3.66
Data,828.0,576.29,6.29,70.83,5.92,93.14,40.59446,-105.13323,4860.8,4792.3,1.40,-5.91,0.32,3.77
Data,829.0,576.02,6.25,70.90,5.92,92.79,40.59445,-105.13316,4864.7,4793.3,1.38,-5.91,0.29,3.87
Data,830.0,575.75,6.21,71.00,5.93,92.39,40.59444,-105.13309,4868.7,4796.4,1.36,-5.92,0.25,3.95
Data,831.0,575.46,6.17,71.10,5.93,91.95,40.59444,-105.13304,4872.7,4798.5,1.34,-5.93,0.20,3.98
Data,832.0,575.18,6.13,71.20,5.94,91.48,40.59444,-105.13298,4876.7,4802.2,1.32,-5.93,0.15,3.95
Data,833.0,574.91,6.08,71.30,5.94,91.00,40.59444,-105.13291,4880.6,4804.4,1.30,-5.94,0.10,3.91
Data,834.0,574.64,6.04,71.37,5.95,90.52,40.59444,-105.13283,4884.4,4808.8,1.27,-5.95,0.05,3.84
Data,835.0,574.38,5.99,71.43,5.96,90.05,40.59443,-105.13275,4888.2,4812.0,1.23,-5.96,0.01,3.78
Data,836.0,574.11,5.95,71.53,5.96,89.60,40.59444,-105.13268,4892.0,4816.3,1.21,-5.96,-0.04,3.72
Data,837.0,573.85,5.91,71.67,5.96,89.18,40.59445,-105.13261,4895.7,4819.9,1.20,-5.96,-0.08,3.64
Data,838.0,573.60,5.87,71.80,5.96,88.80,40.59445,-105.13254,4899.3,4823.4,1.19,-5.96,-0.12,3.57
Data,839.0,573.35,5.84,71.91,5.96,88.46,40.59445,-105.13247,4902.9,4827.6,1.18,-5.96,-0.16,3.51
Data,840.0,573.11,5.81,72.00,5.97,88.15,40.59446,-105.13240,4906.3,4830.3,1.17,-5.96,-0.19,3.48
Data,841.0,572.87,5.78,72.08,5.98,87.87,40.59446,-105.13234,4909.7,4834.0,1.16,-5.97,-0.22,3.49
Data,842.0,572.63,5.76,72.13,5.99,87.60,40.59446,-105.13228,4913.2,4838.5,1.14,-5.99,-0.25,3.54
Data,843.0,572.38,5.73,72.18,6.01,87.32,40.59446,-105.13221,4916.8,4843.7,1.13,-6.00,-0.28,3.59
Data,844.0,572.12,5.70,72.20,6.03,87.02,40.59445,-105.13213,4920.5,4846.6,1.10,-6.02,-0.31,3.65
Data,845.0,571.86,5.67,72.18,6.05,86.72,40.59445,-105.13206,4924.2,4850.0,1.06,-6.04,-0.35,3.68
Data,846.0,571.61,5.63,72.13,6.07,86.40,40.59445,-105.13198,4927.9,4853.2,1.02,-6.06,-0.38,3.70
Data,847.0,571.35,5.60,72.10,6.08,86.08,40.59446,-105.13191,4931.6,4856.6,0.99,-6.07,-0.42,3.70
Data,848.0,571.09,5.57,72.10,6.10,85.77,40.59447,-105.13184,4935.3,4860.5,0.96,-6.08,-0.45,3.69
Data,849.0,570.83,5.55,72.09,6.11,85.51,40.59448,-105.13177,4939.0,4863.9,0.93,-6.09,-0.48,3.67
Data,850.0,570.58,5.52,72.07,6.12,85.30,40.59449,-105.13170,4942.6,4867.0,0.91,-6.10,-0.50,3.64
Data,851.0,570.32,5.50,72.05,6.14,85.14,40.59450,-105.13162,4946.3,4869.7,0.88,-6.11,-0.52,3.62
Data,852.0,570.07,5.49,72.07,6.15,85.03,40.59452,-105.13155,4949.9,4873.9,0.87,-6.13,-0.53,3.62
Data,853.0,569.82,5.47,72.12,6.17,84.95,40.59452,-105.13148,4953.5,4877.6,0.86,-6.14,-0.54,3.64
Data,854.0,569.57,5.44,72.20,6.19,84.88,40.59452,-105.13142,4957.1,4880.7,0.85,-6.16,-0.55,3.70
Data,855.0,569.31,5.41,72.30,6.21,84.81,40.59453,-105.13136,4960.8,4883.4,0.84,-6.19,-0.56,3.77
Data,856.0,569.05,5.38,72.40,6.24,84.72,40.59453,-105.13130,4964.6,4886.7,0.83,-6.21,-0.57,3.84
Data,857.0,568.78,5.35,72.50,6.27,84.61,40.59453,-105.13122,4968.5,4891.4,0.82,-6.24,-0.59,3.88
Data,858.0,568.50,5.32,72.57,6.29,84.48,40.59453,-105.13113,4972.4,4895.1,0.81,-6.26,-0.61,3.87
Data,859.0,568.23,5.29,72.63,6.30,84.33,40.59454,-105.13105,4976.4,4900.1,0.79,-6.27,-0.62,3.81
Data,860.0,567.97,5.27,72.70,6.31,84.17,40.59454,-105.13098,4980.2,4903.1,0.78,-6.28,-0.64,3.70
Data,861.0,567.72,5.24,72.77,6.30,84.04,40.59455,-105.13089,4983.8,4907.1,0.77,-6.27,-0.65,3.61
Data,862.0,567.48,5.22,72.83,6.29,83.95,40.59456,-105.13079,4987.2,4911.4,0.76,-6.25,-0.66,3.55
Data,863.0,567.24,5.20,72.90,6.25,83.93,40.59457,-105.13070,4990.7,4915.3,0.75,-6.22,-0.66,3.53
Data,864.0,566.99,5.18,72.97,6.22,83.98,40.59459,-105.13062,4994.2,4919.9,0.75,-6.18,-0.65,3.55
Data,865.0,566.74,5.16,73.03,6.18,84.13,40.59460,-105.13056,4997.8,4923.4,0.74,-6.14,-0.63,3.57
Data,866.0,566.49,5.14,73.10,6.14,84.36,40.59460,-105.13049,5001.5,4927.1,0.73,-6.11,-0.60,3.57
Data,867.0,566.24,5.12,73.17,6.11,84.66,40.59460,-105.13044,5005.1,4929.8,0.72,-6.09,-0.57,3.55
Data,868.0,566.00,5.10,73.23,6.10,85.02,40.59461,-105.13038,5008.6,4933.3,0.72,-6.07,-0.53,3.53
Data,869.0,565.76,5.08,73.30,6.10,85.42,40.59461,-105.13032,5012.1,4937.3,0.71,-6.08,-0.49,3.52
Data,870.0,565.52,5.06,73.37,6.11,85.84,40.59462,-105.13027,5015.6,4941.0,0.70,-6.09,-0.44,3.55
Data,871.0,565.27,5.04,73.43,6.14,86.26,40.59462,-105.13021,5019.1,4944.5,0.69,-6.12,-0.40,3.60
Data,872.0,565.02,5.01,73.50,6.17,86.67,40.59462,-105.13013,5022.7,4948.0,0.68,-6.16,-0.36,3.64
Data,873.0,564.76,4.98,73.57,6.21,87.03,40.59462,-105.13004,5026.5,4951.9,0.67,-6.20,-0.32,3.66
Data,874.0,564.50,4.96,73.63,6.24,87.34,40.59461,-105.12996,5030.2,4954.8,0.65,-6.23,-0.29,3.63
Data,875.0,564.25,4.93,73.70,6.27,87.56,40.59461,-105.12987,5033.8,4959.1,0.64,-6.27,-0.27,3.58
Data,876.0,564.01,4.90,73.80,6.29,87.69,40.59460,-105.12978,5037.4,4962.9,0.63,-6.29,-0.25,3.52
Data,877.0,563.77,4.88,73.90,6.31,87.72,40.59460,-105.12971,5040.8,4965.6,0.63,-6.31,-0.25,3.49
Data,878.0,563.54,4.85,74.00,6.33,87.67,40.59461,-105.12964,5044.2,4969.7,0.62,-6.32,-0.26,3.51
Data,879.0,563.29,4.82,74.07,6.34,87.56,40.59460,-105.12958,5047.7,4972.9,0.60,-6.33,-0.27,3.57
Data,880.0,563.04,4.78,74.13,6.35,87.40,40.59461,-105.12951,5051.4,4977.4,0.58,-6.34,-0.29,3.63
Data,881.0,562.79,4.75,74.23,6.36,87.24,40.59462,-105.12944,5055.1,4980.0,0.56,-6.35,-0.31,3.70
Data,882.0,562.53,4.71,74.34,6.37,87.09,40.59464,-105.12937,5058.8,4983.6,0.55,-6.36,-0.32,3.75
Data,883.0,562.27,4.68,74.45,6.38,86.97,40.59464,-105.12928,5062.6,4986.9,0.54,-6.37,-0.34,3.77
Data,884.0,562.01,4.65,74.55,6.38,86.89,40.59465,-105.12920,5066.4,4991.2,0.53,-6.37,-0.35,3.78
Data,885.0,561.75,4.62,74.65,6.38,86.83,40.59466,-105.12911,5070.1,4994.5,0.52,-6.37,-0.35,3.77
Data,886.0,561.49,4.59,74.78,6.38,86.77,40.59465,-105.12903,5073.9,4998.7,0.51,-6.37,-0.36,3.77
Data,887.0,561.23,4.57,74.90,6.38,86.71,40.59464,-105.12896,5077.7,5002.5,0.51,-6.37,-0.37,3.76
Data,888.0,560.98,4.54,75.00,6.39,86.64,40.59465,-105.12890,5081.4,5006.1,0.51,-6.38,-0.37,3.75
Data,889.0,560.72,4.52,75.07,6.41,86.54,40.59465,-105.12884,5085.2,5008.8,0.50,-6.39,-0.39,3.73
Data,890.0,560.46,4.49,75.13,6.43,86.41,40.59465,-105.12877,5088.9,5014.3,0.48,-6.42,-0.40,3.73
Data,891.0,560.21,4.46,75.21,6.46,86.26,40.59465,-105.12870,5092.6,5017.4,0.47,-6.44,-0.42,3.74
Data,892.0,559.96,4.43,75.30,6.48,86.08,40.59465,-105.12862,5096.3,5020.5,0.45,-6.47,-0.44,3.74
Data,893.0,559.70,4.40,75.37,6.51,85.88,40.59465,-105.12853,5100.1,5024.5,0.44,-6.50,-0.47,3.73
Data,894.0,559.44,4.36,75.41,6.54,85.66,40.59466,-105.12844,5103.8,5028.1,0.41,-6.52,-0.49,3.68
Data,895.0,559.18,4.33,75.41,6.55,85.43,40.59467,-105.12836,5107.5,5032.8,0.38,-6.53,-0.52,3.58
Data,896.0,558.94,4.30,75.40,6.56,85.20,40.59467,-105.12828,5111.1,5036.2,0.35,-6.54,-0.55,3.48
Data,897.0,558.71,4.28,75.40,6.57,84.97,40.59468,-105.12819,5114.5,5039.5,0.32,-6.54,-0.58,3.37
Data,898.0,558.48,4.25,75.40,6.57,84.74,40.59468,-105.12811,5117.8,5043.6,0.30,-6.54,-0.60,3.29
Data,899.0,558.26,4.23,75.42,6.56,84.53,40.59468,-105.12805,5121.0,5046.3,0.28,-6.53,-0.63,3.25
Data,900.0,558.04,4.21,75.47,6.56,84.33,40.59469,-105.12798,5124.2,5050.3,0.27,-6.52,-0.65,3.26
Data,901.0,557.82,4.19,75.52,6.55,84.13,40.59471,-105.12791,5127.5,5053.3,0.26,-6.51,-0.67,3.33
Data,902.0,557.59,4.17,75.57,6.54,83.94,40.59472,-105.12782,5130.8,5056.0,0.25,-6.50,-0.69,3.43
Data,903.0,557.35,4.14,75.60,6.52,83.75,40.59472,-105.12774,5134.3,5057.2,0.23,-6.49,-0.71,3.57
Data,904.0,557.10,4.12,75.63,6.51,83.54,40.59473,-105.12766,5138.0,5061.4,0.21,-6.47,-0.73,3.69
Data,905.0,556.84,4.10,75.67,6.50,83.29,40.59472,-105.12758,5141.8,5064.4,0.20,-6.46,-0.76,3.78
Data,906.0,556.58,4.07,75.70,6.50,83.00,40.59472,-105.12751,5145.6,5067.0,0.17,-6.45,-0.79,3.83
Data,907.0,556.31,4.04,75.73,6.50,82.67,40.59472,-105.12745,5149.5,5069.6,0.15,-6.44,-0.83,3.82
Data,908.0,556.05,4.01,75.77,6.51,82.30,40.59472,-105.12738,5153.3,5072.5,0.13,-6.45,-0.87,3.80
Data,909.0,555.80,3.98,75.80,6.52,81.91,40.59472,-105.12731,5157.0,5073.7,0.11,-6.46,-0.92,3.77
Data,910.0,555.54,3.96,75.84,6.54,81.54,40.59474,-105.12722,5160.8,5076.9,0.09,-6.47,-0.96,3.75
Data,911.0,555.29,3.94,75.88,6.56,81.20,40.59475,-105.12714,5164.5,5079.6,0.08,-6.49,-1.00,3.75
Data,912.0,555.03,3.91,75.87,6.59,80.92,40.59477,-105.12706,5168.3,5083.4,0.05,-6.50,-1.04,3.75
Data,913.0,554.77,3.89,75.80,6.61,80.71,40.59478,-105.12698,5172.1,5088.1,0.02,-6.52,-1.07,3.78
Data,914.0,554.52,3.86,75.71,6.63,80.58,40.59480,-105.12689,5175.8,5094.5,-0.03,-6.54,-1.09,3.82
Data,915.0,554.26,3.83,75.63,6.65,80.53,40.59481,-105.12681,5179.6,5099.0,-0.07,-6.56,-1.09,3.89
Data,916.0,553.99,3.80,75.57,6.68,80.56,40.59482,-105.12674,5183.6,5103.2,-0.11,-6.59,-1.10,3.97
Data,917.0,553.72,3.77,75.52,6.71,80.66,40.59483,-105.12667,5187.6,5109.1,-0.14,-6.62,-1.09,4.02
Data,918.0,553.44,3.74,75.47,6.74,80.83,40.59484,-105.12659,5191.7,5113.3,-0.19,-6.65,-1.07,4.04
Data,919.0,553.16,3.71,75.43,6.77,81.06,40.59485,-105.12651,5195.7,5116.8,-0.23,-6.68,-1.05,4.04
Data,920.0,552.89,3.67,75.42,6.79,81.35,40.59486,-105.12642,5199.8,5120.1,-0.26,-6.71,-1.02,4.01
Data,921.0,552.62,3.64,75.47,6.81,81.69,40.59487,-105.12632,5203.8,5124.4,-0.28,-6.74,-0.98,3.97
Data,922.0,552.35,3.61,75.50,6.83,82.07,40.59489,-105.12623,5207.7,5128.5,-0.30,-6.76,-0.94,3.93
Data,923.0,552.09,3.59,75.53,6.84,82.46,40.59490,-105.12615,5211.5,5132.6,-0.32,-6.78,-0.90,3.92
Data,924.0,551.82,3.57,75.57,6.85,82.85,40.59490,-105.12607,5215.5,5135.8,-0.34,-6.80,-0.85,3.91
Data,925.0,551.56,3.55,75.60,6.87,83.23,40.59490,-105.12600,5219.4,5137.9,-0.35,-6.82,-0.81,3.91
Data,926.0,551.29,3.53,75.63,6.89,83.56,40.59490,-105.12593,5223.3,5141.9,-0.36,-6.84,-0.77,3.90
Data,927.0,551.03,3.51,75.67,6.92,83.83,40.59490,-105.12587,5227.2,5144.2,-0.38,-6.88,-0.74,3.89
Data,928.0,550.76,3.48,75.70,6.95,84.05,40.59490,-105.12579,5231.1,5149.7,-0.39,-6.92,-0.72,3.87
Data,929.0,550.50,3.46,75.73,6.99,84.19,40.59491,-105.12570,5235.0,5153.9,-0.41,-6.96,-0.71,3.87
Data,930.0,550.24,3.43,75.78,7.03,84.28,40.59491,-105.12562,5238.8,5154.1,-0.43,-7.00,-0.70,3.88
Data,931.0,549.98,3.41,75.83,7.08,84.32,40.59492,-105.12553,5242.7,5156.6,-0.44,-7.04,-0.70,3.90
Data,932.0,549.71,3.39,75.87,7.12,84.32,40.59493,-105.12544,5246.6,5159.9,-0.45,-7.08,-0.70,3.92
Data,933.0,549.45,3.37,75.90,7.16,84.28,40.59495,-105.12535,5250.6,5163.9,-0.47,-7.12,-0.71,3.94
Data,934.0,549.18,3.34,75.90,7.19,84.20,40.59496,-105.12526,5254.5,5167.1,-0.50,-7.15,-0.73,3.95
Data,935.0,548.91,3.30,75.92,7.22,84.09,40.59496,-105.12518,5258.5,5169.8,-0.53,-7.18,-0.74,3.96
Data,936.0,548.65,3.27,75.97,7.25,83.94,40.59497,-105.12509,5262.4,5173.2,-0.56,-7.21,-0.77,3.97
Data,937.0,548.38,3.23,76.02,7.28,83.74,40.59497,-105.12500,5266.4,5176.7,-0.58,-7.24,-0.79,3.96
Data,938.0,548.11,3.19,76.07,7.31,83.50,40.59499,-105.12491,5270.4,5182.6,-0.61,-7.26,-0.83,3.95
Data,939.0,547.84,3.15,76.13,7.33,83.23,40.59500,-105.12483,5274.3,5186.5,-0.64,-7.28,-0.86,3.91
Data,940.0,547.58,3.12,76.20,7.36,82.94,40.59501,-105.12474,5278.2,5189.2,-0.66,-7.30,-0.90,3.85
Data,941.0,547.32,3.08,76.30,7.38,82.65,40.59503,-105.12466,5282.1,5192.9,-0.68,-7.32,-0.94,3.81
Data,942.0,547.07,3.05,76.38,7.41,82.38,40.59504,-105.12458,5285.8,5197.2,-0.70,-7.34,-0.98,3.78
Data,943.0,546.82,3.02,76.41,7.43,82.14,40.59505,-105.12449,5289.5,5200.8,-0.72,-7.36,-1.02,3.79
Data,944.0,546.56,2.99,76.38,7.45,81.94,40.59507,-105.12440,5293.3,5204.9,-0.76,-7.38,-1.04,3.84
Data,945.0,546.30,2.96,76.30,7.47,81.79,40.59508,-105.12431,5297.2,5209.5,-0.79,-7.40,-1.07,3.90
Data,946.0,546.04,2.94,76.23,7.49,81.69,40.59508,-105.12422,5301.1,5212.3,-0.83,-7.41,-1.08,3.96
Data,947.0,545.76,2.92,76.20,7.51,81.64,40.59510,-105.12412,5305.2,5217.9,-0.86,-7.43,-1.09,3.98
Data,948.0,545.49,2.89,76.19,7.53,81.66,40.59511,-105.12404,5309.2,5221.1,-0.88,-7.45,-1.09,3.98
Data,949.0,545.23,2.87,76.20,7.55,81.74,40.59513,-105.12395,5313.2,5224.7,-0.90,-7.47,-1.08,3.97
Data,950.0,544.96,2.84,76.20,7.57,81.89,40.59514,-105.12386,5317.1,5227.9,-0.93,-7.49,-1.07,3.98
Data,951.0,544.70,2.81,76.20,7.59,82.11,40.59515,-105.12378,5321.0,5228.8,-0.96,-7.51,-1.04,4.01
Data,952.0,544.43,2.77,76.20,7.61,82.38,40.59516,-105.12368,5325.0,5232.7,-1.00,-7.54,-1.01,4.05
Data,953.0,544.15,2.74,76.20,7.64,82.69,40.59517,-105.12360,5329.2,5235.9,-1.03,-7.58,-0.97,4.09
Data,954.0,543.87,2.70,76.23,7.67,83.03,40.59518,-105.12351,5333.3,5239.4,-1.06,-7.61,-0.93,4.11
Data,955.0,543.60,2.67,76.27,7.71,83.38,40.59518,-105.12342,5337.4,5244.9,-1.09,-7.66,-0.89,4.11
Data,956.0,543.33,2.63,76.30,7.75,83.74,40.59519,-105.12333,5341.5,5248.9,-1.11,-7.70,-0.85,4.12
Data,957.0,543.05,2.60,76.30,7.79,84.09,40.59519,-105.12324,5345.6,5252.8,-1.14,-7.75,-0.80,4.11
Data,958.0,542.78,2.58,76.33,7.84,84.44,40.59520,-105.12315,5349.7,5256.9,-1.16,-7.80,-0.76,4.10
