FileFormat,CSV
Year,2021
Month,07
Day,21
Hour,17
Minute,54
Second,10
Ascending,"true"
latitude,40.590000,"units=deg"
longitude,-105.141500,"units=deg"
altitude,1571.9,"units=m"
gpsaltitude,1571.9,"units=m"
project,"PRE-CIP-2021"
agency,"CSU"
sondeid,"2970"
sondetype,"Storm Tracker"
launchsite,"Christman Field"
Fields,Time,Pressure,Temperature,RH,Speed,Direction,Latitude,Longitude,altitude,sats,gpsalt,SNR,Voltage
Data,  16.0, 841.14,27.66,49.70,  5.55,229.42, 40.59071,-105.14204,,7.000000, 1625.7,10.000000,1.540
Data,  17.0, 840.79,27.55,50.00,  4.49,191.16, 40.59067,-105.14204,,8.000000, 1628.4,9.000000,1.542
Data,  18.0, 840.50,27.43,50.40,  5.19,184.07, 40.59060,-105.14203,,9.000000, 1619.1,10.000000,1.540
Data,  19.0, 840.24,27.33,50.80,  2.31,184.07, 40.59054,-105.14203,,9.000000, 1608.0,9.000000,1.544
Data,  20.0, 839.59,27.21,51.20,  5.73,167.92, 40.59051,-105.14200,,9.000000, 1602.7,9.000000,1.542
Data,  21.0, 839.06,27.09,51.40, 18.95,149.27, 40.59039,-105.14191,,9.000000, 1596.4,9.000000,1.542
Data,  22.0, 838.72,26.99,51.80,  2.82,149.27, 40.59036,-105.14190,,8.000000, 1601.7,9.000000,1.542
Data,  23.0, 838.36,26.90,51.90,  5.10,149.27, 40.59035,-105.14194,,9.000000, 1605.2,9.000000,1.542
Data,  24.0, 838.14,26.82,52.10,  7.08,174.04, 40.59034,-105.14202,,9.000000, 1607.8,9.000000,1.542
Data,  25.0, 837.76,26.74,52.40, 12.00,280.38, 40.59035,-105.14214,,9.000000, 1610.9,10.000000,1.542
Data,  26.0, 837.13,26.61,52.80,  5.02,275.25, 40.59035,-105.14221,,9.000000, 1610.0,10.000000,1.542
Data,  27.0, 836.76,26.50,52.90,  3.86,204.77, 40.59032,-105.14222,,8.000000, 1611.0,9.000000,1.542
Data,  28.0, 836.40,26.44,53.10,  2.27,204.77, 40.59031,-105.14222,,8.000000, 1608.5,9.000000,1.542
Data,  29.0, 836.06,26.38,53.10,  3.08,204.77, 40.59033,-105.14225,,7.000000, 1611.8,9.000000,1.542
Data,  30.0, 835.80,26.28,53.10,  4.98,242.13, 40.59035,-105.14229,,9.000000, 1613.2,9.000000,1.540
Data,  31.0, 835.55,26.20,53.20,  5.73,244.81, 40.59034,-105.14235,,8.000000, 1614.2,9.000000,1.542
Data,  32.0, 835.19,26.14,53.30,  7.25,240.81, 40.59031,-105.14240,,6.000000, 1617.3,9.000000,1.542
Data,  33.0, 834.75,26.08,53.50,  5.92,235.42, 40.59028,-105.14245,,8.000000, 1621.9,10.000000,1.542
Data,  34.0, 834.34,25.98,53.60,  1.82,235.42, 40.59027,-105.14248,,7.000000, 1627.2,10.000000,1.538
Data,  35.0, 833.99,25.90,53.70,  1.26,235.42, 40.59029,-105.14248,,7.000000, 1631.9,10.000000,1.540
Data,  36.0, 833.61,25.83,54.00,  1.16,235.42, 40.59030,-105.14246,,8.000000, 1637.2,9.000000,1.542
Data,  37.0, 833.21,25.76,54.30,  9.44,318.64, 40.59036,-105.14250,,9.000000, 1646.5,9.000000,1.542
Data,  38.0, 832.64,25.69,54.50, 22.90,317.92, 40.59051,-105.14264,,9.000000, 1662.0,9.000000,1.538
Data,  39.0, 832.27,25.61,54.90, 11.74,314.77, 40.59062,-105.14273,,9.000000, 1686.9,9.000000,1.542
Data,  40.0, 831.77,25.54,55.10,  8.85,312.60, 40.59067,-105.14280,,9.000000, 1698.3,9.000000,1.544
Data,  41.0, 831.19,25.46,55.10,  5.80,312.60, 40.59072,-105.14283,,8.000000, 1710.5,10.000000,1.538
Data,  42.0, 830.91,25.41,55.10,  0.46,312.60, 40.59072,-105.14283,,7.000000, 1719.4,9.000000,1.540
Data,  43.0, 830.47,25.35,55.20,  0.24,312.60, 40.59070,-105.14282,,8.000000, 1724.3,9.000000,1.540
Data,  44.0, 829.96,25.26,55.40,  1.76,312.60, 40.59070,-105.14280,,7.000000, 1731.0,9.000000,1.542
Data,  45.0, 829.44,25.21,55.40,  2.20,312.60, 40.59070,-105.14279,,7.000000, 1734.2,9.000000,1.538
Data,  46.0, 828.99,25.15,55.30,  1.76,312.60, 40.59070,-105.14276,,8.000000, 1738.5,9.000000,1.538
Data,  47.0, 828.45,25.09,55.10,  2.30,312.60, 40.59071,-105.14276,,8.000000, 1743.4,9.000000,1.542
Data,  48.0, 827.98,25.05,55.20,  2.09,312.60, 40.59071,-105.14274,,8.000000, 1748.5,9.000000,1.542
Data,  49.0, 827.57,24.97,55.30,  0.95,312.60, 40.59070,-105.14273,,9.000000, 1753.8,9.000000,1.542
Data,  50.0, 827.05,24.92,54.90,  2.99,312.60, 40.59067,-105.14272,,9.000000, 1756.0,9.000000,1.542
Data,  51.0, 826.61,24.89,55.20,  2.75,312.60, 40.59064,-105.14269,,8.000000, 1759.4,9.000000,1.542
Data,  52.0, 826.26,24.84,56.00,  3.45,312.60, 40.59064,-105.14265,,8.000000, 1765.2,9.000000,1.540
Data,  53.0, 825.74,24.79,56.40,  3.43, 95.38, 40.59063,-105.14260,,9.000000, 1769.4,10.000000,1.542
Data,  54.0, 825.30,24.72,56.60,  2.37, 95.38, 40.59062,-105.14256,,8.000000, 1773.7,9.000000,1.542
Data,  55.0, 824.88,24.67,56.90,  0.89, 95.38, 40.59060,-105.14254,,8.000000, 1776.8,10.000000,1.542
Data,  56.0, 824.42,24.61,57.00,  5.21,151.82, 40.59056,-105.14258,,9.000000, 1769.0,9.000000,1.542
Data,  57.0, 823.92,24.55,56.70, 10.43,199.28, 40.59048,-105.14262,,8.000000, 1758.9,9.000000,1.542
Data,  58.0, 823.29,24.51,56.40,  2.17,199.28, 40.59046,-105.14261,,8.000000, 1764.2,9.000000,1.542
Data,  59.0, 822.74,24.42,56.20,  1.61,199.28, 40.59047,-105.14257,,8.000000, 1774.4,9.000000,1.542
Data,  60.0, 822.35,24.37,56.50,  2.18,197.22, 40.59044,-105.14254,,8.000000, 1778.5,9.000000,1.540
Data,  61.0, 821.89,24.35,56.90,  2.54,200.11, 40.59042,-105.14254,,8.000000, 1781.5,9.000000,1.542
Data,  62.0, 821.41,24.30,57.60,  1.57,200.11, 40.59041,-105.14253,,7.000000, 1786.5,9.000000,1.533
Data,  63.0, 820.91,24.25,57.00,  3.39,200.11, 40.59043,-105.14250,,8.000000, 1792.4,10.000000,1.542
Data,  64.0, 820.48,24.22,56.90,  3.04,140.78, 40.59045,-105.14246,,7.000000, 1799.4,9.000000,1.542
Data,  65.0, 820.10,24.17,57.60,  1.33,140.78, 40.59045,-105.14243,,7.000000, 1805.6,9.000000,1.542
Data,  66.0, 819.64,24.13,57.40,  2.57,140.78, 40.59046,-105.14240,,7.000000, 1810.6,9.000000,1.542
Data,  67.0, 819.13,24.10,56.00,  2.20,101.44, 40.59047,-105.14237,,7.000000, 1817.1,9.000000,1.538
Data,  68.0, 818.68,24.08,55.10,  2.18, 57.59, 40.59049,-105.14235,,7.000000, 1823.8,9.000000,1.542
Data,  69.0, 818.43,24.06,54.00,  2.64, 30.56, 40.59050,-105.14233,,7.000000, 1827.4,10.000000,1.542
Data,  70.0, 818.01,24.04,53.40,  2.61,276.58, 40.59050,-105.14235,,8.000000, 1828.9,10.000000,1.542
Data,  71.0, 817.65,24.04,51.20,  2.01,282.66, 40.59051,-105.14236,,8.000000, 1837.2,9.000000,1.542
Data,  72.0, 817.36,24.04,49.70,  1.00,282.66, 40.59053,-105.14236,,8.000000, 1845.6,10.000000,1.533
Data,  73.0, 817.03,24.05,48.50,  1.50,282.66, 40.59054,-105.14235,,7.000000, 1849.8,9.000000,1.542
Data,  74.0, 816.78,24.05,47.50,  3.18, 21.38, 40.59055,-105.14233,,8.000000, 1853.3,9.000000,1.542
Data,  75.0, 816.53,24.09,46.70,  3.64, 23.97, 40.59058,-105.14230,,7.000000, 1857.9,9.000000,1.533
Data,  76.0, 816.26,24.11,46.10,  2.47, 51.11, 40.59059,-105.14226,,8.000000, 1859.9,10.000000,1.542
Data,  77.0, 815.92,24.13,45.30,  0.88, 51.11, 40.59059,-105.14224,,7.000000, 1864.2,10.000000,1.538
Data,  78.0, 815.64,24.15,44.70,  0.78, 51.11, 40.59060,-105.14223,,8.000000, 1868.0,9.000000,1.542
Data,  79.0, 815.36,24.18,44.30,  1.29,355.32, 40.59060,-105.14224,,8.000000, 1872.4,9.000000,1.542
Data,  80.0, 815.09,24.20,44.00,  2.49,337.26, 40.59062,-105.14226,,8.000000, 1877.4,9.000000,1.542
Data,  81.0, 814.84,24.23,43.60,  6.74,349.45, 40.59067,-105.14226,,8.000000, 1888.8,9.000000,1.542
Data,  82.0, 814.55,24.25,43.40,  2.50,351.65, 40.59070,-105.14226,,8.000000, 1892.9,9.000000,1.542
Data,  83.0, 814.28,24.27,43.10,  2.71, 18.21, 40.59072,-105.14225,,8.000000, 1896.7,9.000000,1.542
Data,  84.0, 814.01,24.30,42.90,  2.82, 18.78, 40.59073,-105.14224,,8.000000, 1899.8,10.000000,1.542
Data,  85.0, 813.75,24.33,42.80,  3.52, 12.87, 40.59076,-105.14223,,8.000000, 1903.4,9.000000,1.542
Data,  86.0, 813.50,24.35,42.80,  3.67,355.75, 40.59078,-105.14224,,7.000000, 1905.0,9.000000,1.542
Data,  87.0, 813.17,24.37,42.60,  3.87,356.08, 40.59082,-105.14224,,8.000000, 1908.6,9.000000,1.542
Data,  88.0, 812.87,24.40,42.50,  3.48,355.79, 40.59085,-105.14225,,8.000000, 1913.2,9.000000,1.542
Data,  89.0, 812.63,24.40,42.40,  2.59,357.23, 40.59087,-105.14225,,8.000000, 1916.1,9.000000,1.542
Data,  90.0, 812.29,24.43,42.30,  1.98,354.67, 40.59088,-105.14225,,7.000000, 1918.1,9.000000,1.542
Data,  91.0, 812.07,24.45,42.30,  2.49,  1.11, 40.59090,-105.14225,,6.000000, 1920.3,9.000000,1.540
Data,  92.0, 811.75,24.48,42.10,  2.22,  5.85, 40.59092,-105.14224,,6.000000, 1922.9,9.000000,1.533
Data,  93.0, 811.46,24.48,42.00,  1.39,  5.85, 40.59092,-105.14222,,8.000000, 1924.8,10.000000,1.542
Data,  94.0, 811.19,24.51,41.90,  0.74,  5.85, 40.59092,-105.14223,,8.000000, 1926.4,9.000000,1.542
Data,  95.0, 811.04,24.53,41.80,  0.79,  5.85, 40.59092,-105.14223,,7.000000, 1929.3,10.000000,1.540
Data,  96.0, 810.78,24.55,41.80,  1.58,345.88, 40.59093,-105.14223,,7.000000, 1932.5,9.000000,1.542
Data,  97.0, 810.45,24.56,41.70,  1.29,345.88, 40.59093,-105.14224,,7.000000, 1935.1,9.000000,1.542
Data,  98.0, 810.10,24.57,41.60,  0.84,345.88, 40.59094,-105.14225,,8.000000, 1937.4,9.000000,1.542
Data,  99.0, 809.96,24.58,41.50,  1.53,345.88, 40.59094,-105.14224,,7.000000, 1938.9,9.000000,1.542
Data, 100.0, 809.65,24.61,41.50,  1.94,345.88, 40.59096,-105.14224,,7.000000, 1941.2,9.000000,1.542
Data, 101.0, 809.38,24.61,41.40,  1.91,345.88, 40.59097,-105.14224,,7.000000, 1943.7,9.000000,1.542
Data, 102.0, 808.98,24.61,41.40,  1.33,345.88, 40.59098,-105.14225,,7.000000, 1946.8,9.000000,1.542
Data, 103.0, 808.75,24.62,41.30,  1.58,345.88, 40.59099,-105.14225,,7.000000, 1949.3,9.000000,1.542
Data, 104.0, 808.46,24.61,41.30,  0.89,345.88, 40.59099,-105.14225,,7.000000, 1951.8,9.000000,1.542
Data, 105.0, 808.16,24.63,41.30,  1.90, 54.70, 40.59099,-105.14223,,8.000000, 1955.3,10.000000,1.542
Data, 106.0, 807.70,24.63,41.20,  1.53, 54.70, 40.59100,-105.14221,,8.000000, 1959.6,9.000000,1.531
Data, 107.0, 807.42,24.62,41.20,  0.95, 54.70, 40.59099,-105.14221,,8.000000, 1958.9,9.000000,1.540
Data, 108.0, 807.12,24.64,41.20,  2.83,122.34, 40.59098,-105.14222,,7.000000, 1958.1,9.000000,1.533
Data, 109.0, 806.85,24.63,41.20,  2.95,122.34, 40.59095,-105.14224,,7.000000, 1949.5,9.000000,1.542
Data, 110.0, 806.52,24.63,41.10,  4.10,122.34, 40.59098,-105.14223,,7.000000, 1962.5,10.000000,1.542
Data, 111.0, 806.26,24.65,41.10,  8.44,354.00, 40.59105,-105.14223,,7.000000, 1978.4,10.000000,1.540
Data, 112.0, 805.84,24.64,41.10,  2.24,354.00, 40.59109,-105.14224,,7.000000, 1981.6,9.000000,1.542
Data, 113.0, 805.59,24.65,41.00,  4.86,354.00, 40.59106,-105.14225,,7.000000, 1966.2,9.000000,1.540
Data, 114.0, 805.18,24.67,41.00,  0.94,354.00, 40.59106,-105.14224,,7.000000, 1969.3,9.000000,1.542
Data, 115.0, 804.78,24.66,40.90,  0.37,354.00, 40.59107,-105.14224,,7.000000, 1972.3,9.000000,1.542
Data, 116.0, 804.43,24.67,40.90,  0.90,354.00, 40.59108,-105.14223,,7.000000, 1975.4,9.000000,1.538
Data, 117.0, 803.96,24.66,40.80,  2.85,354.00, 40.59110,-105.14222,,5.000000, 1983.2,9.000000,1.542
Data, 118.0, 803.68,24.68,40.80,  0.63,354.00, 40.59112,-105.14221,,7.000000, 1986.8,9.000000,1.540
Data, 119.0, 803.36,24.67,40.80,  3.10,345.06, 40.59114,-105.14222,,6.000000, 1992.3,9.000000,1.540
Data, 120.0, 803.04,24.70,40.80,  4.08,342.12, 40.59118,-105.14225,,6.000000, 1999.5,9.000000,1.540
Data, 121.0, 802.64,24.71,40.80,  2.99,338.38, 40.59121,-105.14228,,7.000000, 2001.8,9.000000,1.540
Data, 122.0, 802.41,24.72,40.80,  2.09,338.38, 40.59123,-105.14230,,7.000000, 2005.0,9.000000,1.540
Data, 123.0, 802.06,24.74,40.70,  1.69,338.38, 40.59125,-105.14231,,7.000000, 2009.9,9.000000,1.540
Data, 124.0, 801.76,24.76,40.70,  1.14,338.38, 40.59126,-105.14232,,7.000000, 2013.4,9.000000,1.540
Data, 125.0, 801.33,24.75,40.60,  2.32,352.63, 40.59128,-105.14232,,7.000000, 2018.2,9.000000,1.538
Data, 126.0, 800.90,24.76,40.60,  1.98,352.63, 40.59130,-105.14232,,6.000000, 2023.7,9.000000,1.540
Data, 127.0, 800.74,24.77,40.50,  3.74,  4.80, 40.59134,-105.14231,,6.000000, 2026.8,9.000000,1.540
Data, 128.0, 800.40,24.78,40.50,  3.93,352.63, 40.59137,-105.14231,,7.000000, 2031.3,9.000000,1.542
Data, 129.0, 800.10,24.78,40.40,  4.47,338.95, 40.59141,-105.14235,,7.000000, 2034.7,9.000000,1.542
Data, 130.0, 799.84,24.82,40.40,  4.04,323.93, 40.59144,-105.14238,,7.000000, 2037.1,8.000000,1.542
Data, 131.0, 799.56,24.82,40.40,  2.89,322.74, 40.59146,-105.14242,,7.000000, 2039.5,9.000000,1.540
Data, 132.0, 799.23,24.84,40.40,  2.31,317.89, 40.59148,-105.14244,,6.000000, 2041.8,2.000000,1.540
Data, 133.0, 798.84,24.83,40.40,  1.71,291.13, 40.59148,-105.14247,,6.000000, 2045.0,9.000000,1.540
Data, 134.0, 798.47,24.84,40.40,  0.69,291.13, 40.59148,-105.14248,,6.000000, 2049.2,9.000000,1.542
Data, 135.0, 798.02,24.82,40.40,  2.48,301.75, 40.59149,-105.14250,,6.000000, 2054.1,10.000000,1.538
Data, 136.0, 797.63,24.81,40.30,  2.17,302.87, 40.59149,-105.14252,,7.000000, 2055.1,9.000000,1.540
Data, 137.0, 797.17,24.79,40.40,  1.91,305.96, 40.59151,-105.14254,,7.000000, 2058.9,9.000000,1.540
Data, 138.0, 796.82,24.77,40.40,  1.86,283.93, 40.59151,-105.14257,,7.000000, 2064.6,8.000000,1.540
Data, 139.0, 796.55,24.75,40.60,  1.68,270.82, 40.59151,-105.14259,,7.000000, 2070.3,9.000000,1.540
Data, 140.0, 796.19,24.75,40.70,  2.86,269.29, 40.59152,-105.14261,,6.000000, 2074.8,9.000000,1.533
Data, 141.0, 795.68,24.74,40.80,  2.94,266.30, 40.59151,-105.14265,,6.000000, 2081.4,8.000000,1.533
Data, 142.0, 795.45,24.75,40.90,  3.06,270.29, 40.59152,-105.14269,,6.000000, 2087.2,10.000000,1.542
Data, 143.0, 795.07,24.75,40.90,  2.54,267.75, 40.59152,-105.14272,,7.000000, 2093.1,9.000000,1.538
Data, 144.0, 794.82,24.75,40.90,  3.20,239.82, 40.59149,-105.14275,,7.000000, 2089.2,9.000000,1.540
Data, 145.0, 794.52,24.76,40.90, 19.76,180.64, 40.59134,-105.14277,,7.000000, 2060.9,9.000000,1.540
Data, 146.0, 794.14,24.74,40.90,  1.73,180.64, 40.59128,-105.14278,,6.000000, 2061.7,9.000000,1.540
Data, 147.0, 793.90,24.76,40.80,  1.88,180.64, 40.59128,-105.14277,,7.000000, 2063.4,9.000000,1.540
Data, 149.0, 793.29,24.77,40.80,  0.49,180.64, 40.59130,-105.14275,,7.000000, 2066.1,7.000000,1.540
Data, 150.0, 792.98,24.77,40.80,  5.09,  7.17, 40.59137,-105.14275,,7.000000, 2093.2,9.000000,1.540
Data, 151.0, 792.62,24.77,40.80, 18.30,342.83, 40.59153,-105.14278,,7.000000, 2133.9,10.000000,1.538
Data, 152.0, 792.35,24.77,40.80,  8.39,319.72, 40.59164,-105.14284,,7.000000, 2171.2,10.000000,1.540
Data, 153.0, 792.05,24.77,40.80, 13.94,353.15, 40.59175,-105.14289,,7.000000, 2212.3,9.000000,1.540
Data, 154.0, 791.81,24.77,40.80,  9.05,350.07, 40.59184,-105.14290,,7.000000, 2238.7,9.000000,1.540
Data, 155.0, 791.45,24.77,40.80,  6.07,350.07, 40.59189,-105.14291,,7.000000, 2262.9,8.000000,1.540
Data, 156.0, 791.16,24.76,40.80,  8.71,350.07, 40.59193,-105.14292,,7.000000, 2275.6,9.000000,1.538
Data, 157.0, 790.79,24.77,40.80,  1.74,350.07, 40.59193,-105.14292,,6.000000, 2274.2,9.000000,1.535
Data, 158.0, 790.53,24.75,40.80,  3.45,350.07, 40.59194,-105.14292,,6.000000, 2277.6,9.000000,1.538
Data, 159.0, 790.18,24.75,40.80,  2.18,350.07, 40.59192,-105.14293,,6.000000, 2272.2,9.000000,1.540
Data, 160.0, 789.86,24.72,40.80,  3.75,350.07, 40.59192,-105.14295,,7.000000, 2269.9,9.000000,1.540
Data, 161.0, 789.56,24.70,40.80,  3.51,350.07, 40.59191,-105.14298,,7.000000, 2268.7,9.000000,1.540
Data, 162.0, 789.12,24.69,40.80,  4.32,350.07, 40.59190,-105.14303,,6.000000, 2269.5,8.000000,1.540
Data, 163.0, 788.82,24.69,40.90,  2.83,350.07, 40.59189,-105.14308,,7.000000, 2269.9,9.000000,1.540
Data, 164.0, 788.58,24.66,40.90,  2.31,350.07, 40.59188,-105.14311,,7.000000, 2271.5,9.000000,1.540
Data, 165.0, 788.23,24.67,40.90,  3.01,350.07, 40.59189,-105.14313,,7.000000, 2278.6,9.000000,1.540
Data, 166.0, 787.98,24.65,40.90,  2.13,350.07, 40.59187,-105.14316,,7.000000, 2275.0,9.000000,1.540
Data, 167.0, 787.65,24.62,40.90,  1.78,350.07, 40.59185,-105.14318,,6.000000, 2274.4,9.000000,1.540
Data, 168.0, 787.38,24.62,40.90,  0.96,350.07, 40.59183,-105.14319,,7.000000, 2270.5,9.000000,1.540
Data, 169.0, 787.04,24.60,40.90,  0.52,350.07, 40.59180,-105.14319,,7.000000, 2268.9,9.000000,1.540
Data, 170.0, 786.70,24.57,40.90,  0.74,350.07, 40.59180,-105.14319,,7.000000, 2269.0,9.000000,1.540
Data, 171.0, 786.38,24.56,41.00,  1.64,350.07, 40.59180,-105.14320,,7.000000, 2273.0,9.000000,1.540
Data, 172.0, 786.07,24.53,41.00,  9.01,322.38, 40.59189,-105.14323,,7.000000, 2306.4,8.000000,1.540
Data, 173.0, 785.72,24.51,41.00,  4.67,322.38, 40.59193,-105.14321,,7.000000, 2322.9,9.000000,1.527
Data, 174.0, 785.31,24.48,41.10,  2.30,322.38, 40.59193,-105.14321,,6.000000, 2320.6,9.000000,1.540
Data, 175.0, 784.91,24.45,41.10,  2.04,322.38, 40.59192,-105.14323,,7.000000, 2324.7,9.000000,1.540
Data, 176.0, 784.54,24.42,41.20,  2.25,322.38, 40.59191,-105.14326,,6.000000, 2324.9,8.000000,1.540
Data, 177.0, 784.24,24.41,41.30,  2.80,322.38, 40.59191,-105.14330,,7.000000, 2325.9,9.000000,1.540
Data, 178.0, 783.88,24.38,41.30,  2.33,322.38, 40.59190,-105.14333,,7.000000, 2326.8,9.000000,1.540
Data, 179.0, 783.56,24.35,41.30,  1.53,322.38, 40.59188,-105.14335,,7.000000, 2326.8,9.000000,1.538
Data, 180.0, 783.22,24.31,41.40,  1.18,322.38, 40.59187,-105.14335,,7.000000, 2324.2,9.000000,1.540
Data, 181.0, 782.77,24.28,41.40,  0.37,322.38, 40.59186,-105.14335,,7.000000, 2321.0,10.000000,1.535
Data, 182.0, 782.53,24.28,41.50,  0.70,322.38, 40.59184,-105.14335,,7.000000, 2317.3,9.000000,1.538
Data, 183.0, 782.17,24.28,41.50,  0.32,322.38, 40.59183,-105.14335,,7.000000, 2315.0,9.000000,1.538
Data, 184.0, 781.85,24.28,41.50,  0.51,322.38, 40.59182,-105.14335,,6.000000, 2314.1,9.000000,1.540
Data, 185.0, 781.46,24.23,41.50,  1.31,322.38, 40.59181,-105.14335,,6.000000, 2314.2,9.000000,1.538
Data, 186.0, 781.13,24.21,41.50,  3.03,348.56, 40.59182,-105.14335,,7.000000, 2317.7,9.000000,1.540
Data, 187.0, 780.80,24.19,41.60,  1.79,348.56, 40.59184,-105.14336,,6.000000, 2320.0,9.000000,1.538
Data, 188.0, 780.47,24.18,41.60,  1.38,348.56, 40.59184,-105.14337,,7.000000, 2321.4,9.000000,1.540
Data, 189.0, 780.14,24.16,41.60,  1.94,323.76, 40.59184,-105.14339,,7.000000, 2323.1,9.000000,1.529
Data, 190.0, 779.78,24.15,41.60,  2.79,267.38, 40.59181,-105.14342,,7.000000, 2318.0,9.000000,1.540
Data, 191.0, 779.47,24.09,41.70,  0.24,267.38, 40.59179,-105.14343,,7.000000, 2318.6,8.000000,1.538
Data, 192.0, 779.23,24.09,41.70,  7.38,353.95, 40.59184,-105.14344,,7.000000, 2335.1,9.000000,1.540
Data, 193.0, 778.82,24.06,41.70,  4.54,349.85, 40.59189,-105.14345,,7.000000, 2353.5,9.000000,1.540
Data, 195.0, 778.12,24.02,41.80,  3.83,349.85, 40.59193,-105.14345,,7.000000, 2379.7,9.000000,1.535
Data, 196.0, 777.84,24.00,41.90,  1.64,349.85, 40.59192,-105.14344,,6.000000, 2379.4,9.000000,1.535
Data, 198.0, 777.24,23.94,41.90,  2.58,349.85, 40.59192,-105.14347,,7.000000, 2377.1,8.000000,1.540
Data, 199.0, 776.86,23.93,42.00,  3.09,340.81, 40.59194,-105.14349,,7.000000, 2380.7,9.000000,1.538
Data, 200.0, 776.54,23.90,42.00, 11.45,353.35, 40.59200,-105.14351,,7.000000, 2393.9,9.000000,1.538
Data, 201.0, 776.25,23.89,42.00, 13.63,  4.60, 40.59211,-105.14351,,7.000000, 2410.8,9.000000,1.538
Data, 202.0, 775.84,23.83,42.10,  1.80,  4.60, 40.59214,-105.14352,,6.000000, 2415.0,7.000000,1.540
Data, 203.0, 775.39,23.80,42.10,  2.35,  4.60, 40.59211,-105.14354,,6.000000, 2418.8,9.000000,1.538
Data, 204.0, 775.11,23.78,42.10,  1.63,  4.60, 40.59205,-105.14356,,6.000000, 2418.0,9.000000,1.529
Data, 205.0, 774.75,23.76,42.10,  1.54,  4.60, 40.59202,-105.14357,,7.000000, 2413.6,9.000000,1.531
Data, 206.0, 774.47,23.73,42.20,  0.67,  4.60, 40.59200,-105.14357,,7.000000, 2408.8,8.000000,1.538
Data, 207.0, 774.13,23.72,42.20,  1.78,  4.60, 40.59199,-105.14357,,6.000000, 2406.0,9.000000,1.538
Data, 208.0, 773.81,23.72,42.20,  2.89,350.63, 40.59200,-105.14358,,6.000000, 2406.4,9.000000,1.538
Data, 209.0, 773.50,23.68,42.30,  0.78,350.63, 40.59200,-105.14358,,6.000000, 2405.6,9.000000,1.538
Data, 210.0, 773.24,23.66,42.30,  1.71,292.20, 40.59198,-105.14360,,7.000000, 2404.3,9.000000,1.540
Data, 211.0, 772.85,23.63,42.40,  1.95,251.96, 40.59196,-105.14362,,7.000000, 2405.3,9.000000,1.535
Data, 212.0, 772.52,23.60,42.40,  2.57,251.96, 40.59196,-105.14364,,7.000000, 2421.8,9.000000,1.538
Data, 213.0, 772.24,23.58,42.40, 10.39,  6.56, 40.59205,-105.14364,,7.000000, 2475.4,9.000000,1.540
Data, 214.0, 771.96,23.58,42.50,  1.45,  6.56, 40.59206,-105.14364,,6.000000, 2479.4,9.000000,1.535
Data, 215.0, 771.67,23.57,42.50,  1.17,  6.56, 40.59202,-105.14365,,7.000000, 2474.6,9.000000,1.538
Data, 216.0, 771.34,23.52,42.50,  3.67,  6.56, 40.59198,-105.14364,,6.000000, 2476.8,9.000000,1.538
