FileFormat,CSV
Year,2021
Month,07
Day,21
Hour,17
Minute,54
Second,10
Ascending,"true"
latitude,40.590000,"units=deg"
longitude,-105.141500,"units=deg"
altitude,1571.9,"units=m"
gpsaltitude,1571.9,"units=m"
project,"PRE-CIP-2021"
agency,"CSU"
sondeid,"2970"
sondetype,"Storm Tracker"
launchsite,"Christman Field"
Fields,Time,Pressure,Temperature,RH,Speed,Direction,Latitude,Longitude,altitude,sats,gpsalt,SNR,Voltage
Data,1278.0, 468.54,-2.44,63.20, 13.28, 92.77, 40.59394,-105.08583,,6.000000, 6429.5,8.000000,1.469
Data,1279.0, 468.35,-2.48,63.30, 12.83, 90.49, 40.59394,-105.08568,,6.000000, 6432.6,9.000000,1.467
Data,1280.0, 468.09,-2.50,63.40, 14.23, 91.42, 40.59393,-105.08552,,6.000000, 6436.0,9.000000,1.467
Data,1281.0, 467.85,-2.52,63.40, 13.85, 91.68, 40.59393,-105.08535,,6.000000, 6437.5,9.000000,1.467
Data,1282.0, 467.66,-2.54,63.50, 14.13, 88.14, 40.59393,-105.08518,,6.000000, 6442.7,9.000000,1.467
Data,1283.0, 467.41,-2.55,63.60, 14.99, 84.22, 40.59394,-105.08501,,6.000000, 6445.1,8.000000,1.467
Data,1284.0, 467.20,-2.57,63.60, 13.47, 91.91, 40.59395,-105.08485,,6.000000, 6449.2,9.000000,1.467
Data,1285.0, 467.01,-2.59,63.60, 14.36, 90.12, 40.59394,-105.08468,,6.000000, 6451.9,9.000000,1.467
Data,1286.0, 466.81,-2.60,63.60, 14.32, 89.56, 40.59394,-105.08451,,6.000000, 6456.7,9.000000,1.467
Data,1287.0, 466.60,-2.60,63.50, 14.26, 89.41, 40.59394,-105.08434,,6.000000, 6460.7,9.000000,1.467
Data,1288.0, 466.37,-2.61,63.50, 14.81, 93.32, 40.59394,-105.08417,,6.000000, 6464.7,9.000000,1.467
Data,1289.0, 466.16,-2.60,63.30, 14.76, 93.18, 40.59393,-105.08399,,6.000000, 6468.4,8.000000,1.467
Data,1290.0, 465.90,-2.63,63.20, 15.40, 95.61, 40.59392,-105.08382,,6.000000, 6471.3,7.000000,1.467
Data,1291.0, 465.73,-2.61,62.90, 13.66, 95.29, 40.59390,-105.08365,,6.000000, 6475.4,6.000000,1.469
Data,1292.0, 465.50,-2.60,62.40, 14.37, 97.72, 40.59388,-105.08348,,6.000000, 6478.7,6.000000,1.467
Data,1293.0, 465.30,-2.61,61.70, 11.63, 87.66, 40.59388,-105.08334,,6.000000, 6483.0,6.000000,1.467
Data,1294.0, 465.05,-2.63,60.80, 12.78, 95.43, 40.59387,-105.08318,,6.000000, 6485.9,4.000000,1.467
Data,1296.0, 464.59,-2.66,58.60, 12.96, 90.78, 40.59385,-105.08288,,6.000000, 6495.4,1.000000,1.467
Data,1297.0, 464.39,-2.65,57.10, 13.35, 88.62, 40.59385,-105.08272,,6.000000, 6500.1,7.000000,1.467
Data,1298.0, 464.22,-2.66,55.60, 13.54, 89.75, 40.59386,-105.08255,,6.000000, 6504.0,8.000000,1.467
Data,1299.0, 464.03,-2.66,54.10, 14.18, 94.64, 40.59385,-105.08239,,6.000000, 6506.6,8.000000,1.467
Data,1300.0, 463.77,-2.69,52.80, 14.73, 94.91, 40.59384,-105.08222,,6.000000, 6510.7,9.000000,1.467
Data,1301.0, 463.57,-2.69,51.70, 15.00, 93.46, 40.59383,-105.08204,,6.000000, 6514.0,8.000000,1.467
Data,1302.0, 463.34,-2.71,50.70, 14.28, 93.09, 40.59382,-105.08187,,6.000000, 6517.6,9.000000,1.458
Data,1303.0, 463.13,-2.71,49.80, 13.19, 92.94, 40.59381,-105.08171,,6.000000, 6521.1,8.000000,1.465
Data,1304.0, 462.91,-2.74,49.00, 14.03, 92.28, 40.59381,-105.08154,,6.000000, 6524.1,9.000000,1.467
Data,1305.0, 462.72,-2.76,48.40, 14.02, 90.54, 40.59381,-105.08138,,6.000000, 6528.1,8.000000,1.467
Data,1306.0, 462.42,-2.78,47.90, 13.61, 90.83, 40.59380,-105.08121,,6.000000, 6531.8,8.000000,1.467
Data,1307.0, 462.17,-2.79,47.60, 13.70, 90.64, 40.59380,-105.08106,,6.000000, 6533.2,7.000000,1.467
Data,1308.0, 461.98,-2.81,47.50, 14.27, 91.28, 40.59379,-105.08089,,6.000000, 6535.6,6.000000,1.467
Data,1309.0, 461.75,-2.86,47.30, 14.47, 92.34, 40.59379,-105.08072,,6.000000, 6540.4,5.000000,1.467
Data,1310.0, 461.56,-2.85,47.20, 13.69, 94.17, 40.59379,-105.08055,,6.000000, 6545.7,0.000000,1.467
Data,1311.0, 461.37,-2.84,46.90, 14.69, 97.25, 40.59377,-105.08038,,6.000000, 6550.4,-1.000000,1.467
Data,1312.0, 461.17,-2.85,46.60, 14.25, 96.47, 40.59375,-105.08020,,6.000000, 6553.1,7.000000,1.465
Data,1313.0, 460.88,-2.86,46.30, 15.08, 96.84, 40.59374,-105.08003,,6.000000, 6557.3,9.000000,1.467
Data,1314.0, 460.70,-2.86,46.10, 15.20, 94.74, 40.59373,-105.07985,,6.000000, 6561.3,8.000000,1.467
Data,1315.0, 460.49,-2.90,45.90, 14.93, 95.55, 40.59372,-105.07967,,6.000000, 6565.8,8.000000,1.465
Data,1316.0, 460.28,-2.88,45.70, 14.59, 91.32, 40.59371,-105.07950,,6.000000, 6570.0,9.000000,1.465
Data,1317.0, 460.07,-2.91,45.60, 14.62, 85.90, 40.59372,-105.07933,,6.000000, 6573.0,8.000000,1.465
Data,1318.0, 459.82,-2.91,45.40, 15.33, 86.29, 40.59373,-105.07915,,6.000000, 6577.3,7.000000,1.462
Data,1319.0, 459.62,-2.93,45.20, 14.10, 88.63, 40.59373,-105.07898,,6.000000, 6580.9,3.000000,1.456
Data,1320.0, 459.38,-2.95,45.10, 14.42, 90.24, 40.59373,-105.07881,,6.000000, 6585.2,3.000000,1.465
Data,1321.0, 459.20,-2.96,45.00, 13.78, 89.72, 40.59373,-105.07864,,6.000000, 6589.4,2.000000,1.465
Data,1322.0, 458.90,-2.98,45.00, 13.92, 94.70, 40.59373,-105.07848,,6.000000, 6594.8,-2.000000,1.465
Data,1324.0, 458.41,-3.00,45.30, 13.18, 90.31, 40.59371,-105.07816,,6.000000, 6601.7,5.000000,1.465
Data,1325.0, 458.26,-2.98,45.60, 13.85, 88.96, 40.59371,-105.07800,,6.000000, 6604.6,7.000000,1.465
Data,1326.0, 458.09,-3.00,46.00, 13.58, 84.20, 40.59372,-105.07784,,6.000000, 6609.1,9.000000,1.465
Data,1327.0, 457.86,-3.01,46.50, 12.96, 82.84, 40.59374,-105.07769,,6.000000, 6613.5,8.000000,1.465
Data,1328.0, 457.67,-3.00,47.20, 13.72, 86.28, 40.59375,-105.07753,,6.000000, 6615.9,8.000000,1.460
Data,1329.0, 457.41,-3.01,48.00, 13.60, 86.77, 40.59376,-105.07737,,6.000000, 6619.2,7.000000,1.462
Data,1330.0, 457.18,-3.03,48.90, 13.28, 91.38, 40.59375,-105.07721,,6.000000, 6623.2,3.000000,1.460
Data,1331.0, 456.95,-3.05,49.80, 13.83, 92.46, 40.59375,-105.07705,,6.000000, 6627.7,-4.000000,1.462
Data,1332.0, 456.77,-3.05,50.50, 13.98, 88.90, 40.59375,-105.07689,,6.000000, 6630.5,-2.000000,1.462
Data,1333.0, 456.59,-3.09,51.20, 14.51, 93.36, 40.59375,-105.07672,,6.000000, 6634.4,-3.000000,1.465
Data,1334.0, 456.36,-3.11,51.80, 13.63, 92.55, 40.59374,-105.07656,,6.000000, 6638.1,-3.000000,1.465
Data,1335.0, 456.14,-3.11,52.30, 13.88, 92.40, 40.59374,-105.07639,,6.000000, 6642.1,1.000000,1.452
Data,1336.0, 455.94,-3.13,52.80, 14.20, 88.29, 40.59374,-105.07622,,6.000000, 6646.7,5.000000,1.456
Data,1337.0, 455.68,-3.16,53.30, 13.74, 88.36, 40.59374,-105.07605,,6.000000, 6651.4,7.000000,1.462
Data,1338.0, 455.50,-3.16,53.80, 12.76, 85.12, 40.59375,-105.07590,,6.000000, 6655.4,8.000000,1.465
Data,1339.0, 455.27,-3.18,54.20, 13.78, 85.42, 40.59377,-105.07574,,6.000000, 6661.1,8.000000,1.465
Data,1340.0, 455.03,-3.20,54.50, 13.98, 86.42, 40.59377,-105.07557,,6.000000, 6664.8,7.000000,1.460
Data,1341.0, 454.82,-3.23,54.80, 13.96, 86.86, 40.59378,-105.07541,,6.000000, 6667.2,5.000000,1.462
Data,1342.0, 454.62,-3.24,55.20, 12.98, 89.92, 40.59378,-105.07525,,6.000000, 6671.1,0.000000,1.462
Data,1344.0, 454.12,-3.30,55.80, 14.01, 91.04, 40.59378,-105.07494,,6.000000, 6681.3,-2.000000,1.462
Data,1345.0, 453.88,-3.32,56.10, 13.18, 90.79, 40.59377,-105.07478,,6.000000, 6685.8,0.000000,1.462
Data,1346.0, 453.68,-3.34,56.40, 13.63, 87.73, 40.59378,-105.07462,,6.000000, 6689.9,4.000000,1.462
Data,1347.0, 453.51,-3.39,56.70, 13.34, 87.16, 40.59379,-105.07446,,6.000000, 6694.3,6.000000,1.465
Data,1348.0, 453.29,-3.41,56.90, 13.10, 89.30, 40.59379,-105.07431,,6.000000, 6698.3,8.000000,1.462
Data,1349.0, 453.08,-3.43,57.10, 13.72, 88.43, 40.59379,-105.07416,,6.000000, 6702.3,9.000000,1.462
Data,1350.0, 452.86,-3.44,57.30, 14.08, 87.88, 40.59380,-105.07399,,6.000000, 6706.4,9.000000,1.460
Data,1351.0, 452.62,-3.49,57.50, 13.86, 86.65, 40.59380,-105.07383,,6.000000, 6710.6,8.000000,1.460
Data,1352.0, 452.45,-3.50,57.70, 13.11, 89.55, 40.59381,-105.07368,,6.000000, 6712.7,8.000000,1.454
Data,1353.0, 452.21,-3.53,57.80, 13.51, 88.17, 40.59381,-105.07352,,6.000000, 6716.6,7.000000,1.462
Data,1354.0, 451.97,-3.55,58.00, 12.82, 84.03, 40.59382,-105.07337,,6.000000, 6719.5,-3.000000,1.462
Data,1355.0, 451.68,-3.57,58.10, 12.57, 84.15, 40.59383,-105.07322,,6.000000, 6724.8,0.000000,1.462
Data,1356.0, 451.49,-3.59,58.30, 13.08, 87.39, 40.59383,-105.07307,,6.000000, 6727.5,0.000000,1.454
Data,1357.0, 451.26,-3.64,58.40, 13.51, 89.51, 40.59383,-105.07291,,6.000000, 6731.1,3.000000,1.460
Data,1358.0, 450.99,-3.67,58.50, 13.59, 88.50, 40.59383,-105.07275,,6.000000, 6734.9,8.000000,1.462
Data,1359.0, 450.77,-3.72,58.60, 14.25, 87.85, 40.59384,-105.07258,,6.000000, 6738.7,9.000000,1.462
Data,1360.0, 450.62,-3.74,58.70, 13.97, 87.08, 40.59384,-105.07242,,6.000000, 6742.1,9.000000,1.462
Data,1361.0, 450.44,-3.77,58.70, 13.57, 83.78, 40.59385,-105.07225,,6.000000, 6745.8,8.000000,1.462
Data,1362.0, 450.13,-3.79,58.80, 13.11, 82.62, 40.59387,-105.07210,,6.000000, 6749.1,8.000000,1.462
Data,1363.0, 449.93,-3.83,58.90, 12.73, 84.85, 40.59388,-105.07195,,6.000000, 6752.7,6.000000,1.462
Data,1364.0, 449.65,-3.86,59.00, 12.42, 88.14, 40.59389,-105.07180,,6.000000, 6757.8,-3.000000,1.462
Data,1365.0, 449.43,-3.89,59.00, 13.30, 87.34, 40.59389,-105.07164,,6.000000, 6761.6,3.000000,1.462
Data,1366.0, 449.23,-3.91,59.10, 13.35, 89.99, 40.59389,-105.07149,,6.000000, 6765.7,0.000000,1.462
Data,1367.0, 449.08,-3.93,59.20, 13.74, 90.15, 40.59389,-105.07132,,6.000000, 6769.2,6.000000,1.462
Data,1368.0, 448.89,-3.96,59.20, 14.21, 91.28, 40.59389,-105.07115,,6.000000, 6773.8,8.000000,1.462
Data,1369.0, 448.67,-3.96,59.30, 12.97, 87.66, 40.59389,-105.07099,,6.000000, 6777.7,8.000000,1.460
Data,1370.0, 448.44,-3.99,59.40, 13.11, 85.45, 40.59390,-105.07085,,6.000000, 6781.5,9.000000,1.460
Data,1371.0, 448.20,-4.03,59.40, 13.92, 84.49, 40.59391,-105.07069,,6.000000, 6785.4,7.000000,1.460
Data,1372.0, 447.94,-4.05,59.50, 14.08, 83.39, 40.59393,-105.07052,,6.000000, 6790.2,-5.000000,1.462
Data,1374.0, 447.51,-4.07,59.60, 14.01, 84.05, 40.59395,-105.07020,,6.000000, 6797.2,7.000000,1.462
Data,1375.0, 447.31,-4.08,59.70, 14.34, 83.99, 40.59397,-105.07003,,6.000000, 6801.3,9.000000,1.460
Data,1376.0, 447.10,-4.08,59.60, 13.96, 85.13, 40.59398,-105.06987,,6.000000, 6805.3,9.000000,1.460
Data,1377.0, 446.84,-4.12,59.50, 13.83, 80.99, 40.59400,-105.06972,,6.000000, 6807.5,3.000000,1.462
Data,1378.0, 446.57,-4.14,59.30, 13.91, 82.52, 40.59402,-105.06956,,6.000000, 6811.1,1.000000,1.460
Data,1379.0, 446.36,-4.15,59.00, 14.11, 83.20, 40.59404,-105.06939,,6.000000, 6815.5,7.000000,1.460
Data,1380.0, 446.17,-4.15,58.70, 15.37, 86.08, 40.59405,-105.06921,,6.000000, 6820.2,9.000000,1.462
Data,1381.0, 445.93,-4.17,58.40, 14.63, 79.76, 40.59407,-105.06904,,6.000000, 6823.8,9.000000,1.458
Data,1382.0, 445.67,-4.18,58.10, 14.78, 82.85, 40.59409,-105.06886,,6.000000, 6828.4,-2.000000,1.458
Data,1383.0, 445.44,-4.19,57.80, 14.31, 84.38, 40.59410,-105.06869,,6.000000, 6831.4,5.000000,1.456
Data,1384.0, 445.27,-4.20,57.60, 14.97, 85.28, 40.59411,-105.06852,,6.000000, 6835.9,9.000000,1.458
Data,1385.0, 445.05,-4.22,57.40, 14.98, 87.55, 40.59412,-105.06834,,6.000000, 6840.3,9.000000,1.456
Data,1386.0, 444.72,-4.24,57.30, 15.13, 84.77, 40.59413,-105.06817,,6.000000, 6844.9,8.000000,1.456
Data,1387.0, 444.48,-4.23,57.30, 13.84, 83.68, 40.59415,-105.06800,,6.000000, 6848.9,0.000000,1.456
Data,1388.0, 444.26,-4.28,57.10, 13.28, 87.08, 40.59416,-105.06784,,6.000000, 6852.8,1.000000,1.456
Data,1389.0, 444.10,-4.29,56.90, 13.77, 89.25, 40.59416,-105.06769,,6.000000, 6855.6,8.000000,1.447
Data,1390.0, 443.84,-4.29,56.60, 15.33, 87.68, 40.59416,-105.06751,,6.000000, 6860.3,9.000000,1.460
Data,1391.0, 443.67,-4.29,56.40, 15.88, 84.46, 40.59418,-105.06733,,6.000000, 6864.6,9.000000,1.456
Data,1392.0, 443.37,-4.31,56.10, 15.56, 84.18, 40.59419,-105.06714,,6.000000, 6869.1,1.000000,1.456
Data,1393.0, 443.13,-4.33,55.90, 13.38, 88.50, 40.59419,-105.06698,,6.000000, 6871.7,2.000000,1.456
Data,1394.0, 442.89,-4.34,55.60, 14.34, 87.18, 40.59420,-105.06681,,6.000000, 6875.4,8.000000,1.458
Data,1395.0, 442.71,-4.34,55.40, 15.09, 89.74, 40.59420,-105.06663,,6.000000, 6880.0,9.000000,1.456
Data,1396.0, 442.44,-4.37,55.30, 13.88, 85.27, 40.59421,-105.06646,,6.000000, 6885.7,9.000000,1.456
Data,1397.0, 442.25,-4.38,55.20, 14.18, 84.63, 40.59422,-105.06629,,6.000000, 6890.6,3.000000,1.456
Data,1398.0, 442.01,-4.42,55.20, 14.60, 88.31, 40.59423,-105.06612,,6.000000, 6895.2,1.000000,1.456
Data,1399.0, 441.81,-4.43,55.10, 14.24, 88.26, 40.59424,-105.06595,,6.000000, 6899.1,2.000000,1.456
Data,1400.0, 441.52,-4.45,55.10, 14.38, 88.77, 40.59424,-105.06578,,6.000000, 6903.7,7.000000,1.458
Data,1401.0, 441.30,-4.47,55.10, 14.78, 85.17, 40.59425,-105.06561,,6.000000, 6908.1,9.000000,1.458
Data,1402.0, 441.05,-4.47,55.10, 15.46, 83.08, 40.59427,-105.06543,,6.000000, 6912.2,9.000000,1.460
Data,1403.0, 440.82,-4.49,55.20, 16.12, 85.08, 40.59428,-105.06525,,6.000000, 6915.7,8.000000,1.458
Data,1404.0, 440.54,-4.50,55.20, 14.50, 85.38, 40.59430,-105.06508,,6.000000, 6920.4,3.000000,1.449
Data,1405.0, 440.34,-4.51,55.20, 14.65, 85.94, 40.59430,-105.06491,,6.000000, 6923.1,3.000000,1.452
Data,1406.0, 440.11,-4.51,55.20, 13.12, 87.42, 40.59431,-105.06474,,6.000000, 6927.7,7.000000,1.460
Data,1407.0, 439.87,-4.52,55.20, 11.92, 88.33, 40.59431,-105.06459,,6.000000, 6931.6,9.000000,1.458
Data,1408.0, 439.56,-4.53,55.20, 11.88, 99.98, 40.59430,-105.06445,,6.000000, 6936.0,9.000000,1.458
Data,1409.0, 439.36,-4.53,55.10, 14.96, 84.44, 40.59431,-105.06429,,6.000000, 6942.2,8.000000,1.458
Data,1410.0, 439.08,-4.56,55.10, 15.22, 82.38, 40.59432,-105.06411,,6.000000, 6946.5,4.000000,1.458
Data,1411.0, 438.81,-4.59,55.00, 14.66, 87.51, 40.59433,-105.06393,,6.000000, 6951.3,3.000000,1.456
Data,1412.0, 438.58,-4.59,55.00, 14.57, 86.04, 40.59434,-105.06377,,6.000000, 6955.6,5.000000,1.458
Data,1413.0, 438.33,-4.64,55.00, 14.37, 85.11, 40.59435,-105.06359,,6.000000, 6961.1,8.000000,1.458
Data,1414.0, 438.07,-4.67,55.00, 13.38, 78.55, 40.59438,-105.06343,,6.000000, 6964.9,9.000000,1.458
Data,1415.0, 437.92,-4.67,55.00, 13.21, 78.93, 40.59440,-105.06327,,6.000000, 6969.0,9.000000,1.458
Data,1416.0, 437.59,-4.66,55.00, 11.49, 82.68, 40.59441,-105.06313,,6.000000, 6973.1,9.000000,1.458
Data,1417.0, 437.43,-4.65,55.00, 11.43, 82.15, 40.59443,-105.06300,,6.000000, 6976.6,8.000000,1.458
Data,1418.0, 437.15,-4.65,55.00, 12.76, 84.85, 40.59444,-105.06286,,6.000000, 6979.6,5.000000,1.458
Data,1419.0, 436.95,-4.66,54.90, 13.00, 82.70, 40.59444,-105.06270,,6.000000, 6981.7,3.000000,1.458
Data,1420.0, 436.75,-4.68,54.80, 13.86, 81.50, 40.59447,-105.06254,,6.000000, 6987.0,2.000000,1.456
Data,1421.0, 436.56,-4.67,54.70, 13.17, 84.14, 40.59448,-105.06238,,6.000000, 6990.7,8.000000,1.449
Data,1422.0, 436.34,-4.68,54.70, 14.86, 78.87, 40.59450,-105.06222,,6.000000, 6994.1,9.000000,1.458
Data,1423.0, 436.14,-4.71,54.60, 13.74, 79.98, 40.59452,-105.06205,,6.000000, 6997.9,9.000000,1.456
Data,1424.0, 435.86,-4.72,54.60, 13.69, 79.96, 40.59454,-105.06188,,6.000000, 7003.4,8.000000,1.458
Data,1425.0, 435.70,-4.74,54.50, 12.68, 82.15, 40.59456,-105.06173,,6.000000, 7006.6,4.000000,1.458
Data,1426.0, 435.36,-4.77,54.60, 12.64, 82.92, 40.59458,-105.06158,,6.000000, 7011.1,3.000000,1.458
Data,1427.0, 435.13,-4.80,54.50, 12.41, 76.80, 40.59460,-105.06143,,6.000000, 7015.3,9.000000,1.458
Data,1428.0, 434.95,-4.81,54.50, 12.54, 72.07, 40.59463,-105.06129,,6.000000, 7018.6,9.000000,1.458
Data,1429.0, 434.76,-4.82,54.50, 11.74, 75.03, 40.59466,-105.06116,,6.000000, 7022.0,9.000000,1.456
Data,1430.0, 434.54,-4.82,54.50, 11.24, 72.52, 40.59469,-105.06102,,6.000000, 7027.7,7.000000,1.458
Data,1431.0, 434.35,-4.82,54.50, 11.29, 74.77, 40.59472,-105.06090,,6.000000, 7032.2,4.000000,1.456
Data,1432.0, 434.06,-4.85,54.40, 11.56, 75.45, 40.59475,-105.06076,,6.000000, 7036.0,3.000000,1.458
Data,1433.0, 433.87,-4.86,54.20, 11.54, 79.37, 40.59477,-105.06063,,6.000000, 7038.3,1.000000,1.458
Data,1434.0, 433.67,-4.86,54.10, 11.96, 77.63, 40.59479,-105.06049,,6.000000, 7041.0,8.000000,1.456
Data,1435.0, 433.47,-4.85,53.90, 12.63, 72.62, 40.59482,-105.06035,,6.000000, 7044.6,9.000000,1.458
Data,1436.0, 433.27,-4.87,53.70, 12.23, 64.60, 40.59486,-105.06022,,6.000000, 7048.1,9.000000,1.456
Data,1437.0, 433.10,-4.85,53.60, 11.72, 68.43, 40.59490,-105.06009,,6.000000, 7050.6,9.000000,1.447
Data,1438.0, 432.85,-4.87,53.40, 11.48, 71.44, 40.59494,-105.05996,,6.000000, 7054.3,8.000000,1.447
Data,1439.0, 432.57,-4.86,53.20, 11.99, 71.96, 40.59497,-105.05983,,6.000000, 7058.1,3.000000,1.456
Data,1440.0, 432.39,-4.87,53.10, 11.45, 77.85, 40.59499,-105.05970,,6.000000, 7060.6,1.000000,1.456
Data,1441.0, 432.16,-4.89,52.90, 11.83, 74.27, 40.59502,-105.05956,,6.000000, 7065.3,5.000000,1.456
Data,1442.0, 431.94,-4.89,52.70, 12.28, 75.39, 40.59506,-105.05942,,6.000000, 7069.1,8.000000,1.458
Data,1443.0, 431.77,-4.91,52.50, 11.93, 72.66, 40.59509,-105.05929,,6.000000, 7072.9,9.000000,1.456
Data,1444.0, 431.56,-4.90,52.30, 11.83, 80.29, 40.59511,-105.05915,,6.000000, 7075.9,9.000000,1.456
Data,1445.0, 431.33,-4.92,52.10, 12.77, 76.79, 40.59514,-105.05901,,6.000000, 7080.1,8.000000,1.456
Data,1446.0, 431.12,-4.93,52.00, 13.42, 75.46, 40.59516,-105.05886,,6.000000, 7082.6,4.000000,1.456
Data,1447.0, 430.95,-4.95,51.80, 12.26, 75.72, 40.59519,-105.05872,,6.000000, 7084.9,1.000000,1.456
Data,1448.0, 430.71,-4.95,51.70, 12.16, 74.45, 40.59522,-105.05858,,6.000000, 7088.7,8.000000,1.456
Data,1449.0, 430.46,-4.95,51.50, 12.29, 75.16, 40.59525,-105.05844,,6.000000, 7091.6,9.000000,1.456
Data,1450.0, 430.27,-4.97,51.40, 12.51, 71.98, 40.59528,-105.05830,,6.000000, 7094.5,9.000000,1.456
Data,1451.0, 430.11,-4.98,51.30, 10.50, 75.70, 40.59531,-105.05817,,6.000000, 7099.0,7.000000,1.456
Data,1452.0, 429.88,-4.97,51.20, 11.71, 72.29, 40.59534,-105.05804,,6.000000, 7101.9,4.000000,1.456
Data,1453.0, 429.66,-4.98,51.10, 12.02, 73.23, 40.59537,-105.05790,,6.000000, 7105.9,8.000000,1.454
Data,1454.0, 429.48,-5.00,50.90, 12.19, 75.27, 40.59540,-105.05776,,5.000000, 7110.2,9.000000,1.447
Data,1455.0, 429.25,-5.03,50.80, 12.58, 74.82, 40.59543,-105.05762,,5.000000, 7113.7,8.000000,1.447
Data,1456.0, 429.02,-5.01,50.70, 12.57, 77.64, 40.59546,-105.05748,,6.000000, 7116.8,5.000000,1.456
Data,1457.0, 428.78,-5.02,50.60, 11.54, 78.95, 40.59548,-105.05734,,6.000000, 7121.3,8.000000,1.456
Data,1458.0, 428.65,-5.04,50.50, 11.42, 76.55, 40.59550,-105.05720,,6.000000, 7125.2,9.000000,1.456
Data,1459.0, 428.42,-5.05,50.30, 12.12, 73.73, 40.59553,-105.05706,,6.000000, 7129.5,8.000000,1.456
Data,1460.0, 428.20,-5.04,50.20, 11.58, 74.40, 40.59555,-105.05693,,6.000000, 7132.6,5.000000,1.456
Data,1461.0, 428.02,-5.05,50.10, 11.72, 78.26, 40.59558,-105.05679,,6.000000, 7136.9,9.000000,1.456
Data,1462.0, 427.86,-5.05,49.90, 11.83, 80.48, 40.59560,-105.05665,,6.000000, 7139.2,9.000000,1.456
Data,1463.0, 427.63,-5.09,49.80, 12.04, 80.19, 40.59561,-105.05651,,6.000000, 7143.8,8.000000,1.454
Data,1464.0, 427.42,-5.09,49.50, 12.74, 79.46, 40.59564,-105.05636,,6.000000, 7148.4,5.000000,1.452
Data,1465.0, 427.23,-5.11,49.30, 11.51, 78.51, 40.59566,-105.05622,,6.000000, 7152.9,9.000000,1.454
Data,1466.0, 426.99,-5.12,49.00, 11.68, 77.11, 40.59568,-105.05609,,6.000000, 7156.6,9.000000,1.452
Data,1467.0, 426.78,-5.12,48.60, 12.06, 77.89, 40.59571,-105.05595,,6.000000, 7160.4,7.000000,1.454
Data,1468.0, 426.56,-5.15,48.40, 11.58, 77.95, 40.59573,-105.05581,,6.000000, 7163.9,5.000000,1.454
Data,1469.0, 426.34,-5.17,48.10, 10.82, 75.53, 40.59576,-105.05569,,6.000000, 7168.1,9.000000,1.456
Data,1470.0, 426.11,-5.18,47.90, 11.69, 77.43, 40.59578,-105.05555,,6.000000, 7172.9,8.000000,1.456
Data,1471.0, 425.90,-5.17,47.60, 12.47, 78.67, 40.59580,-105.05541,,6.000000, 7176.3,6.000000,1.454
Data,1472.0, 425.73,-5.21,47.40, 11.98, 80.10, 40.59582,-105.05527,,6.000000, 7180.7,3.000000,1.454
Data,1473.0, 425.43,-5.22,47.30, 11.56, 77.65, 40.59584,-105.05514,,6.000000, 7185.2,9.000000,1.452
Data,1474.0, 425.22,-5.27,47.10, 12.16, 78.00, 40.59586,-105.05500,,6.000000, 7188.7,9.000000,1.454
Data,1475.0, 425.02,-5.26,47.00, 12.93, 78.04, 40.59589,-105.05485,,6.000000, 7193.3,8.000000,1.454
Data,1476.0, 424.81,-5.29,46.80, 11.06, 77.49, 40.59592,-105.05471,,6.000000, 7199.4,5.000000,1.454
Data,1477.0, 424.60,-5.27,46.60, 12.24, 75.96, 40.59594,-105.05457,,6.000000, 7202.6,9.000000,1.454
Data,1478.0, 424.36,-5.31,46.50, 12.03, 76.57, 40.59597,-105.05443,,6.000000, 7207.1,9.000000,1.452
Data,1479.0, 424.15,-5.31,46.30, 11.85, 80.62, 40.59599,-105.05429,,6.000000, 7211.1,8.000000,1.454
Data,1480.0, 423.93,-5.33,46.20, 10.99, 82.40, 40.59600,-105.05416,,6.000000, 7215.8,4.000000,1.454
Data,1481.0, 423.72,-5.33,46.10, 11.46, 84.61, 40.59601,-105.05403,,6.000000, 7220.2,7.000000,1.454
Data,1482.0, 423.44,-5.35,45.90, 12.01, 85.05, 40.59602,-105.05389,,6.000000, 7224.5,9.000000,1.454
Data,1483.0, 423.22,-5.35,45.80, 12.39, 84.83, 40.59603,-105.05375,,6.000000, 7228.2,9.000000,1.454
Data,1484.0, 422.97,-5.37,45.70, 13.37, 79.22, 40.59605,-105.05360,,6.000000, 7233.3,4.000000,1.454
Data,1485.0, 422.75,-5.38,45.60, 11.89, 76.15, 40.59608,-105.05345,,6.000000, 7238.0,7.000000,1.454
Data,1486.0, 422.58,-5.39,45.50, 12.18, 78.43, 40.59610,-105.05331,,6.000000, 7241.6,9.000000,1.454
Data,1487.0, 422.36,-5.44,45.40, 12.51, 82.91, 40.59611,-105.05316,,6.000000, 7247.0,9.000000,1.454
Data,1488.0, 422.20,-5.42,45.30, 11.79, 82.02, 40.59613,-105.05302,,6.000000, 7249.8,6.000000,1.452
Data,1489.0, 421.96,-5.45,45.30, 10.76, 83.51, 40.59614,-105.05289,,6.000000, 7252.1,7.000000,1.454
Data,1490.0, 421.75,-5.47,45.20, 10.89, 88.30, 40.59614,-105.05276,,6.000000, 7255.4,9.000000,1.454
Data,1491.0, 421.48,-5.48,45.10, 11.97, 84.33, 40.59615,-105.05263,,6.000000, 7260.9,9.000000,1.454
Data,1492.0, 421.29,-5.49,45.00, 13.28, 82.22, 40.59617,-105.05247,,6.000000, 7266.5,7.000000,1.454
