Time,NodeID,PacketID,Temperature(degree C),Humidity(%),Pressure(hPa),Voltage(V),RSSI,Lat,Lon,Height(m),Distance(km),Sat,SNR,Speed(km/hr),Direction(degree),angle(degree)
2021/07/20 17:49:05.000000,2972,2,34.0,29.1,847.671875,1.5548387096774197,-67.0,0.0,0.0,0.0,13168.447369028745,0,9,0.0,0.0,0.0
2021/07/20 17:49:06.000000,2972,3,34.01,29.1,847.663906,1.5505376344086024,-67.0,0.0,0.0,0.0,13168.447369028745,0,10,0.0,0.0,0.0
2021/07/20 17:49:07.000000,2972,4,34.04,29.1,847.6650780000001,1.552688172043011,-67.0,0.0,0.0,0.0,13168.447369028745,0,10,0.0,0.0,0.0
2021/07/20 17:49:08.000000,2972,5,34.07,29.0,847.711093,1.556989247311828,-68.0,0.0,0.0,0.0,13168.447369028745,0,9,0.0,0.0,0.0
2021/07/20 17:49:09.000000,2972,6,34.09,28.7,847.702812,1.5591397849462367,-67.0,0.0,0.0,0.0,13168.447369028745,0,10,0.0,0.0,0.0
2021/07/20 17:49:10.000000,2972,7,34.11,28.5,847.677421,1.5505376344086024,-67.0,0.0,0.0,0.0,13168.447369028745,0,9,0.0,0.0,0.0
2021/07/20 17:49:11.000000,2972,8,34.13,28.3,847.655156,1.5591397849462367,-67.0,0.0,0.0,0.0,13168.447369028745,0,9,0.0,0.0,0.0
2021/07/20 17:49:12.000000,2972,9,34.13,28.1,847.664296,1.5591397849462367,-66.0,0.0,0.0,0.0,13168.447369028745,0,9,0.0,0.0,0.0
2021/07/20 17:49:13.000000,2972,10,34.14,27.9,847.654218,1.5612903225806454,-66.0,0.0,0.0,0.0,13168.447369028745,0,9,0.0,0.0,0.0
2021/07/20 17:49:14.000000,2972,11,34.14,27.8,847.689218,1.5591397849462367,-66.0,0.0,0.0,0.0,13168.447369028745,0,9,0.0,0.0,0.0
2021/07/20 17:49:15.000000,2972,12,34.15,27.7,847.651562,1.5483870967741937,-67.0,0.0,0.0,0.0,13168.447369028745,0,10,0.0,0.0,0.0
