FileFormat,CSV
Year,2021
Month,07
Day,20
Hour,18
Minute,25
Second,46
Ascending,"true"
latitude,40.590000,"units=deg"
longitude,-105.141500,"units=deg"
altitude,1571.9,"units=m"
gpsaltitude,1571.9,"units=m"
project,"PRE-CIP-2021"
agency,"CSU"
sondeid,"2972"
sondetype,"Storm Tracker"
launchsite,"Christman Field"
Fields,Time,Pressure,Temperature,RH,Speed,Direction,Latitude,Longitude,altitude,sats,gpsalt,SNR,Voltage
Data, 119.0, 810.06,27.01,39.30,  4.72,299.25, 40.59197,-105.14550,,7.000000, 1949.4,9.000000,1.581
Data, 120.0, 809.76,26.93,39.20,  5.37,304.45, 40.59200,-105.14555,,7.000000, 1952.9,9.000000,1.583
Data, 121.0, 809.68,26.91,39.30,  5.01,305.70, 40.59203,-105.14559,,7.000000, 1955.3,9.000000,1.583
Data, 122.0, 809.52,26.90,39.60,  3.97,309.13, 40.59205,-105.14563,,7.000000, 1956.1,9.000000,1.581
Data, 123.0, 809.33,26.86,39.60,  3.84,317.78, 40.59208,-105.14566,,7.000000, 1958.4,9.000000,1.581
Data, 124.0, 809.14,26.79,40.10,  4.06,334.63, 40.59212,-105.14568,,7.000000, 1959.5,10.000000,1.581
Data, 125.0, 808.95,26.77,40.40,  3.89,340.96, 40.59215,-105.14569,,7.000000, 1961.3,10.000000,1.576
Data, 126.0, 808.80,26.75,40.50,  3.89,343.73, 40.59219,-105.14570,,7.000000, 1963.3,9.000000,1.583
Data, 127.0, 808.61,26.71,40.50,  3.80,345.13, 40.59222,-105.14571,,7.000000, 1964.9,9.000000,1.578
Data, 128.0, 808.42,26.68,40.50,  3.66,347.50, 40.59225,-105.14572,,7.000000, 1966.3,9.000000,1.581
Data, 129.0, 808.28,26.64,40.40,  3.74,346.31, 40.59229,-105.14573,,7.000000, 1967.9,10.000000,1.581
Data, 130.0, 807.97,26.60,40.40,  3.89,341.60, 40.59232,-105.14574,,7.000000, 1970.0,9.000000,1.581
Data, 131.0, 807.57,26.53,40.40,  4.42,330.91, 40.59235,-105.14577,,7.000000, 1972.8,9.000000,1.583
Data, 132.0, 807.32,26.50,40.60,  4.68,323.67, 40.59238,-105.14581,,7.000000, 1976.5,9.000000,1.583
Data, 133.0, 807.07,26.47,40.80,  4.78,313.98, 40.59241,-105.14585,,7.000000, 1979.2,9.000000,1.581
Data, 134.0, 806.75,26.45,40.90,  3.36,309.18, 40.59243,-105.14589,,7.000000, 1982.0,9.000000,1.578
Data, 135.0, 806.55,26.43,41.00,  2.38,310.56, 40.59244,-105.14591,,7.000000, 1984.7,9.000000,1.581
Data, 136.0, 806.19,26.41,41.20,  1.85,329.13, 40.59246,-105.14592,,7.000000, 1986.6,10.000000,1.581
Data, 137.0, 806.03,26.38,41.40,  2.68,  1.61, 40.59248,-105.14591,,7.000000, 1988.8,9.000000,1.581
Data, 138.0, 805.82,26.38,41.50,  3.31, 14.16, 40.59250,-105.14590,,7.000000, 1990.7,9.000000,1.578
Data, 139.0, 805.59,26.34,41.60,  3.29, 15.99, 40.59253,-105.14589,,7.000000, 1992.5,10.000000,1.581
Data, 140.0, 805.35,26.32,41.10,  2.58, 13.89, 40.59255,-105.14588,,7.000000, 1994.9,9.000000,1.578
Data, 141.0, 805.02,26.30,41.20,  2.60,359.56, 40.59258,-105.14588,,7.000000, 1998.0,10.000000,1.581
Data, 142.0, 804.60,26.23,41.70,  2.84,352.76, 40.59260,-105.14589,,7.000000, 2002.3,10.000000,1.572
Data, 143.0, 804.27,26.17,42.10,  3.34,351.91, 40.59263,-105.14590,,7.000000, 2006.0,9.000000,1.581
Data, 144.0, 804.01,26.14,42.10,  3.88,353.13, 40.59266,-105.14590,,7.000000, 2009.3,9.000000,1.581
Data, 145.0, 803.75,26.12,41.80,  4.73,352.85, 40.59270,-105.14591,,7.000000, 2012.2,10.000000,1.583
Data, 146.0, 803.44,26.10,41.30,  5.32,350.78, 40.59274,-105.14592,,7.000000, 2014.9,10.000000,1.581
Data, 147.0, 803.08,26.06,41.10,  5.73,345.46, 40.59279,-105.14593,,7.000000, 2018.0,9.000000,1.583
Data, 148.0, 802.81,26.05,41.20,  5.30,342.17, 40.59284,-105.14596,,7.000000, 2021.4,9.000000,1.581
Data, 150.0, 802.60,26.03,41.50,  4.84,341.21, 40.59288,-105.14598,,7.000000, 2024.2,9.000000,1.581
Data, 150.0, 802.36,26.03,41.50,  4.51,345.15, 40.59292,-105.14599,,7.000000, 2026.5,9.000000,1.581
Data, 151.0, 801.97,25.99,41.20,  4.59,352.29, 40.59296,-105.14599,,7.000000, 2029.9,9.000000,1.578
Data, 152.0, 801.70,25.96,40.90,  4.13,354.82, 40.59300,-105.14599,,7.000000, 2033.7,9.000000,1.581
Data, 153.0, 801.39,25.96,40.70,  4.23,354.27, 40.59304,-105.14600,,7.000000, 2037.3,9.000000,1.576
Data, 154.0, 800.99,25.89,40.50,  4.95,347.34, 40.59308,-105.14601,,7.000000, 2041.0,10.000000,1.581
Data, 155.0, 800.77,25.90,40.10,  5.94,339.99, 40.59312,-105.14604,,7.000000, 2044.3,9.000000,1.576
Data, 156.0, 800.48,25.90,39.80,  6.39,335.64, 40.59317,-105.14607,,7.000000, 2047.3,9.000000,1.581
Data, 157.0, 800.27,25.89,39.80,  6.15,334.87, 40.59322,-105.14610,,7.000000, 2049.9,10.000000,1.581
Data, 158.0, 799.98,25.90,39.70,  6.12,335.06, 40.59327,-105.14613,,7.000000, 2053.0,9.000000,1.581
Data, 159.0, 799.69,25.88,39.80,  6.24,336.13, 40.59333,-105.14616,,7.000000, 2056.2,9.000000,1.578
Data, 160.0, 799.38,25.89,39.80,  6.68,335.84, 40.59338,-105.14619,,7.000000, 2058.9,9.000000,1.572
Data, 161.0, 799.07,25.90,39.80,  7.15,335.13, 40.59344,-105.14623,,7.000000, 2062.3,9.000000,1.581
Data, 162.0, 798.90,25.91,39.70,  7.28,333.62, 40.59350,-105.14626,,7.000000, 2065.2,10.000000,1.572
Data, 163.0, 798.67,25.91,39.60,  7.03,331.97, 40.59355,-105.14631,,7.000000, 2068.3,9.000000,1.576
Data, 164.0, 798.45,25.91,39.70,  6.42,330.99, 40.59360,-105.14634,,7.000000, 2070.9,9.000000,1.581
Data, 165.0, 798.11,25.91,40.00,  5.47,331.05, 40.59365,-105.14638,,7.000000, 2074.0,9.000000,1.576
Data, 166.0, 797.58,25.87,40.20,  4.79,330.12, 40.59369,-105.14641,,7.000000, 2078.2,10.000000,1.581
Data, 167.0, 797.00,25.82,40.30,  4.69,328.80, 40.59373,-105.14644,,7.000000, 2083.0,9.000000,1.576
Data, 168.0, 796.62,25.76,40.40,  5.36,326.79, 40.59377,-105.14647,,7.000000, 2088.1,9.000000,1.581
Data, 169.0, 796.27,25.72,40.40,  6.49,326.96, 40.59381,-105.14651,,7.000000, 2094.0,10.000000,1.576
Data, 170.0, 795.86,25.71,39.90,  7.94,334.04, 40.59387,-105.14655,,7.000000, 2101.5,9.000000,1.578
Data, 171.0, 795.52,25.71,39.20,  8.69,337.43, 40.59394,-105.14660,,7.000000, 2109.9,9.000000,1.576
Data, 172.0, 795.15,25.68,38.50,  8.90,336.66, 40.59401,-105.14665,,7.000000, 2123.8,9.000000,1.581
Data, 173.0, 794.65,25.64,37.50,  8.40,332.48, 40.59408,-105.14670,,7.000000, 2133.3,9.000000,1.578
Data, 174.0, 794.39,25.60,38.30,  7.23,330.28, 40.59414,-105.14675,,7.000000, 2143.7,9.000000,1.578
Data, 175.0, 794.09,25.60,38.40,  6.42,325.88, 40.59419,-105.14679,,7.000000, 2152.8,9.000000,1.578
Data, 176.0, 793.70,25.56,38.50,  5.42,323.04, 40.59423,-105.14684,,7.000000, 2160.7,9.000000,1.578
Data, 177.0, 793.33,25.57,38.60,  4.49,319.00, 40.59426,-105.14688,,7.000000, 2165.9,9.000000,1.578
Data, 178.0, 792.97,25.59,37.80,  4.04,322.33, 40.59429,-105.14691,,7.000000, 2169.3,9.000000,1.578
Data, 179.0, 792.57,25.58,37.10,  4.33,336.54, 40.59432,-105.14692,,7.000000, 2169.0,9.000000,1.578
Data, 180.0, 792.32,25.57,36.70,  6.12,351.13, 40.59437,-105.14693,,7.000000, 2169.0,9.000000,1.578
Data, 181.0, 791.99,25.59,36.30,  7.59,  1.02, 40.59444,-105.14692,,7.000000, 2172.1,9.000000,1.578
Data, 182.0, 791.81,25.60,36.20,  8.42,356.35, 40.59451,-105.14693,,7.000000, 2174.4,10.000000,1.578
Data, 183.0, 791.70,25.61,36.20,  8.67,348.83, 40.59459,-105.14694,,7.000000, 2176.4,9.000000,1.578
Data, 184.0, 791.47,25.63,36.30,  8.69,340.70, 40.59466,-105.14697,,7.000000, 2178.6,9.000000,1.578
Data, 185.0, 791.14,25.67,36.30,  8.20,331.27, 40.59473,-105.14701,,7.000000, 2182.3,9.000000,1.578
Data, 186.0, 790.91,25.66,36.00,  7.21,328.23, 40.59479,-105.14706,,7.000000, 2186.3,9.000000,1.578
Data, 187.0, 790.50,25.65,35.70,  6.38,331.56, 40.59484,-105.14709,,7.000000, 2190.3,10.000000,1.578
Data, 188.0, 790.07,25.66,35.50,  6.19,339.73, 40.59490,-105.14711,,7.000000, 2191.7,9.000000,1.576
Data, 189.0, 789.79,25.68,35.50,  6.50,350.24, 40.59495,-105.14712,,7.000000, 2192.7,9.000000,1.578
Data, 190.0, 789.43,25.69,35.60,  7.51,  2.56, 40.59502,-105.14712,,7.000000, 2195.5,9.000000,1.576
Data, 191.0, 789.03,25.66,35.90,  8.41,357.60, 40.59509,-105.14711,,7.000000, 2198.4,9.000000,1.578
Data, 192.0, 788.83,25.67,36.10,  8.53,352.74, 40.59516,-105.14712,,7.000000, 2201.5,9.000000,1.578
Data, 194.0, 788.54,25.60,36.20,  8.19,343.94, 40.59524,-105.14714,,7.000000, 2204.1,9.000000,1.578
Data, 194.0, 788.22,25.63,36.20,  7.65,334.68, 40.59530,-105.14718,,7.000000, 2206.6,9.000000,1.578
Data, 195.0, 788.00,25.61,36.40,  7.08,332.88, 40.59536,-105.14722,,7.000000, 2209.3,9.000000,1.578
Data, 196.0, 787.66,25.61,36.40,  6.80,333.76, 40.59542,-105.14725,,7.000000, 2211.6,9.000000,1.578
Data, 197.0, 787.42,25.57,36.50,  6.96,337.56, 40.59548,-105.14728,,7.000000, 2214.4,9.000000,1.578
Data, 198.0, 787.04,25.55,36.10,  7.48,350.09, 40.59554,-105.14730,,7.000000, 2218.3,9.000000,1.576
Data, 199.0, 786.75,25.54,35.60,  8.01,358.82, 40.59561,-105.14731,,7.000000, 2221.3,9.000000,1.574
Data, 200.0, 786.33,25.52,35.70,  8.70,  0.83, 40.59568,-105.14731,,7.000000, 2223.9,9.000000,1.576
Data, 201.0, 785.95,25.49,35.70,  8.84,354.61, 40.59576,-105.14731,,7.000000, 2227.4,10.000000,1.576
Data, 202.0, 785.69,25.46,36.30,  8.73,347.94, 40.59584,-105.14732,,7.000000, 2230.1,9.000000,1.578
Data, 203.0, 785.32,25.42,36.80,  8.34,339.89, 40.59592,-105.14735,,7.000000, 2231.7,9.000000,1.578
Data, 204.0, 785.00,25.37,37.20,  7.53,337.41, 40.59598,-105.14738,,7.000000, 2233.7,9.000000,1.578
Data, 205.0, 784.67,25.34,37.50,  6.73,338.40, 40.59604,-105.14741,,7.000000, 2236.7,9.000000,1.578
Data, 206.0, 784.34,25.29,37.40,  6.52,344.16, 40.59610,-105.14743,,7.000000, 2240.2,10.000000,1.574
Data, 207.0, 783.95,25.24,37.20,  6.96,355.96, 40.59616,-105.14744,,7.000000, 2242.0,9.000000,1.576
Data, 208.0, 783.51,25.20,37.20,  7.87,357.55, 40.59623,-105.14744,,7.000000, 2246.6,9.000000,1.574
Data, 209.0, 783.22,25.20,37.30,  8.34,355.75, 40.59630,-105.14745,,7.000000, 2249.8,9.000000,1.576
Data, 210.0, 782.78,25.12,37.20,  8.00,355.77, 40.59638,-105.14745,,7.000000, 2252.2,9.000000,1.574
Data, 211.0, 782.22,25.05,37.20,  7.14,354.66, 40.59644,-105.14746,,7.000000, 2257.3,10.000000,1.576
