Time,NodeID,PacketID,Temperature(degree C),Humidity(%),Pressure(hPa),Voltage(V),RSSI,Lat,Lon,Height(m),Distance(km),Sat,SNR,Speed(km/hr),Direction(degree),angle(degree)
2021/07/21 17:19:03.000000,2970,31,25.17,60.9,846.8489059999999,1.567741935483871,-62.0,40.58997,-105.1417,1552.55,11283.413500011739,4,9,0.08,113.7,0.007883657008720202
2021/07/21 17:19:04.000000,2970,32,25.19,60.9,846.8296869999999,1.567741935483871,-62.0,40.58997,-105.1417,1552.51,11283.413500011739,4,9,0.73,113.7,0.007883453893666664
2021/07/21 17:19:05.000000,2970,33,25.2,61.1,846.851718,1.5720430107526884,-59.0,40.58997,-105.1417,1552.53,11283.413500011739,4,9,0.42,113.7,0.007883555451193432
2021/07/21 17:19:06.000000,2970,34,25.21,61.3,846.815781,1.5763440860215057,-62.0,40.58997,-105.1417,1552.67,11283.413500011739,4,10,0.22,113.7,0.007884266353880811
2021/07/21 17:19:07.000000,2970,35,25.2,61.2,846.809375,1.5655913978494627,-61.0,40.58997,-105.1417,1552.77,11283.413500011739,4,9,0.83,113.7,0.007884774141514651
2021/07/21 17:19:08.000000,2970,36,25.21,61.1,846.822578,1.5655913978494627,-61.0,40.58997,-105.1417,1552.8,11283.413500011739,4,9,0.73,113.7,0.007884926477804805
2021/07/21 17:19:09.000000,2970,37,25.2,61.0,846.796875,1.574193548387097,-63.0,40.58997,-105.1417,1552.75,11283.413500011739,4,9,0.95,113.7,0.007884672583987883
2021/07/21 17:19:10.000000,2970,38,25.21,60.9,846.788359,1.574193548387097,-58.0,40.58997,-105.1417,1552.81,11283.413500011739,4,10,1.74,113.7,0.007884977256568185
2021/07/21 17:19:11.000000,2970,39,25.21,60.8,846.838828,1.563440860215054,-63.0,40.58997,-105.1417,1552.74,11283.413500011739,4,9,0.41,113.7,0.0078846218052245
2021/07/21 17:19:12.000000,2970,40,25.21,60.6,846.8083590000001,1.563440860215054,-59.0,40.58997,-105.1417,1552.54,11283.413500011739,4,10,0.57,113.7,0.007883606229956817
2021/07/21 17:19:13.000000,2970,41,25.22,60.5,846.798281,1.5612903225806454,-56.0,40.58997,-105.1417,1552.61,11283.413500011739,4,9,0.45,113.7,0.007883961681300506
2021/07/21 17:19:14.000000,2970,42,25.23,60.4,846.821093,1.5698924731182797,-62.0,40.58997,-105.1417,1552.51,11283.413500011739,4,9,0.68,113.7,0.007883453893666664
2021/07/21 17:19:15.000000,2970,43,25.23,60.3,846.82,1.5698924731182797,-64.0,40.58997,-105.1417,1552.42,11283.413500011739,4,9,0.5,113.7,0.007882996884796207
2021/07/21 17:19:16.000000,2970,44,25.23,60.2,846.8260150000001,1.5698924731182797,-61.0,40.58998,-105.14171,1552.18,11283.412107649045,4,9,0.83,113.7,0.007881779167079158
2021/07/21 17:19:17.000000,2970,45,25.23,60.2,846.825625,1.567741935483871,-61.0,40.58998,-105.14171,1552.26,11283.412107649045,4,9,0.11,113.7,0.007882185397236362
2021/07/21 17:19:18.000000,2970,46,25.24,60.2,846.8410150000001,1.567741935483871,-63.0,40.58998,-105.14171,1552.24,11283.412107649045,4,9,0.38,113.7,0.007882083839697062
2021/07/21 17:19:19.000000,2970,47,25.24,60.3,846.80875,1.567741935483871,-67.0,40.58998,-105.14171,1552.12,11283.412107649045,4,9,1.06,113.7,0.007881474494461253
2021/07/21 17:19:20.000000,2970,48,25.24,60.4,846.8329679999999,1.556989247311828,-70.0,40.58998,-105.14171,1552.1,11283.412107649045,4,10,0.48,113.7,0.007881372936921949
2021/07/21 17:19:21.000000,2970,49,25.23,60.7,846.846562,1.5548387096774197,-67.0,40.58998,-105.1417,1552.15,11283.412676114966,4,9,1.13,113.7,0.007881626433688548
2021/07/21 17:19:22.000000,2970,50,25.24,60.8,846.851875,1.5655913978494627,-64.0,40.58998,-105.1417,1552.27,11283.412676114966,4,9,0.66,113.7,0.007882235778893657
2021/07/21 17:19:23.000000,2970,51,25.25,61.0,846.847656,1.5655913978494627,-65.0,40.58997,-105.1417,1552.4,11283.413500011739,4,9,0.86,113.7,0.007882895327269438
2021/07/21 17:19:24.000000,2970,52,25.26,61.1,846.850156,1.5548387096774197,-62.0,40.58998,-105.1417,1552.32,11283.412676114966,4,9,0.24,113.7,0.00788248967272912
2021/07/21 17:19:25.000000,2970,53,25.25,61.1,846.861718,1.5505376344086024,-62.0,40.58998,-105.1417,1552.07,11283.412676114966,4,9,1.13,113.7,0.007881220203551809
2021/07/21 17:19:26.000000,2970,54,25.27,61.2,846.8489840000001,1.5612903225806454,-65.0,40.58998,-105.1417,1552.18,11283.412676114966,4,10,1.02,113.7,0.007881778769989826
2021/07/21 17:19:27.000000,2970,55,25.26,61.2,846.834609,1.552688172043011,-63.0,40.58998,-105.1417,1552.43,11283.412676114966,4,9,0.73,113.7,0.007883048239167134
2021/07/21 17:19:28.000000,2970,56,25.27,61.1,846.824375,1.552688172043011,-65.0,40.58998,-105.1417,1552.56,11283.412676114966,4,10,1.03,113.7,0.007883708363139329
2021/07/21 17:19:29.000000,2970,57,25.28,61.1,846.846484,1.5591397849462367,-63.0,40.58998,-105.1417,1552.71,11283.412676114966,4,9,0.8,113.7,0.007884470044645708
2021/07/21 17:19:30.000000,2970,58,25.29,61.2,846.8067179999999,1.5612903225806454,-63.0,40.58998,-105.1417,1552.81,11283.412676114966,4,9,0.72,113.7,0.007884977832316625
2021/07/21 17:19:31.000000,2970,59,25.28,61.2,846.8275,1.5591397849462367,-66.0,40.58998,-105.1417,1552.97,11283.412676114966,4,9,0.1,113.7,0.007885790292590091
2021/07/21 17:19:32.000000,2970,60,25.28,61.2,846.842187,1.5591397849462367,-63.0,40.58998,-105.1417,1553.06,11283.412676114966,4,9,1.53,113.7,0.007886247301493914
2021/07/21 17:19:33.000000,2970,61,25.3,61.2,846.874375,1.5548387096774197,-67.0,40.58998,-105.1417,1553.29,11283.412676114966,4,10,1.01,113.7,0.007887415213137012
2021/07/21 17:19:34.000000,2970,62,25.29,61.2,846.841406,1.546236559139785,-67.0,40.58998,-105.14171,1553.38,11283.412107649045,4,9,1.51,113.7,0.007887872619437153
2021/07/21 17:19:35.000000,2970,63,25.3,61.3,846.84,1.556989247311828,-65.0,40.58998,-105.14171,1553.36,11283.412107649045,4,9,0.98,113.7,0.007887771061897855
2021/07/21 17:19:36.000000,2970,64,25.31,61.3,846.8565619999999,1.556989247311828,-65.0,40.58998,-105.14171,1553.35,11283.412107649045,4,9,1.7,113.7,0.007887720283128204
2021/07/21 17:19:37.000000,2970,65,25.32,61.4,846.8375,1.5440860215053767,-63.0,40.58998,-105.14171,1553.15,11283.412107649045,4,9,0.42,113.7,0.007886704707735219
2021/07/21 17:19:38.000000,2970,66,25.32,61.7,846.851171,1.541935483870968,-62.0,40.58999,-105.14171,1552.86,11283.411283752353,4,10,2.72,113.3,0.00788523269918244
2021/07/21 17:19:39.000000,2970,67,25.31,62.0,846.823281,1.552688172043011,-65.0,40.58999,-105.14171,1552.71,11283.411283752353,4,9,2.22,114.33,0.007884471017582073
2021/07/21 17:19:40.000000,2970,68,25.32,62.2,846.840625,1.552688172043011,-63.0,40.58998,-105.14171,1552.81,11283.412107649045,4,9,0.87,114.33,0.007884978229567127
2021/07/21 17:19:41.000000,2970,69,25.32,62.3,846.862656,1.541935483870968,-63.0,40.58998,-105.14171,1552.89,11283.412107649045,4,10,1.01,114.33,0.007885384459724329
2021/07/21 17:19:42.000000,2970,70,25.34,62.4,846.850312,1.5397849462365594,-67.0,40.58999,-105.14171,1552.85,11283.411283752353,4,10,2.01,115.02,0.007885181920409082
2021/07/21 17:19:43.000000,2970,71,25.35,62.4,846.822031,1.5397849462365594,-65.0,40.58999,-105.14171,1553.02,11283.411283752353,4,9,1.57,115.02,0.00788604515955616
2021/07/21 17:19:44.000000,2970,72,25.35,62.3,846.833828,1.5397849462365594,-71.0,40.58999,-105.14171,1553.13,11283.411283752353,4,9,0.96,115.02,0.007886603726063092
2021/07/21 17:19:45.000000,2970,73,25.36,62.3,846.825859,1.5505376344086024,-68.0,40.58999,-105.14171,1553.16,11283.411283752353,4,9,2.09,207.33,0.007886756062383165
2021/07/21 17:19:46.000000,2970,74,25.37,62.2,846.837187,1.5483870967741937,-66.0,40.58999,-105.14171,1553.01,11283.411283752353,4,9,0.5,207.33,0.007885994380782803
2021/07/21 17:19:47.000000,2970,75,25.39,62.2,846.841093,1.5440860215053767,-65.0,40.58999,-105.14171,1552.94,11283.411283752353,4,9,1.01,207.33,0.007885638929369302
2021/07/21 17:19:48.000000,2970,76,25.38,62.4,846.8669530000001,1.546236559139785,-67.0,40.58999,-105.14171,1553.02,11283.411283752353,4,10,0.33,207.33,0.00788604515955616
2021/07/21 17:19:49.000000,2970,77,25.39,62.5,846.824531,1.546236559139785,-62.0,40.58999,-105.14171,1553.17,11283.411283752353,4,9,1.79,207.33,0.00788680684115652
2021/07/21 17:19:50.000000,2970,78,25.41,62.6,846.823281,1.535483870967742,-61.0,40.58999,-105.14171,1553.29,11283.411283752353,4,10,1.32,207.33,0.007887416186436806
2021/07/21 17:19:51.000000,2970,79,25.41,62.7,846.838125,1.531182795698925,-61.0,40.58999,-105.1417,1552.91,11283.41185221817,4,9,5.38,127.04,0.007885486195773157
2021/07/21 17:19:52.000000,2970,80,25.41,62.8,846.85375,1.5440860215053767,-68.0,40.58998,-105.14167,1552.53,11283.41438151222,4,10,5.68,121.61,0.007883554835302035
2021/07/21 17:19:53.000000,2970,81,25.43,62.7,846.820312,1.5440860215053767,-67.0,40.58998,-105.14167,1552.54,11283.41438151222,4,10,0.9,121.61,0.007883605614061455
2021/07/21 17:19:54.000000,2970,82,25.44,62.7,846.8666400000001,1.5333333333333337,-71.0,40.58997,-105.14166,1552.36,11283.415773874982,4,9,3.27,119.49,0.00788269062367532
2021/07/21 17:19:55.000000,2970,83,25.44,62.6,846.878906,1.531182795698925,-73.0,40.58998,-105.14166,1552.45,11283.414949977807,4,9,4.79,119.45,0.007883148208068687
2021/07/21 17:19:56.000000,2970,84,25.44,62.6,846.883984,1.5397849462365594,-62.0,40.58998,-105.14167,1552.5,11283.41438151222,4,9,2.68,119.48,0.007883402499023785
2021/07/21 17:19:57.000000,2970,85,25.48,62.4,846.870937,1.5397849462365594,-66.0,40.58998,-105.14168,1552.78,11283.413813046553,4,9,3.46,236.28,0.007884824701529994
2021/07/21 17:19:58.000000,2970,86,25.48,62.3,846.901015,1.531182795698925,-64.0,40.58999,-105.14169,1552.85,11283.412420683908,4,9,2.97,259.83,0.007885181125887736
2021/07/21 17:19:59.000000,2970,87,25.49,62.4,846.9184369999999,1.531182795698925,-64.0,40.58999,-105.14171,1552.88,11283.411283752353,4,10,1.38,259.83,0.007885334256729156
2021/07/21 17:20:00.000000,2970,88,25.5,62.5,846.918671,1.531182795698925,-61.0,40.58999,-105.1417,1552.78,11283.41185221817,4,9,1.26,259.83,0.007884826071752764
2021/07/21 17:20:01.000000,2970,89,25.5,62.6,846.931406,1.5376344086021507,-57.0,40.59,-105.14171,1552.76,11283.410459855644,4,9,0.84,259.83,0.007884725487178945
2021/07/21 17:20:02.000000,2970,90,25.53,62.7,846.920312,1.5397849462365594,-56.0,40.59,-105.14172,1553.16,11283.40989138984,4,10,3.99,283.73,0.007886757035601676
2021/07/21 17:20:03.000000,2970,91,25.53,62.7,846.909218,1.535483870967742,-58.0,40.59,-105.14172,1553.23,11283.40989138984,4,9,2.23,287.13,0.007887112487059037
2021/07/21 17:20:04.000000,2970,92,25.54,62.8,846.897343,1.535483870967742,-55.0,40.59,-105.14171,1553.02,11283.410459855644,4,9,1.28,287.13,0.007886045735382645
2021/07/21 17:20:05.000000,2970,93,25.55,62.9,846.90664,1.531182795698925,-63.0,40.59,-105.14171,1552.98,11283.410459855644,4,9,0.23,287.13,0.007885842620274384
2021/07/21 17:20:06.000000,2970,94,25.57,63.0,846.8954679999999,1.5333333333333337,-64.0,40.59,-105.1417,1552.89,11283.411028321365,4,9,0.68,287.13,0.007885385214009853
2021/07/21 17:20:07.000000,2970,95,25.57,63.0,846.8869530000001,1.520430107526882,-61.0,40.58999,-105.14169,1552.79,11283.412420683908,4,9,0.03,287.13,0.00788487645327829
2021/07/21 17:20:08.000000,2970,96,25.58,63.3,846.880468,1.524731182795699,-64.0,40.58999,-105.14168,1552.74,11283.412989149561,4,9,4.0,158.76,0.007884622162204698
2021/07/21 17:20:09.000000,2970,97,25.59,63.4,846.881328,1.5333333333333337,-62.0,40.58999,-105.14167,1552.71,11283.41355761513,4,10,3.2,142.08,0.007884469428683039
2021/07/21 17:20:10.000000,2970,98,25.61,63.5,846.858281,1.5333333333333337,-62.0,40.58998,-105.14166,1552.72,11283.414949977807,4,9,1.43,142.08,0.007884519234503878
2021/07/21 17:20:11.000000,2970,99,25.63,63.3,846.8675780000001,1.5225806451612907,-63.0,40.58999,-105.14167,1552.62,11283.41355761513,4,9,0.15,142.08,0.007884012419814915
2021/07/21 17:20:12.000000,2970,100,25.65,63.1,846.869453,1.531182795698925,-65.0,40.58999,-105.14168,1552.6,11283.412989149561,4,9,2.22,134.14,0.007883911259485133
2021/07/21 17:20:13.000000,2970,101,25.67,62.8,846.8533590000001,1.5290322580645164,-64.0,40.59,-105.1417,1552.83,11283.411028321365,4,10,0.74,134.14,0.00788508054136281
2021/07/21 17:20:14.000000,2970,102,25.68,62.5,846.843906,1.5290322580645164,-63.0,40.59,-105.14169,1552.88,11283.411596787,4,9,1.45,134.14,0.007885334037967059
2021/07/21 17:20:15.000000,2970,103,25.7,62.2,846.882812,1.5182795698924734,-63.0,40.59,-105.14169,1552.85,11283.411596787,4,9,0.97,134.14,0.007885181701651211
2021/07/21 17:20:16.000000,2970,104,25.71,62.1,846.8565619999999,1.5161290322580647,-65.0,40.59,-105.14171,1552.99,11283.410459855644,4,10,1.57,134.14,0.007885893399051451
2021/07/21 17:20:17.000000,2970,105,25.72,62.1,846.8665619999999,1.5182795698924734,-67.0,40.59001,-105.14172,1553.14,11283.40906749321,4,9,1.56,134.14,0.007886656053913492
2021/07/21 17:20:18.000000,2970,106,25.73,62.1,846.850781,1.5290322580645164,-65.0,40.59001,-105.14172,1553.28,11283.40906749321,4,10,2.04,134.14,0.007887366956880127
2021/07/21 17:20:19.000000,2970,107,25.76,62.1,846.886562,1.5290322580645164,-61.0,40.59001,-105.14173,1553.42,11283.408499027424,4,9,2.13,209.69,0.007888078257253477
2021/07/21 17:20:20.000000,2970,108,25.76,61.9,846.841562,1.5268817204301077,-61.0,40.59002,-105.14174,1553.56,11283.407106665109,4,10,1.71,209.69,0.007888790133725416
2021/07/21 17:20:21.000000,2970,109,25.78,61.6,846.893359,1.524731182795699,-60.0,40.59002,-105.14175,1553.72,11283.406538199253,4,9,1.7,209.69,0.007889602991883543
2021/07/21 17:20:22.000000,2970,110,25.79,61.4,846.854687,1.524731182795699,-61.0,40.59002,-105.14174,1553.95,11283.407106665109,4,9,1.23,209.69,0.00789077050661945
2021/07/21 17:20:23.000000,2970,111,25.79,61.4,846.8719530000001,1.524731182795699,-61.0,40.59003,-105.14177,1554.62,11283.404577371131,4,10,5.27,283.08,0.0078941744552557
2021/07/21 17:20:24.000000,2970,112,25.81,61.4,846.865156,1.513978494623656,-62.0,40.59003,-105.14177,1554.81,11283.404577371131,4,10,2.63,285.99,0.007895139252522887
2021/07/21 17:20:25.000000,2970,113,25.83,61.3,846.834609,1.513978494623656,-63.0,40.59004,-105.14178,1554.98,11283.403185009045,4,10,0.28,285.99,0.007896003466542787
2021/07/21 17:20:26.000000,2970,114,25.84,61.1,846.879531,1.5225806451612907,-66.0,40.59004,-105.14179,1555.28,11283.402616543059,4,9,0.38,285.99,0.007897527228719947
2021/07/21 17:20:27.000000,2970,115,25.85,61.1,846.873125,1.524731182795699,-65.0,40.59004,-105.14179,1555.4,11283.402616543059,4,10,2.96,292.51,0.007898136574468265
2021/07/21 17:20:28.000000,2970,116,25.87,61.1,846.86625,1.513978494623656,-63.0,40.59004,-105.14178,1555.49,11283.403185009045,4,9,0.91,292.51,0.007898593185842667
2021/07/21 17:20:29.000000,2970,117,25.88,61.0,846.88914,1.5118279569892472,-63.0,40.59004,-105.14179,1555.45,11283.402616543059,4,9,1.88,292.51,0.007898390468530062
2021/07/21 17:20:30.000000,2970,118,25.88,61.0,846.871406,1.520430107526882,-61.0,40.59004,-105.14179,1555.38,11283.402616543059,4,10,1.1,292.51,0.007898035016843547
2021/07/21 17:20:31.000000,2970,119,25.89,60.9,846.874687,1.520430107526882,-67.0,40.59004,-105.14178,1555.36,11283.403185009045,4,9,0.83,292.51,0.007897933061315249
2021/07/21 17:20:32.000000,2970,120,25.91,60.9,846.8745309999999,1.5096774193548388,-66.0,40.59004,-105.14178,1555.37,11283.403185009045,4,9,0.52,292.51,0.00789798384012505
2021/07/21 17:20:33.000000,2970,121,25.91,60.9,846.847812,1.5118279569892472,-66.0,40.59003,-105.14177,1555.29,11283.404577371131,4,9,2.35,224.16,0.0078975766350926
2021/07/21 17:20:34.000000,2970,122,25.94,60.9,846.8619530000001,1.520430107526882,-68.0,40.59003,-105.14177,1555.18,11283.404577371131,4,9,1.39,224.16,0.00789701806825371
2021/07/21 17:20:35.000000,2970,123,25.94,60.8,846.869921,1.5096774193548388,-68.0,40.59003,-105.14175,1555.13,11283.40571430289,4,9,0.43,224.16,0.007896763378547028
2021/07/21 17:20:36.000000,2970,124,25.96,60.7,846.87375,1.5096774193548388,-66.0,40.59003,-105.14175,1555.12,11283.40571430289,4,10,1.24,224.16,0.007896712599748607
2021/07/21 17:20:37.000000,2970,125,25.96,60.5,846.891093,1.5096774193548388,-61.0,40.59003,-105.14175,1554.96,11283.40571430289,4,9,0.64,224.16,0.007895900138973901
2021/07/21 17:20:38.000000,2970,126,25.98,60.2,846.89414,1.5182795698924734,-65.0,40.59003,-105.14175,1554.86,11283.40571430289,4,10,0.92,224.16,0.007895392350989707
2021/07/21 17:20:39.000000,2970,127,25.98,60.1,846.8725,1.5182795698924734,-64.0,40.59003,-105.14175,1554.75,11283.40571430289,4,10,0.6,224.16,0.007894833784207092
2021/07/21 17:20:40.000000,2970,128,26.0,60.1,846.846875,1.5182795698924734,-63.0,40.59003,-105.14175,1554.73,11283.40571430289,4,10,1.32,224.16,0.007894732226610255
2021/07/21 17:20:41.000000,2970,129,26.01,60.2,846.890937,1.5161290322580647,-64.0,40.59003,-105.14175,1554.74,11283.40571430289,4,10,0.13,224.16,0.007894783005408674
2021/07/21 17:20:42.000000,2970,130,26.01,60.2,846.880781,1.5161290322580647,-66.0,40.59003,-105.14175,1554.72,11283.40571430289,4,9,0.82,224.16,0.007894681447811835
2021/07/21 17:20:43.000000,2970,131,26.02,60.3,846.875937,1.5161290322580647,-66.0,40.59002,-105.14174,1554.94,11283.407106665109,4,9,0.36,224.16,0.007895797607042681
2021/07/21 17:20:44.000000,2970,132,26.03,60.3,846.870937,1.5118279569892472,-64.0,40.59002,-105.14174,1555.41,11283.407106665109,4,10,1.38,224.16,0.00789818421027387
2021/07/21 17:20:45.000000,2970,133,26.04,60.4,846.890781,1.5053763440860215,-62.0,40.59002,-105.14174,1555.79,11283.407106665109,4,10,0.3,224.16,0.007900113804375662
2021/07/21 17:20:46.000000,2970,134,26.06,60.7,846.896562,1.5053763440860215,-66.0,40.59003,-105.14175,1555.91,11283.40571430289,4,9,0.94,224.16,0.007900724124823679
2021/07/21 17:20:47.000000,2970,135,26.08,61.4,846.88125,1.5161290322580647,-65.0,40.59003,-105.14175,1556.12,11283.40571430289,4,10,0.33,224.16,0.007901790479590455
2021/07/21 17:20:48.000000,2970,136,26.09,61.7,846.87125,1.513978494623656,-66.0,40.59002,-105.14174,1556.25,11283.407106665109,4,9,1.2,224.16,0.00790244962881465
2021/07/21 17:20:49.000000,2970,137,26.1,62.0,846.8485929999999,1.5053763440860215,-66.0,40.59003,-105.14175,1556.24,11283.40571430289,4,10,1.14,224.16,0.007902399825171467
2021/07/21 17:20:50.000000,2970,138,26.12,62.3,846.89125,1.5053763440860215,-64.0,40.59003,-105.14175,1556.16,11283.40571430289,4,10,0.28,224.16,0.007901993594784126
2021/07/21 17:20:51.000000,2970,139,26.13,62.5,846.882656,1.5053763440860215,-66.0,40.59003,-105.14174,1556.19,11283.406282768647,4,9,0.48,224.16,0.007902145533063848
2021/07/21 17:20:52.000000,2970,140,26.15,62.9,846.879531,1.5053763440860215,-67.0,40.59002,-105.14174,1556.4,11283.407106665109,4,9,0.87,224.16,0.007903211310696923
2021/07/21 17:20:53.000000,2970,141,26.16,63.1,846.882343,1.513978494623656,-65.0,40.59002,-105.14174,1556.57,11283.407106665109,4,9,0.64,224.16,0.007904074550163495
2021/07/21 17:20:54.000000,2970,142,26.18,62.8,846.858437,1.5118279569892472,-65.0,40.59002,-105.14174,1556.56,11283.407106665109,4,9,0.34,224.16,0.007904023771371345
2021/07/21 17:20:55.000000,2970,143,26.19,62.4,846.880781,1.5118279569892472,-65.0,40.59002,-105.14173,1556.73,11283.40767513088,4,9,1.0,224.16,0.007904886612584322
2021/07/21 17:20:56.000000,2970,144,26.2,61.9,846.894062,1.513978494623656,-65.0,40.59002,-105.14173,1556.96,11283.40767513088,4,9,0.18,224.16,0.007906054524744952
2021/07/21 17:20:57.000000,2970,145,26.24,61.6,846.885468,1.5118279569892472,-62.0,40.59002,-105.14173,1557.28,11283.40767513088,4,9,0.34,224.16,0.007907679446011905
2021/07/21 17:20:58.000000,2970,146,26.25,61.3,846.872812,1.5118279569892472,-67.0,40.59002,-105.14173,1557.27,11283.40767513088,4,9,0.07,224.16,0.007907628667222312
2021/07/21 17:20:59.000000,2970,147,26.26,61.2,846.8633590000001,1.5096774193548388,-66.0,40.59002,-105.14172,1557.46,11283.408243596567,4,9,0.65,224.16,0.007908593065784314
