FileFormat,CSV
Data,835.0,561.95,7.59,40.50,9.46,155.91,40.57406,-105.11052,5094.6,5019.3,-4.97,-3.86,8.64,3.99
Data,836.0,561.67,7.56,40.62,9.49,156.26,40.57398,-105.11047,5098.6,5023.0,-4.95,-3.82,8.69,4.08
Data,837.0,561.39,7.54,40.73,9.52,156.61,40.57388,-105.11042,5102.8,5027.0,-4.94,-3.78,8.74,4.15
Data,838.0,561.10,7.52,40.79,9.55,156.95,40.57380,-105.11039,5107.0,5031.2,-4.94,-3.74,8.79,4.18
Data,839.0,560.82,7.49,40.79,9.58,157.28,40.57374,-105.11035,5111.2,5035.8,-4.96,-3.70,8.83,4.16
Data,840.0,560.53,7.47,40.72,9.60,157.60,40.57365,-105.11027,5115.3,5040.3,-5.01,-3.66,8.87,4.13
Data,841.0,560.26,7.44,40.69,9.61,157.90,40.57355,-105.11024,5119.4,5044.4,-5.05,-3.62,8.90,4.10
Data,842.0,559.98,7.41,40.74,9.62,158.19,40.57347,-105.11022,5123.5,5049.3,-5.05,-3.57,8.93,4.07
Data,843.0,559.70,7.38,40.85,9.63,158.46,40.57340,-105.11015,5127.5,5053.2,-5.05,-3.53,8.95,4.05
Data,844.0,559.43,7.35,40.92,9.63,158.72,40.57332,-105.11007,5131.6,5057.7,-5.05,-3.49,8.97,4.04
Data,845.0,559.16,7.32,40.93,9.63,158.94,40.57323,-105.11005,5135.6,5061.3,-5.07,-3.46,8.99,4.01
Data,846.0,558.88,7.30,40.94,9.64,159.10,40.57316,-105.11003,5139.6,5065.6,-5.10,-3.44,9.01,3.97
Data,847.0,558.61,7.27,41.00,,,40.57307,-105.10994,5143.6,5069.7,-5.10,,,3.91
Data,848.0,558.35,7.24,41.07,9.67,159.19,40.57298,-105.10988,5147.5,5073.7,-5.11,-3.44,9.04,3.85
Data,849.0,558.09,7.21,41.13,9.69,159.09,40.57291,-105.10986,5151.3,5077.4,-5.12,-3.46,9.05,3.81
Data,850.0,557.83,7.18,41.18,9.72,158.90,40.57283,-105.10983,5155.1,5081.2,-5.13,-3.50,9.07,3.79
Data,851.0,557.58,7.14,41.22,,,40.57273,-105.10975,5158.8,5085.5,-5.14,,,3.83
Data,852.0,557.32,7.11,41.24,9.81,158.30,40.57265,-105.10969,5162.7,5088.4,-5.17,-3.63,9.11,3.91
Data,853.0,557.05,7.08,41.29,,,40.57259,-105.10968,5166.6,5091.3,-5.18,,,4.00
Data,854.0,556.78,7.04,41.40,,,40.57250,-105.10963,5170.7,5096.0,-5.18,,,4.10
Data,855.0,556.49,7.01,41.52,9.95,157.14,40.57240,-105.10956,5174.9,5100.4,-5.17,-3.87,9.17,4.15
Data,856.0,556.21,6.97,41.55,,,40.57233,-105.10950,5179.1,5104.4,-5.19,,,4.18
Data,857.0,555.93,6.94,41.55,10.04,156.32,40.57227,-105.10947,5183.3,5108.5,-5.23,-4.03,9.20,4.19
Data,858.0,555.65,6.90,41.55,,,40.57216,-105.10943,5187.4,5112.3,-5.26,,,4.21
Data,859.0,555.36,6.87,41.58,10.12,155.53,40.57206,-105.10936,5191.6,5115.5,-5.28,-4.19,9.21,4.22
Data,860.0,555.08,6.83,41.62,,,40.57200,-105.10928,5195.9,5120.2,-5.30,,,4.21
Data,861.0,554.79,6.79,41.68,10.17,154.79,40.57192,-105.10925,5200.1,5124.3,-5.32,-4.33,9.20,4.18
Data,862.0,554.51,6.76,41.70,,,40.57181,-105.10921,5204.3,5128.7,-5.34,,,4.11
Data,863.0,554.23,6.72,41.70,10.20,154.10,40.57173,-105.10914,5208.4,5132.3,-5.38,-4.46,9.18,4.04
Data,864.0,553.97,6.68,41.67,,,40.57168,-105.10908,5212.3,5136.3,-5.42,,,3.99
Data,865.0,553.70,6.64,41.63,10.22,153.49,40.57159,-105.10905,5216.2,5140.2,-5.47,-4.56,9.15,3.97
Data,866.0,553.44,6.61,41.60,10.23,153.22,40.57149,-105.10900,5220.2,5144.1,-5.51,-4.61,9.13,3.98
Data,867.0,553.16,6.58,41.60,10.23,152.99,40.57143,-105.10892,5224.2,5147.2,-5.54,-4.65,9.12,3.97
Data,868.0,552.89,6.55,41.60,10.24,152.78,40.57135,-105.10887,5228.3,5150.6,-5.57,-4.68,9.10,3.94
Data,869.0,552.62,6.52,41.60,10.24,152.60,40.57125,-105.10884,5232.2,5154.6,-5.60,-4.71,9.09,3.91
Data,870.0,552.37,6.49,41.60,10.25,152.46,40.57117,-105.10878,5236.0,5157.2,-5.62,-4.74,9.09,3.89
Data,871.0,552.11,6.47,41.62,10.26,152.35,40.57112,-105.10872,5239.8,5161.1,-5.63,-4.76,9.09,3.92
Data,872.0,551.85,6.45,41.65,10.28,152.27,40.57104,-105.10865,5243.7,5164.8,-5.64,-4.78,9.10,3.98
Data,873.0,551.58,6.44,41.71,10.30,152.22,40.57093,-105.10860,5247.8,5168.9,-5.63,-4.80,9.11,4.05
Data,874.0,551.30,6.42,41.76,10.31,152.20,40.57085,-105.10857,5252.0,5172.9,-5.63,-4.81,9.12,4.09
Data,875.0,551.02,6.40,41.75,10.33,152.22,40.57079,-105.10851,5256.1,5176.5,-5.66,-4.81,9.14,4.09
Data,876.0,550.74,6.37,41.74,10.34,152.27,40.57071,-105.10842,5260.2,5181.0,-5.68,-4.81,9.15,4.07
Data,877.0,550.48,6.34,41.74,10.35,152.35,40.57061,-105.10837,5264.2,5185.5,-5.71,-4.80,9.17,4.03
Data,878.0,550.21,6.31,41.75,,,40.57053,-105.10834,5268.1,5190.0,-5.74,,,4.00
Data,879.0,549.94,6.27,41.77,10.34,152.59,40.57046,-105.10826,5272.2,5194.5,-5.76,-4.76,9.18,3.98
Data,880.0,549.67,6.24,41.82,10.32,152.73,40.57038,-105.10818,5276.2,5198.6,-5.78,-4.73,9.17,3.94
Data,881.0,549.41,6.20,41.87,10.30,152.85,40.57028,-105.10815,5280.1,5201.8,-5.80,-4.70,9.17,3.89
Data,882.0,549.15,6.17,41.93,10.28,152.93,40.57021,-105.10812,5284.0,5206.0,-5.81,-4.68,9.15,3.83
Data,883.0,548.90,6.13,42.00,,,40.57014,-105.10803,5287.8,5210.6,-5.82,,,3.77
Data,884.0,548.65,6.09,42.07,10.23,152.93,40.57005,-105.10797,5291.5,5213.7,-5.84,-4.65,9.11,3.73
Data,885.0,548.40,6.06,42.11,,,40.56997,-105.10795,5295.2,5217.8,-5.86,,,3.72
Data,886.0,548.15,6.02,42.16,10.16,152.67,40.56989,-105.10790,5298.9,5222.9,-5.87,-4.67,9.03,3.74
Data,887.0,547.90,5.99,42.22,,,40.56978,-105.10781,5302.6,5226.5,-5.88,,,3.78
Data,888.0,547.65,5.96,42.23,10.08,152.19,40.56969,-105.10775,5306.4,5230.3,-5.91,-4.70,8.92,3.81
Data,889.0,547.39,5.92,42.18,,,40.56964,-105.10772,5310.3,5234.5,-5.96,,,3.81
Data,890.0,547.13,5.89,42.10,9.98,151.50,40.56955,-105.10767,5314.2,5238.2,-6.01,-4.76,8.77,3.76
Data,891.0,546.88,5.87,42.00,,,40.56944,-105.10760,5318.0,5241.6,-6.06,,,3.68
Data,892.0,546.64,5.85,41.91,9.88,150.64,40.56934,-105.10752,5321.5,5244.9,-6.11,-4.84,8.61,3.63
Data,893.0,546.40,5.84,41.82,9.83,150.18,40.56926,-105.10745,5325.0,5248.6,-6.15,-4.89,8.53,3.63
Data,894.0,546.16,5.82,41.72,9.79,149.71,40.56920,-105.10741,5328.6,5251.4,-6.19,-4.94,8.45,3.67
Data,895.0,545.92,5.81,41.58,9.76,149.23,40.56914,-105.10738,5332.3,5255.2,-6.25,-4.99,8.38,3.76
Data,896.0,545.66,5.79,41.45,9.74,148.76,40.56906,-105.10732,5336.2,5258.8,-6.31,-5.05,8.32,3.85
Data,897.0,545.40,5.77,41.36,,,40.56896,-105.10724,5340.1,5263.2,-6.35,,,3.91
Data,898.0,545.13,5.75,41.27,9.72,147.85,40.56888,-105.10717,5344.1,5267.3,-6.40,-5.17,8.23,3.96
Data,899.0,544.87,5.73,41.17,,,40.56883,-105.10710,5348.1,5271.0,-6.46,,,4.00
Data,900.0,544.60,5.70,41.01,9.73,147.07,40.56876,-105.10703,5352.0,5274.6,-6.53,-5.29,8.17,4.03
Data,901.0,544.34,5.67,40.86,,,40.56865,-105.10696,5356.1,5279.0,-6.60,,,4.07
Data,902.0,544.06,5.64,40.77,9.75,146.47,40.56857,-105.10689,5360.2,5282.4,-6.66,-5.39,8.13,4.09
Data,903.0,543.79,5.61,40.67,9.77,146.25,40.56853,-105.10682,5364.3,5285.9,-6.72,-5.43,8.13,4.10
Data,904.0,543.51,5.58,40.51,9.80,146.08,40.56845,-105.10677,5368.4,5289.9,-6.80,-5.47,8.13,4.09
Data,905.0,543.24,5.56,40.33,9.82,145.93,40.56835,-105.10671,5372.5,5294.0,-6.88,-5.50,8.14,4.08
Data,906.0,542.97,5.53,40.15,9.84,145.82,40.56828,-105.10662,5376.6,5297.6,-6.96,-5.53,8.14,4.07
Data,907.0,542.71,5.50,39.97,9.87,145.73,40.56823,-105.10655,5380.6,5301.6,-7.05,-5.56,8.15,4.08
Data,908.0,542.44,5.48,39.81,9.89,145.66,40.56815,-105.10652,5384.6,5305.4,-7.13,-5.58,8.16,4.11
Data,909.0,542.17,5.45,39.67,9.91,145.60,40.56805,-105.10645,5388.7,5309.4,-7.20,-5.60,8.17,4.15
Data,910.0,541.89,5.42,39.61,9.92,145.56,40.56799,-105.10635,5393.0,5313.6,-7.24,-5.61,8.18,4.17
Data,911.0,541.60,5.39,39.62,,,40.56793,-105.10630,5397.2,5317.4,-7.26,,,4.14
Data,912.0,541.33,5.36,39.63,9.93,145.51,40.56784,-105.10625,5401.4,5321.8,-7.29,-5.62,8.18,4.08
Data,913.0,541.06,5.33,39.51,,,40.56776,-105.10616,5405.4,5325.9,-7.35,,,4.02
Data,914.0,540.80,5.30,39.38,9.93,145.40,40.56770,-105.10607,5409.3,5329.9,-7.43,-5.64,8.17,3.97
Data,915.0,540.55,5.26,39.43,9.93,145.31,40.56763,-105.10604,5413.2,5334.2,-7.44,-5.65,8.16,3.95
Data,916.0,540.28,5.23,39.55,9.92,145.20,40.56755,-105.10599,5417.2,5338.3,-7.44,-5.66,8.15,3.96
Data,917.0,540.02,5.19,39.58,9.92,145.07,40.56747,-105.10588,5421.2,5342.2,-7.46,-5.68,8.14,3.95
Data,918.0,539.75,5.15,39.53,9.92,144.95,40.56740,-105.10580,5425.2,5346.0,-7.51,-5.69,8.12,3.92
Data,919.0,539.50,5.11,39.50,9.90,144.84,40.56733,-105.10577,5429.1,5350.0,-7.56,-5.70,8.10,3.90
Data,920.0,539.24,5.08,39.52,9.89,144.76,40.56724,-105.10570,5432.9,5354.1,-7.58,-5.70,8.07,3.89
Data,921.0,538.99,5.05,39.55,9.86,144.71,40.56717,-105.10560,5436.8,5358.3,-7.60,-5.70,8.05,3.90
Data,922.0,538.73,5.02,39.58,9.84,144.71,40.56711,-105.10554,5440.7,5361.7,-7.62,-5.68,8.03,3.92
Data,923.0,538.47,4.99,39.60,9.81,144.75,40.56704,-105.10551,5444.6,5366.1,-7.64,-5.66,8.01,3.96
Data,924.0,538.21,4.95,39.60,9.78,144.85,40.56697,-105.10542,5448.6,5369.6,-7.67,-5.63,8.00,4.00
Data,926.0,537.68,4.88,39.57,9.71,145.12,40.56682,-105.10528,5456.7,5376.6,-7.75,-5.56,7.97,4.03
Data,927.0,537.41,4.84,39.56,9.68,145.27,40.56674,-105.10523,5460.7,5380.8,-7.79,-5.51,7.96,4.01
Data,928.0,537.14,4.80,39.57,9.64,145.44,40.56668,-105.10514,5464.8,5384.7,-7.82,-5.47,7.94,3.97
Data,929.0,536.88,4.76,39.57,9.61,145.62,40.56661,-105.10505,5468.7,5388.5,-7.86,-5.43,7.93,3.93
Data,930.0,536.63,4.72,39.56,9.58,145.81,40.56652,-105.10502,5472.6,5391.7,-7.90,-5.38,7.92,3.90
Data,931.0,536.38,4.68,39.58,9.54,146.00,40.56645,-105.10497,5476.4,5394.8,-7.92,-5.34,7.91,3.89
Data,932.0,536.12,4.65,39.60,9.51,146.19,40.56640,-105.10489,5480.3,5397.4,-7.95,-5.29,7.90,3.92
Data,933.0,535.86,4.62,39.60,9.49,146.38,40.56633,-105.10482,5484.3,5400.1,-7.97,-5.25,7.90,3.95
Data,934.0,535.60,4.59,39.57,9.46,146.55,40.56624,-105.10479,5488.3,5403.5,-8.01,-5.22,7.90,3.97
Data,935.0,535.34,4.57,39.51,9.44,146.71,40.56618,-105.10474,5492.2,5407.0,-8.05,-5.18,7.89,3.99
Data,936.0,535.07,4.54,39.43,9.42,146.86,40.56612,-105.10464,5496.2,5411.2,-8.10,-5.15,7.89,3.99
Data,937.0,534.81,4.52,39.37,9.40,146.99,40.56603,-105.10458,5500.2,5414.1,-8.14,-5.12,7.88,3.97
Data,938.0,534.55,4.50,39.30,9.38,147.11,40.56594,-105.10453,5504.2,5419.6,-8.18,-5.09,7.87,3.94
Data,939.0,534.29,4.47,39.20,9.35,147.21,40.56588,-105.10446,5508.1,5423.2,-8.24,-5.07,7.86,3.89
Data,940.0,534.04,4.44,39.10,9.33,147.30,40.56582,-105.10436,5512.0,5427.9,-8.30,-5.04,7.85,3.84
Data,941.0,533.79,4.40,39.03,9.31,147.37,40.56574,-105.10432,5515.8,5431.0,-8.36,-5.02,7.84,3.79
Data,942.0,533.54,4.37,38.95,9.28,147.41,40.56566,-105.10429,5519.5,5434.9,-8.42,-5.00,7.82,3.77
Data,943.0,533.30,4.33,38.86,9.26,147.42,40.56560,-105.10421,5523.3,5438.2,-8.48,-4.99,7.80,3.77
Data,944.0,533.05,4.29,38.74,9.24,147.38,40.56554,-105.10414,5527.0,5441.7,-8.56,-4.98,7.78,3.80
Data,945.0,532.80,4.25,38.60,9.22,147.31,40.56546,-105.10411,5530.9,5445.4,-8.64,-4.98,7.76,3.84
Data,946.0,532.54,4.22,38.46,9.21,147.21,40.56538,-105.10407,5534.8,5448.9,-8.72,-4.99,7.74,3.88
Data,947.0,532.29,4.18,38.36,9.19,147.08,40.56532,-105.10398,5538.7,5452.4,-8.78,-5.00,7.72,3.93
Data,948.0,532.03,4.15,38.26,9.18,146.92,40.56525,-105.10391,5542.6,5455.9,-8.85,-5.01,7.69,4.02
Data,949.0,531.77,4.11,38.16,9.16,146.75,40.56517,-105.10388,5546.6,5460.1,-8.91,-5.02,7.66,4.13
Data,950.0,531.50,4.07,38.11,9.14,146.57,40.56511,-105.10383,5550.8,5463.8,-8.97,-5.04,7.63,4.26
Data,951.0,531.21,4.03,38.06,9.12,146.39,40.56505,-105.10373,5555.1,5467.8,-9.02,-5.05,7.59,4.38
Data,952.0,530.92,3.99,37.91,9.09,146.23,40.56496,-105.10367,5559.6,5472.1,-9.11,-5.05,7.56,4.43
Data,953.0,530.63,3.95,37.59,,,40.56489,-105.10364,5564.1,5476.1,-9.25,,,4.42
Data,954.0,530.34,3.92,37.20,9.03,145.99,40.56485,-105.10357,5568.5,5480.5,-9.42,-5.05,7.48,4.36
Data,955.0,530.06,3.88,36.89,,,40.56477,-105.10348,5572.8,5484.6,-9.56,,,4.27
Data,956.0,529.79,3.85,36.65,8.95,145.91,40.56468,-105.10343,5577.0,5488.8,-9.67,-5.02,7.41,4.18
Data,957.0,529.52,3.82,36.35,,,40.56462,-105.10339,5581.1,5492.3,-9.81,,,4.09
Data,958.0,529.26,3.78,35.98,8.89,145.96,40.56457,-105.10331,5585.2,5496.7,-9.97,-4.97,7.36,4.00
Data,959.0,529.00,3.76,35.65,,,40.56448,-105.10324,5589.1,5500.4,-10.11,,,3.91
Data,960.0,528.74,3.73,35.37,8.83,146.14,40.56440,-105.10321,5593.0,5504.0,-10.24,-4.92,7.33,3.83
Data,961.0,528.50,3.71,35.12,8.82,146.26,40.56436,-105.10315,5596.8,5508.0,-10.35,-4.90,7.33,3.75
Data,962.0,528.26,3.69,34.90,8.82,146.41,40.56430,-105.10308,5600.5,5512.3,-10.44,-4.88,7.34,3.70
Data,963.0,528.02,3.67,34.70,8.82,146.57,40.56421,-105.10304,5604.2,5516.3,-10.53,-4.86,7.36,3.69
Data,964.0,527.78,3.66,34.47,8.84,146.76,40.56415,-105.10298,5607.9,5520.1,-10.63,-4.85,7.39,3.70
Data,965.0,527.53,3.64,34.22,8.87,146.97,40.56410,-105.10290,5611.6,5524.5,-10.73,-4.83,7.43,3.74
Data,966.0,527.29,3.63,34.00,8.91,147.21,40.56403,-105.10285,5615.4,5528.1,-10.83,-4.82,7.49,3.82
Data,967.0,527.04,3.61,33.82,8.96,147.48,40.56395,-105.10282,5619.2,5532.6,-10.91,-4.81,7.55,3.92
Data,968.0,526.78,3.59,33.66,9.02,147.81,40.56389,-105.10276,5623.2,5536.0,-10.99,-4.80,7.63,4.05
Data,969.0,526.52,3.57,33.51,9.09,148.20,40.56384,-105.10268,5627.3,5539.5,-11.07,-4.79,7.72,4.18
Data,970.0,526.24,3.55,33.42,9.16,148.66,40.56379,-105.10265,5631.6,5543.7,-11.12,-4.77,7.83,4.29
Data,971.0,525.96,3.52,33.43,9.24,149.17,40.56371,-105.10261,5635.9,5548.0,-11.14,-4.74,7.94,4.37
Data,972.0,525.67,3.50,33.35,9.32,149.71,40.56362,-105.10254,5640.3,5552.8,-11.18,-4.70,8.05,4.41
Data,973.0,525.38,3.48,32.98,,,40.56358,-105.10248,5644.8,5556.4,-11.35,,,4.42
Data,974.0,525.10,3.46,32.46,9.46,150.84,40.56353,-105.10246,5649.2,5561.5,-11.57,-4.61,8.26,4.40
Data,975.0,524.82,3.43,32.09,9.51,151.40,40.56344,-105.10242,5653.5,5565.6,-11.74,-4.55,8.35,4.37
Data,976.0,524.53,3.39,31.76,9.55,151.93,40.56337,-105.10233,5657.9,5570.1,-11.91,-4.49,8.42,4.32
Data,977.0,524.26,3.34,31.46,,,40.56333,-105.10228,5662.2,5574.4,-12.07,,,4.26
Data,978.0,523.98,3.29,31.17,9.55,152.90,40.56326,-105.10227,5666.4,5579.3,-12.23,-4.35,8.50,4.18
Data,979.0,523.72,3.23,30.87,9.51,153.31,40.56317,-105.10220,5670.5,5584.1,-12.40,-4.27,8.50,4.11
Data,980.0,523.45,3.18,30.50,,,40.56313,-105.10213,5674.6,5587.9,-12.60,,,4.05
Data,981.0,523.19,3.12,30.13,9.37,153.85,40.56307,-105.10212,5678.6,5591.3,-12.81,-4.13,8.41,3.99
Data,982.0,522.94,3.07,29.81,9.26,153.94,40.56298,-105.10207,5682.6,5594.9,-12.99,-4.07,8.32,3.95
Data,983.0,522.69,3.02,29.53,,,40.56294,-105.10200,5686.5,5598.4,-13.15,,,3.91
Data,984.0,522.43,2.97,29.21,9.00,153.69,40.56289,-105.10199,5690.4,5602.1,-13.32,-3.99,8.07,3.89
Data,985.0,522.18,2.92,28.82,,,40.56280,-105.10196,5694.3,5604.5,-13.53,,,3.86
Data,986.0,521.93,2.88,28.42,8.72,152.87,40.56275,-105.10188,5698.2,5607.4,-13.74,-3.98,7.76,3.82
Data,988.0,521.45,2.81,27.81,,,40.56263,-105.10181,5705.7,5615.5,-14.08,,,3.74
Data,989.0,521.21,2.77,27.60,8.31,151.02,40.56255,-105.10174,5709.4,5619.5,-14.21,-4.03,7.27,3.71
Data,990.0,520.97,2.74,27.43,,,40.56251,-105.10171,5713.1,5622.2,-14.31,,,3.68
Data,991.0,520.73,2.71,27.25,8.06,149.66,40.56247,-105.10170,5716.8,5625.8,-14.42,-4.07,6.95,3.67
Data,992.0,520.49,2.68,27.00,,,40.56239,-105.10163,5720.5,5629.5,-14.56,,,3.68
Data,993.0,520.26,2.66,26.66,7.82,148.33,40.56233,-105.10156,5724.1,5633.3,-14.73,-4.11,6.66,3.73
Data,994.0,520.02,2.64,26.31,,,40.56229,-105.10154,5727.8,5637.0,-14.91,,,3.82
Data,995.0,519.77,2.62,26.01,7.61,147.13,40.56223,-105.10151,5731.7,5640.4,-15.07,-4.13,6.39,3.94
Data,996.0,519.51,2.61,25.65,,,40.56216,-105.10143,5735.8,5645.4,-15.25,,,4.07
Data,997.0,519.24,2.59,25.26,7.40,146.21,40.56210,-105.10138,5739.9,5649.5,-15.46,-4.12,6.15,4.17
Data,998.0,518.97,2.57,24.80,,,40.56206,-105.10138,5744.2,5654.2,-15.70,,,4.23
Data,999.0,518.70,2.55,24.30,7.19,145.70,40.56201,-105.10133,5748.4,5657.6,-15.96,-4.05,5.94,4.27
Data,1000.0,518.42,2.53,23.83,7.08,145.61,40.56195,-105.10126,5752.7,5663.5,-16.22,-4.00,5.84,4.28
Data,1001.0,518.15,2.50,23.40,6.97,145.63,40.56188,-105.10124,5756.9,5668.1,-16.46,-3.93,5.75,4.29
Data,1002.0,517.88,2.48,22.98,6.85,145.76,40.56184,-105.10123,5761.2,5672.5,-16.70,-3.85,5.66,4.30
Data,1003.0,517.60,2.46,22.54,6.73,145.96,40.56180,-105.10116,5765.5,5676.9,-16.95,-3.77,5.58,4.30
Data,1004.0,517.32,2.44,22.05,6.61,146.24,40.56174,-105.10112,5769.9,5680.9,-17.24,-3.67,5.50,4.28
Data,1005.0,517.05,2.42,21.47,6.50,146.57,40.56168,-105.10113,5774.2,5685.9,-17.58,-3.58,5.42,4.25
Data,1006.0,516.78,2.40,20.83,6.39,146.94,40.56165,-105.10111,5778.4,5689.5,-17.96,-3.48,5.35,4.21
Data,1007.0,516.51,2.38,20.22,6.28,147.37,40.56161,-105.10104,5782.5,5694.0,-18.33,-3.39,5.29,4.19
Data,1008.0,516.25,2.36,19.72,6.18,147.85,40.56156,-105.10102,5786.7,5697.3,-18.65,-3.29,5.24,4.18
Data,1009.0,515.98,2.35,19.29,6.09,148.41,40.56152,-105.10102,5790.9,5702.4,-18.93,-3.19,5.19,4.17
Data,1010.0,515.71,2.33,18.89,6.01,149.01,40.56147,-105.10097,5795.1,5705.8,-19.19,-3.09,5.15,4.16
Data,1011.0,515.45,2.31,18.47,5.93,149.63,40.56141,-105.10093,5799.2,5710.5,-19.47,-3.00,5.12,4.14
Data,1012.0,515.18,2.30,18.00,5.86,150.22,40.56136,-105.10092,5803.3,5715.2,-19.79,-2.91,5.09,4.12
Data,1013.0,514.92,2.29,17.54,5.80,150.76,40.56132,-105.10091,5807.4,5719.0,-20.10,-2.83,5.06,4.11
Data,1014.0,514.66,2.28,17.09,,,40.56126,-105.10084,5811.5,5723.8,-20.41,,,4.09
Data,1015.0,514.40,2.27,16.64,5.71,151.65,40.56122,-105.10080,5815.6,5728.1,-20.74,-2.71,5.02,4.08
Data,1016.0,514.14,2.26,16.15,5.67,151.99,40.56119,-105.10081,5819.7,5732.1,-21.10,-2.66,5.01,4.04
Data,1017.0,513.88,2.25,15.69,5.64,152.28,40.56114,-105.10081,5823.8,5736.2,-21.44,-2.62,4.99,3.98
Data,1018.0,513.63,2.24,15.31,5.61,152.51,40.56109,-105.10075,5827.7,5739.9,-21.74,-2.59,4.97,3.92
Data,1019.0,513.38,2.23,14.99,,,40.56106,-105.10071,5831.6,5743.2,-21.99,,,3.87
Data,1020.0,513.14,2.22,14.72,5.55,152.80,40.56104,-105.10071,5835.4,5747.5,-22.21,-2.54,4.93,3.84
Data,1021.0,512.90,2.21,14.47,,,40.56097,-105.10068,5839.2,5751.7,-22.42,,,3.85
Data,1022.0,512.65,2.20,14.19,5.47,152.87,40.56091,-105.10063,5843.1,5755.5,-22.65,-2.50,4.87,3.89
Data,1023.0,512.40,2.19,13.93,,,40.56089,-105.10060,5847.0,5758.9,-22.88,,,3.95
Data,1024.0,512.15,2.17,13.70,5.38,152.66,40.56086,-105.10060,5850.9,5761.6,-23.09,-2.47,4.78,4.01
Data,1025.0,511.89,2.15,13.49,,,40.56079,-105.10057,5855.0,5766.1,-23.28,,,4.07
Data,1026.0,511.63,2.14,13.30,5.27,152.07,40.56074,-105.10051,5859.1,5771.4,-23.46,-2.47,4.65,4.09
Data,1027.0,511.37,2.12,13.09,,,40.56073,-105.10050,5863.3,5775.2,-23.65,,,4.06
Data,1028.0,511.11,2.10,12.90,,,40.56068,-105.10049,5867.4,5779.0,-23.84,,,4.01
Data,1029.0,510.86,2.08,12.73,5.07,150.61,40.56062,-105.10045,5871.3,5783.3,-24.00,-2.49,4.42,3.93
Data,1030.0,510.62,2.07,12.61,,,40.56060,-105.10042,5875.1,5786.6,-24.13,,,3.87
Data,1031.0,510.38,2.06,12.45,4.93,149.33,40.56057,-105.10042,5878.9,5790.5,-24.28,-2.52,4.24,3.83
Data,1032.0,510.13,2.05,12.21,,,40.56052,-105.10038,5882.8,5793.9,-24.50,,,3.82
Data,1033.0,509.89,2.04,11.89,4.80,147.81,40.56047,-105.10034,5886.6,5798.4,-24.82,-2.56,4.06,3.82
Data,1034.0,509.65,2.04,11.51,4.74,146.99,40.56044,-105.10034,5890.5,5802.4,-25.19,-2.58,3.97,3.83
Data,1035.0,509.41,2.03,11.10,4.69,146.19,40.56042,-105.10034,5894.3,5806.6,-25.61,-2.61,3.89,3.88
Data,1036.0,509.16,2.02,10.68,4.64,145.43,40.56040,-105.10029,5898.2,5810.8,-26.04,-2.63,3.82,3.95
Data,1037.0,508.91,2.02,10.31,4.59,144.73,40.56036,-105.10026,5902.1,5814.8,-26.45,-2.65,3.75,4.05
Data,1038.0,508.65,2.02,10.04,4.54,144.10,40.56032,-105.10027,5906.3,5818.8,-26.75,-2.67,3.68,4.15
Data,1039.0,508.38,2.02,9.91,,,40.56031,-105.10028,5910.5,5822.1,-26.89,,,4.23
Data,1040.0,508.11,2.02,9.89,4.44,143.06,40.56030,-105.10024,5914.8,5825.9,-26.92,-2.67,3.55,4.29
Data,1041.0,507.84,2.02,9.87,4.38,142.68,40.56026,-105.10022,5919.1,5829.1,-26.94,-2.65,3.48,4.31
Data,1042.0,507.57,2.01,9.82,4.31,142.42,40.56022,-105.10023,5923.4,5833.4,-26.99,-2.63,3.42,4.30
Data,1043.0,507.30,2.01,9.75,4.24,142.32,40.56022,-105.10021,5927.6,5836.9,-27.09,-2.59,3.35,4.24
Data,1044.0,507.03,2.00,9.69,4.16,142.41,40.56020,-105.10017,5931.9,5841.7,-27.16,-2.54,3.29,4.15
Data,1045.0,506.77,1.98,9.68,4.07,142.71,40.56016,-105.10019,5936.0,5845.3,-27.19,-2.46,3.24,4.01
Data,1046.0,506.53,1.97,9.64,,,40.56014,-105.10021,5940.0,5849.7,-27.24,,,3.84
Data,1047.0,506.29,1.95,9.56,3.87,144.08,40.56014,-105.10017,5943.7,5853.9,-27.35,-2.27,3.13,3.70
Data,1048.0,506.07,1.94,9.45,3.76,145.23,40.56011,-105.10014,5947.3,5857.7,-27.49,-2.14,3.09,3.59
Data,1049.0,505.85,1.93,9.33,3.65,146.73,40.56007,-105.10017,5950.8,5861.2,-27.63,-2.00,3.05,3.55
Data,1050.0,505.62,1.93,9.24,3.54,148.56,40.56005,-105.10017,5954.3,5864.8,-27.75,-1.84,3.02,3.58
Data,1051.0,505.40,1.93,9.18,3.44,150.67,40.56004,-105.10013,5957.9,5868.6,-27.83,-1.68,3.00,3.65
Data,1052.0,505.17,1.93,9.05,3.35,152.94,40.56002,-105.10011,5961.6,5872.5,-27.97,-1.53,2.99,3.76
Data,1053.0,504.93,1.93,8.86,3.29,155.18,40.56001,-105.10013,5965.5,5876.0,-28.21,-1.38,2.99,3.85
Data,1054.0,504.68,1.93,8.62,3.24,157.19,40.55997,-105.10014,5969.4,5880.4,-28.52,-1.26,2.99,3.92
Data,1055.0,504.43,1.93,8.35,3.21,158.77,40.55994,-105.10010,5973.4,5883.8,-28.87,-1.16,2.99,3.96
Data,1056.0,504.18,1.93,8.13,3.19,159.82,40.55994,-105.10008,5977.3,5888.3,-29.16,-1.10,2.99,3.95
