FileFormat,CSV
Data,1295.0,467.09,-2.00,63.20,14.13,90.73,40.59347,-105.08366,6571.9,6471.4,-8.09,-14.13,0.18,3.97
Data,1296.0,466.85,-2.03,63.20,14.12,90.94,40.59346,-105.08350,6575.9,6475.9,-8.11,-14.11,0.23,3.97
Data,1297.0,466.62,-2.05,63.18,14.10,91.18,40.59345,-105.08333,6579.9,6479.6,-8.14,-14.10,0.29,3.93
Data,1298.0,466.39,-2.07,63.15,14.08,91.43,40.59345,-105.08316,6583.8,6486.3,-8.16,-14.08,0.35,3.89
Data,1299.0,466.16,-2.09,63.10,14.07,91.68,40.59345,-105.08299,6587.7,6490.2,-8.19,-14.06,0.41,3.84
Data,1300.0,465.94,-2.10,62.97,14.06,91.93,40.59345,-105.08282,6591.5,6494.3,-8.23,-14.05,0.47,3.81
Data,1301.0,465.72,-2.12,62.68,14.05,92.17,40.59344,-105.08267,6595.2,6498.1,-8.31,-14.04,0.53,3.82
Data,1302.0,465.50,-2.13,62.25,14.06,92.38,40.59343,-105.08252,6599.1,6501.6,-8.41,-14.04,0.58,3.85
Data,1303.0,465.27,-2.15,61.69,14.07,92.55,40.59341,-105.08235,6603.0,6505.0,-8.54,-14.05,0.62,3.89
Data,1304.0,465.04,-2.17,60.95,14.08,92.68,40.59340,-105.08219,6606.9,6508.6,-8.72,-14.07,0.66,3.94
Data,1305.0,464.81,-2.20,60.01,14.11,92.77,40.59340,-105.08202,6610.9,6512.3,-8.95,-14.09,0.68,3.98
Data,1306.0,464.57,-2.23,58.94,14.14,92.83,40.59339,-105.08186,6614.8,6515.8,-9.20,-14.12,0.70,4.01
Data,1307.0,464.34,-2.25,57.82,14.17,92.85,40.59339,-105.08169,6618.9,6518.9,-9.47,-14.15,0.70,4.03
Data,1308.0,464.10,-2.28,56.62,14.20,92.84,40.59338,-105.08153,6622.9,6522.7,-9.77,-14.18,0.70,4.04
Data,1309.0,463.87,-2.30,55.30,14.23,92.81,40.59336,-105.08135,6626.9,6526.4,-10.09,-14.21,0.70,4.04
Data,1310.0,463.63,-2.33,53.95,14.26,92.74,40.59336,-105.08118,6631.0,6530.3,-10.43,-14.24,0.68,4.02
Data,1311.0,463.40,-2.35,52.70,14.28,92.65,40.59335,-105.08101,6635.0,6533.7,-10.75,-14.27,0.66,3.98
Data,1312.0,463.17,-2.37,51.59,14.30,92.53,40.59334,-105.08084,6639.0,6536.9,-11.04,-14.29,0.63,3.93
Data,1313.0,462.94,-2.39,50.62,14.31,92.39,40.59333,-105.08067,6642.9,6540.5,-11.30,-14.30,0.60,3.86
Data,1314.0,462.72,-2.41,49.82,14.32,92.23,40.59333,-105.08050,6646.7,6544.2,-11.52,-14.31,0.56,3.79
Data,1315.0,462.50,-2.42,49.19,14.33,92.06,40.59332,-105.08033,6650.4,6548.2,-11.69,-14.32,0.52,3.74
Data,1316.0,462.28,-2.44,48.69,14.33,91.89,40.59332,-105.08016,6654.1,6552.3,-11.84,-14.32,0.47,3.72
Data,1317.0,462.07,-2.45,48.30,14.33,91.71,40.59332,-105.07999,6657.8,6556.2,-11.95,-14.32,0.43,3.71
Data,1318.0,461.85,-2.47,48.04,14.32,91.54,40.59331,-105.07983,6661.6,6559.9,-12.03,-14.31,0.38,3.73
Data,1319.0,461.63,-2.48,47.89,14.30,91.37,40.59331,-105.07965,6665.3,6563.3,-12.08,-14.30,0.34,3.75
Data,1320.0,461.41,-2.49,47.80,14.29,91.22,40.59331,-105.07948,6669.1,6567.1,-12.12,-14.28,0.30,3.80
Data,1321.0,461.19,-2.50,47.70,14.26,91.07,40.59331,-105.07931,6672.9,6570.3,-12.15,-14.26,0.27,3.87
Data,1322.0,460.97,-2.51,47.55,14.24,90.93,40.59331,-105.07914,6676.8,6574.0,-12.20,-14.23,0.23,3.95
Data,1323.0,460.73,-2.53,47.34,14.21,90.80,40.59330,-105.07897,6680.8,6577.9,-12.28,-14.20,0.20,4.02
Data,1324.0,460.50,-2.55,47.08,14.17,90.67,40.59330,-105.07880,6684.8,6581.2,-12.36,-14.17,0.17,4.08
Data,1325.0,460.26,-2.57,46.80,14.14,90.54,40.59329,-105.07864,6689.0,6584.6,-12.45,-14.14,0.13,4.10
Data,1326.0,460.02,-2.59,46.53,14.10,90.40,40.59329,-105.07847,6693.1,6588.5,-12.55,-14.10,0.10,4.08
Data,1327.0,459.78,-2.61,46.29,14.07,90.27,40.59329,-105.07831,6697.2,6592.9,-12.62,-14.07,0.07,4.03
Data,1328.0,459.55,-2.62,46.09,14.03,90.14,40.59329,-105.07815,6701.2,6596.5,-12.70,-14.03,0.03,3.96
Data,1329.0,459.32,-2.64,45.88,14.00,90.01,40.59328,-105.07798,6705.1,6600.7,-12.76,-14.00,0.00,3.89
Data,1330.0,459.10,-2.65,45.71,13.97,89.89,40.59329,-105.07781,6708.9,6604.7,-12.82,-13.97,-0.03,3.82
Data,1331.0,458.88,-2.65,45.64,13.94,89.78,40.59329,-105.07765,6712.7,6609.9,-12.85,-13.94,-0.05,3.79
Data,1332.0,458.67,-2.66,45.68,13.92,89.67,40.59329,-105.07749,6716.5,6613.4,-12.84,-13.92,-0.08,3.79
Data,1333.0,458.45,-2.67,45.78,13.90,89.58,40.59329,-105.07732,6720.2,6617.0,-12.82,-13.89,-0.10,3.83
Data,1334.0,458.23,-2.67,45.93,13.87,89.50,40.59329,-105.07716,6724.0,6620.9,-12.79,-13.87,-0.12,3.91
Data,1335.0,458.00,-2.68,46.18,13.86,89.43,40.59330,-105.07700,6728.0,6624.6,-12.72,-13.86,-0.14,3.95
Data,1336.0,457.76,-2.69,46.52,13.84,89.36,40.59329,-105.07684,6732.1,6628.3,-12.64,-13.84,-0.15,3.96
Data,1337.0,457.53,-2.70,46.94,13.83,89.29,40.59329,-105.07668,6736.1,6632.1,-12.54,-13.83,-0.17,3.93
Data,1338.0,457.31,-2.72,47.49,13.82,89.22,40.59329,-105.07652,6740.0,6635.8,-12.41,-13.82,-0.19,3.89
Data,1339.0,457.09,-2.74,48.22,13.81,89.14,40.59330,-105.07636,6743.8,6639.9,-12.24,-13.81,-0.21,3.86
Data,1340.0,456.87,-2.76,49.08,13.80,89.05,40.59329,-105.07620,6747.6,6643.2,-12.03,-13.80,-0.23,3.87
Data,1341.0,456.65,-2.78,49.95,13.79,88.96,40.59329,-105.07603,6751.4,6646.9,-11.83,-13.79,-0.25,3.89
Data,1342.0,456.42,-2.80,50.72,13.78,88.87,40.59330,-105.07586,6755.3,6650.7,-11.66,-13.78,-0.27,3.93
Data,1344.0,455.96,-2.84,52.07,13.75,88.68,40.59330,-105.07554,6763.4,6658.2,-11.36,-13.75,-0.32,3.90
Data,1345.0,455.74,-2.85,52.64,13.73,88.58,40.59331,-105.07537,6767.3,6662.2,-11.24,-13.73,-0.34,3.86
Data,1346.0,455.52,-2.87,53.18,13.71,88.48,40.59331,-105.07522,6771.1,6665.8,-11.12,-13.71,-0.36,3.82
Data,1347.0,455.30,-2.89,53.68,13.69,88.38,40.59331,-105.07506,6774.8,6669.3,-11.02,-13.69,-0.39,3.82
Data,1348.0,455.09,-2.91,54.14,13.67,88.29,40.59332,-105.07489,6778.6,6673.2,-10.93,-13.67,-0.41,3.86
Data,1349.0,454.86,-2.93,54.58,13.65,88.20,40.59332,-105.07474,6782.4,6676.8,-10.85,-13.65,-0.43,3.92
Data,1350.0,454.64,-2.95,54.98,13.63,88.10,40.59332,-105.07458,6786.4,6680.1,-10.78,-13.62,-0.45,3.95
Data,1351.0,454.40,-2.97,55.34,13.61,88.02,40.59333,-105.07441,6790.5,6683.9,-10.72,-13.60,-0.47,3.95
Data,1352.0,454.17,-2.99,55.68,13.59,87.93,40.59333,-105.07426,6794.5,6688.1,-10.66,-13.58,-0.49,3.91
Data,1353.0,453.95,-3.01,56.01,13.57,87.85,40.59334,-105.07410,6798.4,6692.4,-10.60,-13.56,-0.51,3.85
Data,1354.0,453.74,-3.03,56.30,13.55,87.76,40.59334,-105.07393,6802.1,6696.3,-10.55,-13.54,-0.53,3.81
Data,1355.0,453.52,-3.05,56.58,13.53,87.67,40.59335,-105.07378,6805.9,6699.7,-10.51,-13.52,-0.55,3.80
Data,1356.0,453.31,-3.07,56.83,13.51,87.58,40.59335,-105.07362,6809.6,6703.3,-10.47,-13.50,-0.57,3.84
Data,1357.0,453.09,-3.09,57.08,13.49,87.48,40.59336,-105.07346,6813.5,6707.0,-10.43,-13.47,-0.59,3.92
Data,1358.0,452.86,-3.11,57.30,13.47,87.38,40.59336,-105.07331,6817.5,6710.9,-10.41,-13.45,-0.62,3.99
Data,1359.0,452.63,-3.14,57.50,13.44,87.28,40.59336,-105.07315,6821.6,6714.6,-10.38,-13.43,-0.64,4.06
Data,1360.0,452.39,-3.16,57.70,13.42,87.16,40.59337,-105.07299,6825.7,6719.0,-10.36,-13.41,-0.66,4.11
Data,1361.0,452.15,-3.18,57.91,13.40,87.05,40.59337,-105.07283,6829.8,6722.4,-10.33,-13.39,-0.69,4.14
Data,1362.0,451.92,-3.20,58.10,13.39,86.93,40.59338,-105.07267,6833.9,6726.3,-10.31,-13.37,-0.72,4.17
Data,1363.0,451.68,-3.23,58.27,13.37,86.82,40.59339,-105.07251,6838.1,6729.9,-10.30,-13.35,-0.74,4.21
Data,1364.0,451.44,-3.25,58.41,13.35,86.69,40.59340,-105.07235,6842.3,6733.2,-10.30,-13.33,-0.77,4.24
Data,1365.0,451.20,-3.28,58.53,13.34,86.57,40.59341,-105.07219,6846.6,6737.4,-10.29,-13.32,-0.80,4.26
Data,1366.0,450.95,-3.31,58.67,13.33,86.44,40.59341,-105.07204,6850.9,6742.2,-10.29,-13.31,-0.83,4.25
Data,1367.0,450.71,-3.34,58.80,13.33,86.30,40.59342,-105.07188,6855.1,6745.9,-10.29,-13.30,-0.86,4.21
Data,1368.0,450.47,-3.37,58.90,13.33,86.15,40.59343,-105.07173,6859.3,6750.1,-10.30,-13.30,-0.90,4.16
Data,1369.0,450.24,-3.40,59.00,13.33,85.98,40.59343,-105.07157,6863.4,6753.8,-10.31,-13.30,-0.94,4.10
Data,1370.0,450.01,-3.43,59.10,13.34,85.78,40.59344,-105.07141,6867.5,6757.8,-10.31,-13.31,-0.98,4.04
Data,1371.0,449.78,-3.45,59.20,13.36,85.57,40.59344,-105.07126,6871.5,6761.4,-10.31,-13.32,-1.03,3.97
Data,1372.0,449.56,-3.46,59.27,13.39,85.33,40.59345,-105.07110,6875.4,6765.1,-10.31,-13.34,-1.09,3.91
Data,1373.0,449.33,-3.48,59.33,13.42,85.07,40.59346,-105.07094,6879.3,6769.1,-10.31,-13.37,-1.15,3.84
Data,1374.0,449.12,-3.50,59.37,13.45,84.80,40.59346,-105.07079,6883.2,6773.2,-10.32,-13.40,-1.22,3.79
Data,1375.0,448.90,-3.52,59.43,13.50,84.53,40.59347,-105.07063,6886.9,6777.3,-10.32,-13.44,-1.29,3.77
Data,1376.0,448.69,-3.54,59.50,13.55,84.26,40.59348,-105.07047,6890.6,6781.9,-10.33,-13.48,-1.36,3.79
Data,1377.0,448.48,-3.56,59.57,13.61,84.01,40.59349,-105.07032,6894.4,6785.8,-10.33,-13.53,-1.42,3.85
Data,1378.0,448.26,-3.58,59.63,13.67,83.80,40.59351,-105.07016,6898.3,6789.8,-10.34,-13.59,-1.48,3.91
Data,1379.0,448.03,-3.59,59.70,13.73,83.64,40.59353,-105.07000,6902.3,6793.4,-10.34,-13.64,-1.52,3.97
Data,1380.0,447.80,-3.60,59.77,13.79,83.53,40.59354,-105.06984,6906.3,6797.1,-10.33,-13.70,-1.55,4.01
Data,1381.0,447.57,-3.61,59.83,13.86,83.49,40.59357,-105.06967,6910.4,6801.1,-10.32,-13.77,-1.57,4.01
Data,1382.0,447.35,-3.61,59.89,13.92,83.51,40.59359,-105.06951,6914.4,6804.8,-10.31,-13.83,-1.57,4.01
Data,1384.0,446.90,-3.64,59.89,14.04,83.73,40.59362,-105.06917,6922.3,6812.5,-10.34,-13.96,-1.53,4.04
Data,1385.0,446.67,-3.66,59.80,14.10,83.92,40.59364,-105.06900,6926.4,6816.7,-10.38,-14.02,-1.49,4.07
Data,1387.0,446.21,-3.70,59.40,14.21,84.41,40.59366,-105.06868,6934.6,6824.2,-10.51,-14.14,-1.38,4.14
Data,1389.0,445.74,-3.75,58.81,14.32,84.97,40.59368,-105.06834,6942.9,6833.1,-10.68,-14.26,-1.26,4.14
Data,1390.0,445.50,-3.77,58.49,14.38,85.25,40.59369,-105.06817,6947.1,6837.9,-10.77,-14.33,-1.19,4.12
Data,1391.0,445.27,-3.80,58.19,14.44,85.53,40.59370,-105.06801,6951.2,6841.2,-10.86,-14.39,-1.13,4.08
Data,1392.0,445.04,-3.82,57.91,14.50,85.79,40.59370,-105.06784,6955.3,6845.1,-10.94,-14.46,-1.07,4.05
Data,1393.0,444.81,-3.84,57.72,14.56,86.03,40.59371,-105.06767,6959.3,6849.3,-11.00,-14.52,-1.01,4.05
Data,1394.0,444.59,-3.85,57.62,14.62,86.24,40.59372,-105.06750,6963.2,6853.1,-11.04,-14.58,-0.96,4.08
Data,1395.0,444.36,-3.87,57.58,14.67,86.43,40.59373,-105.06734,6967.3,6856.5,-11.06,-14.64,-0.91,4.14
Data,1396.0,444.12,-3.88,57.48,14.73,86.59,40.59373,-105.06717,6971.6,6860.4,-11.09,-14.70,-0.88,4.19
Data,1397.0,443.88,-3.89,57.28,14.77,86.72,40.59374,-105.06698,6975.9,6864.9,-11.14,-14.75,-0.85,4.18
Data,1398.0,443.64,-3.90,57.01,14.81,86.81,40.59375,-105.06680,6980.1,6868.9,-11.21,-14.78,-0.82,4.13
Data,1399.0,443.42,-3.90,56.70,14.83,86.88,40.59377,-105.06661,6984.2,6873.2,-11.29,-14.81,-0.81,4.10
Data,1400.0,443.19,-3.91,56.42,14.84,86.90,40.59378,-105.06644,6988.1,6877.6,-11.36,-14.81,-0.80,4.11
Data,1401.0,442.97,-3.92,56.19,14.83,86.88,40.59378,-105.06626,6992.1,6881.6,-11.42,-14.81,-0.81,4.18
Data,1402.0,442.73,-3.94,55.99,14.82,86.81,40.59378,-105.06609,6996.4,6885.9,-11.48,-14.79,-0.82,4.29
Data,1403.0,442.48,-3.96,55.82,14.79,86.69,40.59377,-105.06590,7000.9,6890.1,-11.54,-14.77,-0.85,4.35
Data,1404.0,442.23,-3.98,55.69,14.76,86.50,40.59378,-105.06573,7005.4,6894.4,-11.59,-14.73,-0.90,4.37
Data,1405.0,441.98,-4.01,55.60,14.71,86.26,40.59379,-105.06556,7009.7,6899.4,-11.64,-14.68,-0.96,4.37
Data,1407.0,441.50,-4.07,55.50,14.61,85.66,40.59380,-105.06524,7018.3,6907.0,-11.71,-14.57,-1.11,4.42
Data,1408.0,441.26,-4.09,55.50,14.55,85.32,40.59381,-105.06506,7022.7,6911.2,-11.74,-14.50,-1.19,4.49
Data,1409.0,441.00,-4.11,55.52,14.48,84.96,40.59383,-105.06488,7027.3,6915.9,-11.75,-14.42,-1.27,4.52
Data,1410.0,440.74,-4.13,55.55,14.41,84.61,40.59385,-105.06472,7031.9,6920.8,-11.76,-14.35,-1.35,4.49
Data,1411.0,440.49,-4.14,55.53,14.34,84.26,40.59386,-105.06455,7036.5,6925.1,-11.78,-14.26,-1.43,4.41
Data,1412.0,440.25,-4.15,55.51,14.26,83.93,40.59388,-105.06437,7040.8,6929.5,-11.79,-14.18,-1.51,4.27
Data,1413.0,440.01,-4.16,55.50,14.18,83.63,40.59390,-105.06421,7044.9,6934.4,-11.80,-14.09,-1.57,4.15
Data,1414.0,439.79,-4.17,55.47,14.10,83.34,40.59391,-105.06406,7048.9,6938.6,-11.81,-14.01,-1.64,4.08
Data,1415.0,439.57,-4.17,55.43,14.03,83.08,40.59392,-105.06389,7052.9,6943.1,-11.83,-13.92,-1.69,4.04
Data,1416.0,439.34,-4.17,55.38,13.95,82.83,40.59394,-105.06373,7057.0,6947.0,-11.84,-13.84,-1.74,4.04
Data,1417.0,439.11,-4.17,55.33,13.88,82.60,40.59396,-105.06357,7061.1,6951.4,-11.85,-13.76,-1.79,4.02
Data,1418.0,438.89,-4.17,55.30,13.80,82.38,40.59399,-105.06341,7065.2,6955.4,-11.86,-13.68,-1.83,3.98
Data,1419.0,438.67,-4.17,55.27,13.73,82.14,40.59400,-105.06326,7069.2,6959.2,-11.86,-13.60,-1.88,3.93
Data,1420.0,438.45,-4.18,55.20,13.65,81.89,40.59401,-105.06310,7073.0,6962.4,-11.89,-13.52,-1.93,3.89
Data,1421.0,438.24,-4.19,55.13,13.58,81.60,40.59402,-105.06293,7076.8,6966.2,-11.91,-13.43,-1.98,3.89
Data,1422.0,438.03,-4.20,55.10,13.50,81.27,40.59403,-105.06276,7080.7,6970.1,-11.93,-13.34,-2.05,3.95
Data,1423.0,437.80,-4.21,55.07,13.41,80.90,40.59405,-105.06260,7084.7,6974.4,-11.95,-13.24,-2.12,4.04
Data,1424.0,437.57,-4.23,55.03,13.33,80.47,40.59407,-105.06244,7088.9,6978.1,-11.97,-13.14,-2.21,4.14
Data,1425.0,437.34,-4.24,54.98,13.24,79.99,40.59409,-105.06230,7093.0,6981.6,-12.00,-13.04,-2.30,4.24
Data,1426.0,437.10,-4.26,54.93,13.15,79.48,40.59410,-105.06215,7097.3,6985.0,-12.03,-12.93,-2.40,4.34
Data,1427.0,436.86,-4.28,54.90,13.07,78.92,40.59412,-105.06200,7101.7,6989.2,-12.05,-12.82,-2.51,4.41
Data,1428.0,436.61,-4.30,54.86,12.98,78.34,40.59414,-105.06184,7106.1,6994.4,-12.08,-12.71,-2.62,4.44
Data,1429.0,436.37,-4.31,54.83,12.89,77.75,40.59416,-105.06168,7110.6,6998.4,-12.10,-12.60,-2.73,4.42
Data,1430.0,436.12,-4.32,54.83,12.80,77.17,40.59419,-105.06154,7115.0,7003.2,-12.11,-12.48,-2.84,4.36
Data,1431.0,435.88,-4.33,54.87,12.71,76.60,40.59422,-105.06139,7119.4,7006.9,-12.11,-12.37,-2.95,4.27
Data,1432.0,435.65,-4.34,54.89,12.63,76.07,40.59425,-105.06124,7123.5,7010.6,-12.11,-12.25,-3.04,4.17
Data,1433.0,435.42,-4.34,54.88,12.54,75.59,40.59428,-105.06109,7127.7,7014.5,-12.12,-12.14,-3.12,4.07
Data,1434.0,435.20,-4.35,54.86,12.45,75.16,40.59432,-105.06095,7131.7,7019.4,-12.12,-12.04,-3.19,3.99
Data,1435.0,434.99,-4.35,54.88,12.37,74.78,40.59436,-105.06081,7135.6,7024.2,-12.12,-11.94,-3.25,3.94
Data,1436.0,434.77,-4.36,54.90,12.30,74.46,40.59439,-105.06068,7139.5,7028.4,-12.12,-11.85,-3.30,3.92
Data,1437.0,434.56,-4.36,54.90,12.24,74.19,40.59441,-105.06055,7143.4,7032.2,-12.13,-11.78,-3.34,3.92
Data,1438.0,434.34,-4.37,54.88,12.19,73.96,40.59443,-105.06041,7147.3,7036.0,-12.14,-11.72,-3.37,3.93
Data,1439.0,434.12,-4.38,54.83,12.15,73.78,40.59446,-105.06028,7151.3,7039.8,-12.16,-11.67,-3.40,3.92
Data,1441.0,433.69,-4.39,54.67,12.11,73.54,40.59451,-105.06002,7159.2,7046.4,-12.21,-11.62,-3.43,3.82
Data,1442.0,433.48,-4.40,54.54,12.10,73.49,40.59454,-105.05988,7163.0,7050.9,-12.25,-11.61,-3.44,3.75
Data,1443.0,433.28,-4.41,54.38,12.10,73.50,40.59458,-105.05974,7166.6,7054.8,-12.29,-11.61,-3.44,3.69
Data,1444.0,433.08,-4.42,54.20,12.11,73.56,40.59461,-105.05962,7170.2,7058.4,-12.34,-11.61,-3.43,3.67
Data,1446.0,432.68,-4.43,53.80,12.12,73.83,40.59467,-105.05934,7177.5,7065.7,-12.45,-11.64,-3.38,3.77
Data,1447.0,432.47,-4.44,53.60,12.13,74.03,40.59470,-105.05920,7181.4,7069.8,-12.50,-11.66,-3.34,3.87
Data,1448.0,432.25,-4.45,53.43,12.14,74.26,40.59474,-105.05905,7185.4,7073.2,-12.56,-11.68,-3.29,3.94
Data,1449.0,432.03,-4.47,53.27,12.14,74.51,40.59477,-105.05891,7189.4,7077.0,-12.61,-11.70,-3.24,3.98
Data,1450.0,431.81,-4.49,53.10,12.14,74.79,40.59480,-105.05878,7193.4,7080.7,-12.67,-11.72,-3.19,4.00
Data,1452.0,431.37,-4.54,52.73,12.14,75.36,40.59484,-105.05850,7201.4,7089.1,-12.80,-11.74,-3.07,4.04
Data,1453.0,431.15,-4.56,52.57,12.13,75.64,40.59487,-105.05836,7205.4,7093.1,-12.86,-11.75,-3.01,4.08
Data,1454.0,430.93,-4.57,52.40,12.12,75.90,40.59490,-105.05821,7209.5,7097.4,-12.91,-11.76,-2.95,4.11
Data,1455.0,430.70,-4.58,52.23,12.11,76.15,40.59492,-105.05808,7213.7,7100.9,-12.96,-11.76,-2.90,4.12
Data,1456.0,430.47,-4.59,52.07,12.10,76.38,40.59495,-105.05795,7217.8,7104.6,-13.01,-11.76,-2.85,4.11
Data,1457.0,430.25,-4.60,51.92,12.09,76.60,40.59497,-105.05780,7221.9,7108.4,-13.05,-11.76,-2.80,4.08
Data,1458.0,430.03,-4.61,51.77,12.08,76.80,40.59499,-105.05766,7225.9,7112.7,-13.10,-11.76,-2.76,4.05
Data,1459.0,429.81,-4.62,51.62,12.06,76.98,40.59502,-105.05753,7229.9,7116.8,-13.14,-11.75,-2.72,4.04
Data,1461.0,429.37,-4.65,51.40,12.04,77.32,40.59507,-105.05727,7238.0,7123.7,-13.22,-11.74,-2.64,3.97
Data,1462.0,429.15,-4.65,51.30,12.02,77.48,40.59510,-105.05713,7242.0,7127.4,-13.25,-11.74,-2.61,3.90
Data,1463.0,428.94,-4.66,51.20,12.01,77.62,40.59513,-105.05699,7245.9,7131.6,-13.28,-11.73,-2.57,3.81
Data,1465.0,428.54,-4.67,51.01,11.99,77.86,40.59517,-105.05672,7253.3,7138.2,-13.34,-11.72,-2.52,3.67
Data,1466.0,428.34,-4.67,50.88,11.97,77.93,40.59519,-105.05658,7256.9,7141.8,-13.37,-11.71,-2.50,3.65
Data,1467.0,428.14,-4.67,50.71,11.96,77.96,40.59521,-105.05644,7260.5,7145.2,-13.41,-11.70,-2.49,3.65
Data,1468.0,427.94,-4.67,50.54,11.95,77.96,40.59523,-105.05630,7264.2,7149.6,-13.46,-11.69,-2.49,3.67
Data,1469.0,427.74,-4.68,50.35,11.95,77.92,40.59524,-105.05617,7267.9,7153.1,-13.51,-11.68,-2.50,3.70
Data,1470.0,427.54,-4.69,50.10,11.94,77.85,40.59525,-105.05603,7271.6,7156.7,-13.58,-11.67,-2.51,3.73
Data,1471.0,427.34,-4.70,49.81,11.93,77.77,40.59528,-105.05588,7275.4,7160.7,-13.66,-11.66,-2.53,3.77
Data,1472.0,427.13,-4.72,49.50,11.93,77.71,40.59531,-105.05574,7279.2,7164.5,-13.75,-11.65,-2.54,3.81
Data,1473.0,426.92,-4.73,49.20,11.93,77.67,40.59533,-105.05561,7283.0,7167.8,-13.84,-11.65,-2.55,3.85
Data,1474.0,426.71,-4.74,48.90,11.93,77.67,40.59536,-105.05547,7286.9,7171.5,-13.93,-11.65,-2.55,3.89
Data,1475.0,426.50,-4.75,48.62,11.93,77.73,40.59538,-105.05534,7290.8,7175.2,-14.01,-11.66,-2.54,3.93
Data,1476.0,426.29,-4.76,48.37,11.94,77.85,40.59541,-105.05520,7294.7,7178.7,-14.08,-11.67,-2.51,3.96
Data,1477.0,426.07,-4.76,48.12,11.95,78.02,40.59544,-105.05507,7298.7,7182.5,-14.15,-11.69,-2.48,3.98
Data,1478.0,425.86,-4.77,47.90,11.97,78.26,40.59547,-105.05494,7302.7,7186.1,-14.21,-11.72,-2.44,3.99
Data,1479.0,425.64,-4.78,47.69,12.00,78.53,40.59549,-105.05480,7306.8,7190.1,-14.27,-11.76,-2.39,3.97
Data,1480.0,425.42,-4.79,47.50,12.03,78.84,40.59551,-105.05466,7310.7,7194.1,-14.34,-11.81,-2.33,3.95
Data,1481.0,425.21,-4.80,47.33,12.07,79.16,40.59554,-105.05453,7314.6,7197.6,-14.39,-11.86,-2.27,3.94
Data,1482.0,425.00,-4.81,47.17,12.11,79.47,40.59555,-105.05439,7318.5,7200.6,-14.44,-11.91,-2.21,3.95
Data,1483.0,424.79,-4.81,47.00,12.15,79.76,40.59556,-105.05425,7322.4,7204.6,-14.48,-11.96,-2.16,3.97
Data,1484.0,424.57,-4.81,46.83,12.19,80.01,40.59558,-105.05410,7326.5,7208.8,-14.53,-12.01,-2.11,4.00
Data,1485.0,424.36,-4.81,46.67,12.23,80.22,40.59560,-105.05395,7330.5,7213.2,-14.57,-12.05,-2.08,4.01
Data,1486.0,424.14,-4.82,46.52,12.26,80.38,40.59562,-105.05381,7334.5,7217.2,-14.61,-12.08,-2.05,4.01
Data,1487.0,423.92,-4.82,46.40,12.28,80.48,40.59563,-105.05366,7338.5,7220.4,-14.65,-12.11,-2.03,4.00
Data,1488.0,423.71,-4.82,46.30,12.30,80.53,40.59564,-105.05351,7342.5,7224.4,-14.68,-12.13,-2.02,3.97
Data,1489.0,423.49,-4.83,46.17,12.32,80.53,40.59566,-105.05336,7346.5,7228.4,-14.72,-12.15,-2.03,3.93
Data,1490.0,423.28,-4.84,46.03,12.33,80.49,40.59568,-105.05322,7350.4,7232.4,-14.77,-12.16,-2.04,3.88
Data,1491.0,423.08,-4.85,45.90,12.33,80.41,40.59570,-105.05308,7354.2,7235.9,-14.81,-12.16,-2.05,3.87
Data,1492.0,422.87,-4.87,45.80,12.34,80.31,40.59571,-105.05295,7358.0,7239.6,-14.86,-12.16,-2.08,3.89
Data,1493.0,422.66,-4.88,45.70,12.34,80.20,40.59573,-105.05281,7361.9,7243.1,-14.90,-12.16,-2.10,3.92
Data,1494.0,422.45,-4.90,45.60,12.34,80.09,40.59575,-105.05267,7365.9,7247.4,-14.94,-12.16,-2.12,3.95
Data,1495.0,422.23,-4.92,45.50,12.34,79.99,40.59578,-105.05252,7369.9,7251.5,-14.98,-12.15,-2.14,3.96
Data,1496.0,422.02,-4.93,45.40,12.33,79.91,40.59580,-105.05237,7373.9,7255.7,-15.03,-12.14,-2.16,3.94
Data,1497.0,421.81,-4.95,45.33,12.31,79.85,40.59583,-105.05222,7377.8,7259.9,-15.06,-12.12,-2.17,3.92
Data,1498.0,421.60,-4.97,45.27,12.29,79.81,40.59584,-105.05208,7381.7,7264.1,-15.10,-12.10,-2.17,3.92
Data,1499.0,421.39,-5.00,45.20,12.26,79.80,40.59587,-105.05193,7385.6,7267.9,-15.14,-12.07,-2.17,3.96
Data,1500.0,421.18,-5.02,45.13,12.24,79.82,40.59589,-105.05178,7389.6,7272.5,-15.18,-12.04,-2.16,4.02
Data,1501.0,420.96,-5.06,45.10,12.21,79.86,40.59591,-105.05164,7393.6,7276.4,-15.22,-12.01,-2.15,4.10
Data,1502.0,420.74,-5.09,45.07,12.18,79.93,40.59593,-105.05151,7397.8,7280.3,-15.26,-11.99,-2.13,4.17
Data,1503.0,420.51,-5.13,45.03,12.15,80.03,40.59594,-105.05137,7402.0,7285.2,-15.31,-11.97,-2.10,4.22
Data,1504.0,420.29,-5.17,45.00,12.13,80.14,40.59597,-105.05124,7406.3,7289.8,-15.35,-11.95,-2.08,4.24
Data,1505.0,420.06,-5.20,44.97,12.12,80.29,40.59598,-105.05110,7410.5,7293.8,-15.39,-11.94,-2.04,4.23
Data,1506.0,419.83,-5.23,44.93,12.11,80.46,40.59601,-105.05096,7414.7,7298.1,-15.43,-11.94,-2.01,4.21
Data,1507.0,419.61,-5.27,44.93,12.10,80.65,40.59603,-105.05082,7418.9,7301.7,-15.46,-11.94,-1.97,4.20
