FileFormat,CSV
Data,1461.0,469.61,-0.31,0.10,4.23,342.95,40.55473,-105.09670,6545.7,6453.1,-70.73,1.24,-4.04,3.73
Data,1462.0,469.39,-0.35,0.10,4.23,342.86,40.55477,-105.09671,6549.5,6456.9,-70.75,1.25,-4.04,3.73
Data,1463.0,469.16,-0.38,0.10,4.22,342.83,40.55480,-105.09674,6553.3,6461.2,-70.74,1.25,-4.04,3.70
Data,1464.0,468.95,-0.41,0.13,4.22,342.86,40.55483,-105.09676,6557.0,6464.6,-69.02,1.24,-4.03,3.64
Data,1465.0,468.74,-0.44,0.17,4.22,342.94,40.55487,-105.09677,6560.6,6467.4,-66.74,1.24,-4.03,3.56
Data,1466.0,468.53,-0.47,0.20,4.21,343.03,40.55490,-105.09679,6564.0,6470.8,-65.55,1.23,-4.03,3.52
Data,1467.0,468.33,-0.49,0.23,4.20,343.12,40.55494,-105.09680,6567.5,6474.9,-64.42,1.22,-4.02,3.52
Data,1468.0,468.12,-0.51,0.27,4.18,343.17,40.55498,-105.09681,6571.0,6478.5,-63.05,1.21,-4.00,3.54
Data,1469.0,467.91,-0.53,0.33,4.16,343.15,40.55502,-105.09681,6574.6,6482.1,-61.48,1.21,-3.99,3.58
Data,1470.0,467.70,-0.55,0.40,4.14,343.06,40.55506,-105.09682,6578.2,6485.1,-59.83,1.21,-3.96,3.59
Data,1471.0,467.49,-0.58,0.47,4.11,342.88,40.55510,-105.09683,6581.8,6488.3,-58.43,1.21,-3.93,3.57
Data,1472.0,467.28,-0.61,0.53,4.09,342.61,40.55514,-105.09684,6585.4,6492.4,-57.49,1.22,-3.90,3.53
Data,1473.0,467.07,-0.64,0.58,4.06,342.29,40.55517,-105.09685,6588.9,6496.2,-56.76,1.23,-3.86,3.47
Data,1474.0,466.87,-0.67,0.63,4.03,341.92,40.55521,-105.09687,6592.3,6499.3,-56.04,1.25,-3.83,3.43
Data,1475.0,466.68,-0.70,0.67,4.00,341.55,40.55524,-105.09688,6595.7,6502.6,-55.43,1.26,-3.79,3.41
Data,1476.0,466.48,-0.73,0.70,3.97,341.22,40.55527,-105.09690,6599.1,6505.4,-55.10,1.28,-3.76,3.41
Data,1477.0,466.28,-0.75,0.73,3.95,340.94,40.55530,-105.09692,6602.5,6508.7,-54.78,1.29,-3.73,3.43
Data,1478.0,466.08,-0.77,0.75,3.93,340.75,40.55533,-105.09694,6606.0,6512.1,-54.59,1.30,-3.71,3.47
Data,1479.0,465.87,-0.80,0.76,3.92,340.67,40.55536,-105.09696,6609.4,6515.8,-54.44,1.30,-3.70,3.51
Data,1480.0,465.67,-0.82,0.78,3.91,340.71,40.55539,-105.09698,6613.0,6519.6,-54.26,1.29,-3.69,3.54
Data,1481.0,465.46,-0.85,0.77,3.91,340.86,40.55542,-105.09699,6616.6,6523.5,-54.33,1.28,-3.69,3.56
Data,1482.0,465.25,-0.89,0.73,3.91,341.11,40.55546,-105.09701,6620.2,6526.5,-54.85,1.26,-3.70,3.56
Data,1483.0,465.04,-0.93,0.67,3.91,341.45,40.55549,-105.09703,6623.7,6529.4,-55.59,1.24,-3.70,3.54
Data,1484.0,464.83,-0.96,0.63,3.91,341.85,40.55552,-105.09703,6627.2,6535.2,-56.26,1.22,-3.72,3.53
Data,1485.0,464.63,-1.00,0.60,3.92,342.28,40.55556,-105.09703,6630.7,6539.8,-56.65,1.19,-3.73,3.52
Data,1486.0,464.43,-1.03,0.60,3.92,342.73,40.55559,-105.09704,6634.2,6544.5,-56.72,1.16,-3.75,3.52
Data,1487.0,464.22,-1.05,0.60,3.93,343.15,40.55562,-105.09705,6637.8,6546.9,-56.69,1.14,-3.76,3.51
Data,1488.0,464.01,-1.08,0.60,3.94,343.53,40.55566,-105.09706,6641.3,6551.1,-56.69,1.12,-3.78,3.50
Data,1489.0,463.81,-1.11,0.60,3.96,343.86,40.55569,-105.09707,6644.8,6556.8,-56.71,1.10,-3.80,3.48
Data,1490.0,463.61,-1.14,0.60,3.97,344.13,40.55573,-105.09708,6648.3,6560.2,-56.75,1.09,-3.82,3.46
Data,1491.0,463.41,-1.18,0.60,3.99,344.34,40.55576,-105.09709,6651.7,6564.9,-56.80,1.08,-3.84,3.45
Data,1492.0,463.21,-1.21,0.60,4.00,344.50,40.55579,-105.09710,6655.1,6568.1,-56.77,1.07,-3.86,3.45
Data,1493.0,463.01,-1.23,0.63,4.02,344.62,40.55583,-105.09712,6658.6,6571.3,-56.40,1.07,-3.88,3.45
Data,1494.0,462.81,-1.25,0.67,4.04,344.71,40.55586,-105.09713,6662.1,6574.8,-55.87,1.06,-3.89,3.45
Data,1495.0,462.61,-1.27,0.70,4.05,344.80,40.55590,-105.09715,6665.5,6577.9,-55.48,1.06,-3.91,3.44
Data,1496.0,462.41,-1.28,0.73,4.06,344.88,40.55594,-105.09716,6668.9,6580.8,-55.14,1.06,-3.92,3.44
Data,1497.0,462.21,-1.30,0.77,4.06,344.96,40.55597,-105.09718,6672.4,6584.4,-54.61,1.05,-3.92,3.44
Data,1498.0,462.01,-1.32,0.83,4.06,345.04,40.55601,-105.09719,6675.8,6587.4,-54.04,1.05,-3.92,3.45
Data,1499.0,461.81,-1.34,0.87,4.05,345.14,40.55605,-105.09721,6679.3,6590.8,-53.59,1.04,-3.92,3.46
Data,1500.0,461.61,-1.36,0.90,4.04,345.26,40.55608,-105.09722,6682.7,6594.0,-53.29,1.03,-3.91,3.46
Data,1501.0,461.40,-1.38,0.93,4.03,345.41,40.55612,-105.09723,6686.2,6597.2,-53.01,1.01,-3.90,3.46
Data,1502.0,461.20,-1.39,0.98,4.01,345.58,40.55615,-105.09725,6689.7,6600.3,-52.61,1.00,-3.88,3.44
Data,1503.0,461.00,-1.41,1.00,3.99,345.78,40.55619,-105.09726,6693.1,6603.6,-52.38,0.98,-3.87,3.42
Data,1504.0,460.81,-1.42,1.00,3.97,346.01,40.55622,-105.09727,6696.5,6606.7,-52.42,0.96,-3.85,3.40
Data,1505.0,460.61,-1.43,0.98,3.95,346.27,40.55625,-105.09728,6699.9,6609.4,-52.63,0.94,-3.84,3.38
Data,1506.0,460.42,-1.45,0.95,3.93,346.54,40.55629,-105.09729,6703.2,6612.7,-52.85,0.91,-3.82,3.37
Data,1507.0,460.22,-1.47,0.97,3.91,346.84,40.55632,-105.09730,6706.6,6616.0,-52.71,0.89,-3.80,3.37
Data,1508.0,460.03,-1.49,1.00,3.88,347.17,40.55636,-105.09731,6710.0,6618.8,-52.49,0.86,-3.79,3.37
Data,1509.0,459.83,-1.51,1.03,3.86,347.55,40.55639,-105.09732,6713.3,6621.4,-52.23,0.83,-3.77,3.37
Data,1510.0,459.64,-1.54,1.07,3.83,347.98,40.55642,-105.09734,6716.7,6625.2,-51.85,0.80,-3.75,3.37
Data,1511.0,459.44,-1.57,1.11,3.81,348.48,40.55645,-105.09735,6720.1,6628.5,-51.55,0.76,-3.73,3.38
Data,1513.0,459.05,-1.63,1.19,3.75,349.65,40.55652,-105.09738,6726.9,6635.1,-51.00,0.67,-3.69,3.41
Data,1514.0,458.85,-1.65,1.23,3.72,350.32,40.55655,-105.09739,6730.3,6638.9,-50.71,0.63,-3.67,3.43
Data,1515.0,458.65,-1.66,1.27,3.69,351.02,40.55658,-105.09739,6733.7,6642.2,-50.36,0.58,-3.64,3.45
Data,1516.0,458.45,-1.67,1.32,3.66,351.74,40.55662,-105.09740,6737.2,6645.8,-50.02,0.53,-3.62,3.46
Data,1517.0,458.25,-1.68,1.38,3.62,352.45,40.55665,-105.09739,6740.7,6649.0,-49.67,0.48,-3.59,3.45
Data,1518.0,458.06,-1.69,1.43,3.59,353.13,40.55668,-105.09739,6744.1,6652.4,-49.32,0.43,-3.57,3.43
Data,1519.0,457.86,-1.69,1.47,3.56,353.77,40.55671,-105.09739,6747.5,6655.9,-49.05,0.39,-3.54,3.42
Data,1520.0,457.66,-1.71,1.50,3.52,354.38,40.55674,-105.09740,6750.9,6659.2,-48.91,0.34,-3.50,3.41
Data,1521.0,457.47,-1.73,1.50,3.48,354.97,40.55678,-105.09740,6754.3,6662.4,-48.88,0.31,-3.47,3.40
Data,1522.0,457.27,-1.75,1.53,3.44,355.54,40.55681,-105.09741,6757.7,6665.2,-48.75,0.27,-3.43,3.38
Data,1523.0,457.08,-1.78,1.57,3.40,356.12,40.55684,-105.09742,6761.1,6668.9,-48.53,0.23,-3.39,3.37
Data,1524.0,456.88,-1.80,1.60,3.36,356.72,40.55687,-105.09743,6764.5,6672.4,-48.36,0.19,-3.35,3.35
Data,1525.0,456.69,-1.81,1.63,3.31,357.34,40.55690,-105.09743,6767.8,6675.7,-48.21,0.15,-3.31,3.33
Data,1526.0,456.50,-1.82,1.68,3.27,357.96,40.55693,-105.09743,6771.1,6679.4,-47.94,0.12,-3.26,3.31
Data,1527.0,456.31,-1.83,1.73,3.22,358.58,40.55696,-105.09743,6774.4,6683.6,-47.66,0.08,-3.22,3.29
Data,1528.0,456.12,-1.84,1.77,3.18,359.18,40.55698,-105.09743,6777.7,6687.0,-47.41,0.05,-3.17,3.27
Data,1529.0,455.93,-1.85,1.80,3.13,359.74,40.55701,-105.09743,6781.0,6690.2,-47.27,0.01,-3.13,3.25
Data,1530.0,455.75,-1.86,1.81,3.09,0.26,40.55703,-105.09743,6784.2,6693.9,-47.26,-0.01,-3.09,3.23
Data,1531.0,455.56,-1.88,1.80,3.05,0.72,40.55706,-105.09742,6787.5,6696.7,-47.29,-0.04,-3.05,3.20
Data,1532.0,455.38,-1.89,1.79,3.01,1.14,40.55709,-105.09743,6790.6,6699.5,-47.39,-0.06,-3.01,3.19
Data,1534.0,455.02,-1.92,1.71,2.93,1.83,40.55715,-105.09742,6797.0,6705.4,-47.79,-0.09,-2.93,3.26
Data,1535.0,454.83,-1.92,1.70,2.90,2.12,40.55717,-105.09742,6800.3,6708.4,-47.88,-0.11,-2.89,3.32
Data,1536.0,454.63,-1.93,1.70,2.86,2.39,40.55720,-105.09741,6803.7,6711.2,-47.89,-0.12,-2.86,3.40
Data,1537.0,454.44,-1.94,1.70,2.83,2.64,40.55722,-105.09741,6807.1,6713.6,-47.88,-0.13,-2.83,3.46
Data,1538.0,454.24,-1.96,1.70,2.81,2.88,40.55724,-105.09741,6810.6,6716.8,-47.89,-0.14,-2.80,3.51
Data,1539.0,454.04,-1.98,1.69,2.78,3.14,40.55727,-105.09741,6814.1,6719.9,-47.98,-0.15,-2.78,3.53
Data,1541.0,453.63,-2.04,1.61,2.74,3.76,40.55732,-105.09741,6821.3,6727.3,-48.45,-0.18,-2.73,3.51
Data,1542.0,453.43,-2.07,1.57,2.72,4.14,40.55735,-105.09741,6824.8,6730.1,-48.69,-0.20,-2.71,3.46
Data,1543.0,453.23,-2.10,1.55,2.70,4.58,40.55737,-105.09741,6828.2,6733.4,-48.83,-0.22,-2.69,3.42
Data,1544.0,453.04,-2.12,1.54,2.68,5.06,40.55739,-105.09741,6831.5,6736.3,-48.91,-0.24,-2.67,3.42
Data,1545.0,452.85,-2.15,1.52,2.66,5.58,40.55742,-105.09741,6834.9,6739.7,-49.05,-0.26,-2.64,3.43
Data,1546.0,452.65,-2.17,1.50,2.63,6.12,40.55744,-105.09740,6838.4,6742.4,-49.19,-0.28,-2.62,3.46
Data,1547.0,452.45,-2.20,1.50,2.61,6.67,40.55746,-105.09740,6841.9,6745.6,-49.24,-0.30,-2.59,3.48
Data,1548.0,452.25,-2.22,1.50,2.59,7.20,40.55748,-105.09739,6845.4,6748.8,-49.25,-0.32,-2.57,3.47
Data,1549.0,452.05,-2.24,1.50,2.56,7.72,40.55750,-105.09738,6848.9,6752.0,-49.26,-0.34,-2.54,3.46
Data,1550.0,451.86,-2.26,1.50,2.53,8.22,40.55753,-105.09737,6852.3,6755.3,-49.27,-0.36,-2.51,3.45
Data,1551.0,451.66,-2.29,1.50,2.50,8.71,40.55755,-105.09736,6855.7,6759.0,-49.29,-0.38,-2.47,3.44
Data,1552.0,451.47,-2.33,1.50,2.46,9.23,40.55757,-105.09736,6859.1,6762.4,-49.32,-0.39,-2.43,3.43
Data,1553.0,451.27,-2.37,1.50,2.41,9.81,40.55760,-105.09736,6862.6,6765.8,-49.34,-0.41,-2.38,3.41
Data,1554.0,451.07,-2.41,1.50,2.37,10.47,40.55763,-105.09736,6866.1,6769.3,-49.37,-0.43,-2.33,3.38
Data,1555.0,450.88,-2.44,1.50,2.31,11.25,40.55765,-105.09735,6869.4,6772.6,-49.39,-0.45,-2.27,3.35
Data,1556.0,450.69,-2.46,1.50,2.26,12.15,40.55767,-105.09735,6872.7,6775.2,-49.41,-0.48,-2.21,3.35
Data,1557.0,450.50,-2.48,1.50,2.21,13.19,40.55768,-105.09735,6876.0,6778.7,-49.42,-0.50,-2.15,3.37
Data,1558.0,450.31,-2.49,1.50,2.16,14.35,40.55770,-105.09734,6879.4,6781.9,-49.42,-0.54,-2.09,3.41
Data,1559.0,450.12,-2.51,1.50,2.12,15.62,40.55771,-105.09733,6882.8,6785.2,-49.43,-0.57,-2.04,3.47
Data,1560.0,449.92,-2.52,1.50,2.08,16.99,40.55773,-105.09732,6886.3,6789.2,-49.48,-0.61,-1.99,3.52
Data,1561.0,449.72,-2.53,1.47,2.05,18.44,40.55774,-105.09731,6889.9,6792.1,-49.62,-0.65,-1.95,3.55
Data,1562.0,449.51,-2.55,1.46,2.03,19.96,40.55776,-105.09730,6893.5,6795.6,-49.74,-0.69,-1.91,3.53
Data,1563.0,449.31,-2.56,1.47,2.01,21.54,40.55778,-105.09730,6897.0,6798.9,-49.65,-0.74,-1.87,3.48
Data,1564.0,449.11,-2.59,1.50,2.00,23.18,40.55779,-105.09729,6900.5,6801.9,-49.51,-0.79,-1.84,3.40
Data,1565.0,448.92,-2.61,1.50,1.99,24.86,40.55781,-105.09728,6903.9,6805.5,-49.50,-0.84,-1.81,3.30
Data,1566.0,448.74,-2.63,1.50,2.00,26.57,40.55783,-105.09727,6907.1,6809.3,-49.51,-0.89,-1.78,3.25
Data,1567.0,448.56,-2.65,1.50,2.00,28.27,40.55784,-105.09726,6910.2,6812.5,-49.53,-0.95,-1.76,3.25
Data,1568.0,448.38,-2.67,1.50,2.01,29.96,40.55785,-105.09725,6913.4,6816.5,-49.55,-1.00,-1.74,3.31
Data,1569.0,448.19,-2.69,1.50,2.02,31.61,40.55787,-105.09724,6916.8,6819.3,-49.57,-1.06,-1.72,3.41
Data,1570.0,447.99,-2.71,1.50,2.03,33.20,40.55789,-105.09722,6920.3,6823.5,-49.58,-1.11,-1.70,3.49
Data,1571.0,447.79,-2.74,1.50,2.05,34.73,40.55790,-105.09721,6923.9,6827.2,-49.60,-1.17,-1.68,3.54
Data,1572.0,447.59,-2.76,1.50,2.06,36.19,40.55792,-105.09719,6927.5,6830.4,-49.61,-1.21,-1.66,3.56
Data,1573.0,447.39,-2.79,1.50,2.06,37.58,40.55793,-105.09718,6931.0,6833.5,-49.64,-1.26,-1.64,3.55
Data,1574.0,447.19,-2.82,1.50,2.07,38.89,40.55795,-105.09716,6934.5,6836.9,-49.66,-1.30,-1.61,3.54
Data,1575.0,446.99,-2.85,1.50,2.07,40.11,40.55796,-105.09714,6938.1,6840.7,-49.69,-1.33,-1.58,3.52
Data,1576.0,446.79,-2.87,1.50,2.07,41.24,40.55797,-105.09712,6941.6,6843.8,-49.68,-1.36,-1.56,3.50
Data,1577.0,446.59,-2.89,1.53,2.06,42.26,40.55798,-105.09710,6945.1,6847.8,-49.53,-1.39,-1.53,3.49
Data,1578.0,446.40,-2.92,1.57,2.06,43.18,40.55800,-105.09709,6948.5,6851.2,-49.29,-1.41,-1.50,3.47
Data,1579.0,446.20,-2.95,1.60,2.05,44.01,40.55801,-105.09707,6952.0,6854.1,-49.14,-1.42,-1.47,3.45
Data,1580.0,446.01,-2.98,1.60,2.03,44.80,40.55803,-105.09705,6955.4,6857.0,-49.15,-1.43,-1.44,3.42
Data,1581.0,445.82,-3.01,1.60,2.01,45.54,40.55804,-105.09703,6958.9,6860.1,-49.19,-1.44,-1.41,3.38
Data,1582.0,445.63,-3.04,1.60,1.99,46.26,40.55806,-105.09702,6962.2,6863.1,-49.23,-1.44,-1.38,3.34
Data,1583.0,445.44,-3.07,1.60,1.97,46.98,40.55807,-105.09700,6965.6,6866.6,-49.23,-1.44,-1.34,3.30
Data,1584.0,445.25,-3.10,1.63,1.94,47.69,40.55808,-105.09698,6968.8,6870.1,-49.09,-1.43,-1.30,3.27
Data,1585.0,445.07,-3.12,1.67,1.91,48.38,40.55809,-105.09696,6972.1,6873.0,-48.85,-1.43,-1.27,3.26
Data,1586.0,444.89,-3.14,1.70,1.88,49.02,40.55810,-105.09694,6975.3,6876.4,-48.73,-1.42,-1.24,3.28
Data,1587.0,444.70,-3.16,1.70,1.86,49.60,40.55811,-105.09692,6978.6,6880.0,-48.73,-1.42,-1.21,3.32
Data,1588.0,444.52,-3.19,1.70,1.84,50.09,40.55812,-105.09691,6981.9,6883.9,-48.74,-1.41,-1.18,3.37
Data,1589.0,444.32,-3.22,1.73,1.82,50.49,40.55813,-105.09689,6985.4,6887.1,-48.62,-1.41,-1.16,3.41
Data,1590.0,444.13,-3.25,1.77,1.81,50.79,40.55814,-105.09688,6988.8,6889.6,-48.40,-1.40,-1.14,3.44
Data,1591.0,443.93,-3.28,1.80,1.80,50.99,40.55814,-105.09686,6992.3,6892.8,-48.29,-1.40,-1.14,3.44
Data,1592.0,443.74,-3.31,1.80,1.80,51.09,40.55815,-105.09685,6995.7,6895.9,-48.29,-1.40,-1.13,3.44
Data,1593.0,443.55,-3.34,1.80,1.81,51.10,40.55816,-105.09684,6999.1,6899.6,-48.33,-1.41,-1.14,3.43
Data,1594.0,443.36,-3.38,1.80,1.82,51.02,40.55817,-105.09682,7002.5,6902.1,-48.35,-1.41,-1.14,3.45
Data,1595.0,443.17,-3.41,1.81,1.83,50.86,40.55818,-105.09680,7006.0,6905.8,-48.30,-1.42,-1.15,3.46
Data,1597.0,442.77,-3.48,1.89,1.85,50.34,40.55821,-105.09677,7012.9,6912.0,-47.98,-1.43,-1.18,3.43
Data,1598.0,442.58,-3.51,1.90,1.86,49.97,40.55822,-105.09674,7016.4,6915.1,-47.92,-1.43,-1.20,3.38
Data,1599.0,442.39,-3.54,1.90,1.87,49.53,40.55823,-105.09672,7019.7,6918.5,-47.94,-1.42,-1.21,3.31
Data,1600.0,442.21,-3.56,1.90,1.88,49.01,40.55824,-105.09670,7023.0,6921.5,-47.97,-1.42,-1.23,3.24
Data,1601.0,442.03,-3.59,1.90,1.89,48.42,40.55825,-105.09668,7026.2,6924.0,-48.01,-1.41,-1.25,3.18
Data,1602.0,441.85,-3.62,1.90,1.90,47.74,40.55826,-105.09666,7029.3,6926.9,-48.01,-1.40,-1.28,3.13
Data,1603.0,441.68,-3.64,1.93,1.91,47.01,40.55827,-105.09665,7032.5,6929.9,-47.88,-1.40,-1.30,3.11
Data,1604.0,441.51,-3.66,1.97,1.93,46.26,40.55828,-105.09663,7035.5,6932.8,-47.69,-1.39,-1.33,3.12
Data,1605.0,441.33,-3.68,2.00,1.95,45.53,40.55829,-105.09662,7038.6,6935.9,-47.57,-1.39,-1.37,3.16
Data,1606.0,441.16,-3.69,2.00,1.99,44.87,40.55831,-105.09661,7041.8,6939.4,-47.56,-1.40,-1.41,3.21
Data,1607.0,440.97,-3.71,2.00,2.02,44.32,40.55832,-105.09660,7045.1,6942.8,-47.58,-1.41,-1.45,3.27
Data,1608.0,440.79,-3.73,2.00,2.07,43.88,40.55833,-105.09659,7048.4,6945.9,-47.61,-1.43,-1.49,3.31
Data,1609.0,440.60,-3.76,2.00,2.11,43.56,40.55834,-105.09657,7051.8,6948.6,-47.62,-1.46,-1.53,3.33
Data,1610.0,440.41,-3.78,2.00,2.16,43.35,40.55836,-105.09655,7055.2,6951.9,-47.64,-1.48,-1.57,3.34
Data,1611.0,440.23,-3.80,2.00,2.21,43.23,40.55837,-105.09653,7058.4,6954.8,-47.67,-1.51,-1.61,3.36
Data,1612.0,440.05,-3.82,2.00,2.26,43.18,40.55839,-105.09651,7061.7,6958.4,-47.68,-1.54,-1.65,3.40
Data,1613.0,439.86,-3.84,2.01,2.30,43.18,40.55841,-105.09649,7065.1,6961.6,-47.61,-1.57,-1.68,3.47
Data,1615.0,439.46,-3.87,2.09,2.37,43.26,40.55844,-105.09645,7072.2,6967.6,-47.31,-1.63,-1.73,3.54
Data,1616.0,439.26,-3.89,2.10,2.40,43.32,40.55845,-105.09642,7075.9,6970.5,-47.26,-1.65,-1.75,3.52
Data,1617.0,439.06,-3.91,2.10,2.43,43.37,40.55847,-105.09640,7079.4,6973.6,-47.28,-1.67,-1.77,3.45
Data,1618.0,438.87,-3.93,2.10,2.45,43.40,40.55848,-105.09637,7082.8,6977.4,-47.29,-1.68,-1.78,3.37
Data,1619.0,438.69,-3.96,2.12,2.47,43.44,40.55850,-105.09635,7086.0,6980.5,-47.21,-1.70,-1.79,3.31
Data,1620.0,438.51,-3.99,2.17,2.48,43.49,40.55851,-105.09633,7089.3,6984.0,-47.01,-1.71,-1.80,3.28
Data,1621.0,438.33,-4.02,2.22,2.50,43.58,40.55853,-105.09631,7092.5,6986.9,-46.81,-1.72,-1.81,3.28
Data,1622.0,438.14,-4.05,2.28,2.51,43.74,40.55855,-105.09629,7095.8,6990.2,-46.61,-1.74,-1.81,3.29
Data,1623.0,437.96,-4.07,2.33,2.52,43.99,40.55856,-105.09628,7099.2,6993.4,-46.41,-1.75,-1.81,3.28
Data,1624.0,437.77,-4.10,2.37,2.53,44.34,40.55858,-105.09626,7102.5,6996.7,-46.26,-1.77,-1.81,3.24
Data,1625.0,437.59,-4.13,2.40,2.54,44.79,40.55860,-105.09625,7105.7,7000.1,-46.17,-1.79,-1.81,3.20
Data,1626.0,437.42,-4.16,2.43,2.56,45.33,40.55861,-105.09623,7108.9,7002.9,-46.08,-1.82,-1.80,3.17
Data,1627.0,437.25,-4.19,2.47,2.57,45.95,40.55862,-105.09620,7112.0,7006.4,-45.93,-1.84,-1.78,3.19
Data,1628.0,437.07,-4.22,2.52,2.57,46.59,40.55864,-105.09618,7115.2,7010.3,-45.74,-1.87,-1.77,3.24
Data,1629.0,436.89,-4.24,2.57,2.58,47.26,40.55865,-105.09615,7118.4,7013.2,-45.58,-1.89,-1.75,3.31
Data,1630.0,436.70,-4.27,2.62,2.58,47.92,40.55867,-105.09612,7121.8,7017.0,-45.42,-1.92,-1.73,3.39
Data,1631.0,436.51,-4.30,2.67,2.58,48.57,40.55869,-105.09609,7125.2,7019.8,-45.25,-1.93,-1.71,3.47
Data,1632.0,436.32,-4.33,2.73,2.58,49.20,40.55871,-105.09607,7128.7,7023.0,-45.08,-1.95,-1.68,3.53
Data,1633.0,436.12,-4.35,2.80,2.57,49.80,40.55872,-105.09604,7132.3,7025.6,-44.84,-1.96,-1.66,3.56
Data,1634.0,435.92,-4.39,2.87,2.56,50.38,40.55873,-105.09602,7135.9,7029.4,-44.64,-1.97,-1.63,3.54
Data,1635.0,435.72,-4.42,2.90,2.56,50.94,40.55875,-105.09600,7139.5,7033.2,-44.55,-1.98,-1.61,3.49
Data,1636.0,435.53,-4.45,2.93,2.55,51.50,40.55876,-105.09597,7143.0,7036.5,-44.49,-2.00,-1.59,3.42
Data,1637.0,435.35,-4.48,2.97,2.55,52.04,40.55877,-105.09596,7146.3,7039.7,-44.36,-2.01,-1.57,3.36
Data,1638.0,435.17,-4.50,3.02,2.56,52.58,40.55878,-105.09593,7149.5,7042.9,-44.22,-2.03,-1.56,3.33
Data,1639.0,434.98,-4.53,3.07,2.57,53.10,40.55879,-105.09591,7152.9,7046.0,-44.08,-2.06,-1.54,3.32
Data,1640.0,434.80,-4.56,3.12,2.59,53.61,40.55881,-105.09589,7156.2,7049.2,-43.94,-2.08,-1.53,3.32
Data,1641.0,434.61,-4.58,3.18,2.60,54.11,40.55882,-105.09586,7159.6,7052.9,-43.80,-2.11,-1.53,3.32
Data,1642.0,434.43,-4.60,3.23,2.63,54.60,40.55883,-105.09584,7162.9,7055.9,-43.67,-2.14,-1.52,3.31
Data,1643.0,434.24,-4.63,3.27,2.65,55.07,40.55884,-105.09581,7166.2,7059.7,-43.54,-2.17,-1.52,3.32
Data,1644.0,434.06,-4.65,3.33,2.67,55.53,40.55886,-105.09578,7169.5,7063.0,-43.40,-2.20,-1.51,3.34
Data,1645.0,433.88,-4.67,3.38,2.70,55.97,40.55887,-105.09575,7172.8,7066.1,-43.26,-2.24,-1.51,3.39
Data,1646.0,433.69,-4.69,3.43,2.72,56.41,40.55888,-105.09572,7176.2,7069.0,-43.14,-2.27,-1.51,3.45
Data,1647.0,433.50,-4.72,3.47,2.75,56.85,40.55889,-105.09570,7179.7,7072.9,-43.03,-2.30,-1.50,3.51
Data,1648.0,433.30,-4.74,3.50,2.77,57.30,40.55891,-105.09567,7183.3,7076.6,-42.96,-2.33,-1.50,3.53
Data,1649.0,433.10,-4.77,3.53,2.80,57.78,40.55892,-105.09564,7186.9,7080.6,-42.90,-2.37,-1.49,3.52
Data,1650.0,432.91,-4.80,3.57,2.82,58.30,40.55894,-105.09561,7190.4,7084.2,-42.81,-2.40,-1.48,3.51
Data,1651.0,432.72,-4.83,3.60,2.85,58.85,40.55895,-105.09558,7193.8,7087.6,-42.77,-2.44,-1.47,3.52
Data,1652.0,432.53,-4.86,3.60,2.87,59.45,40.55896,-105.09556,7197.3,7091.5,-42.78,-2.47,-1.46,3.54
Data,1653.0,432.33,-4.89,3.63,2.90,60.07,40.55898,-105.09553,7200.9,7095.2,-42.73,-2.51,-1.45,3.58
Data,1654.0,432.13,-4.92,3.67,2.93,60.71,40.55899,-105.09550,7204.5,7098.9,-42.63,-2.55,-1.43,3.60
Data,1655.0,431.93,-4.94,3.72,2.96,61.34,40.55900,-105.09547,7208.1,7102.4,-42.51,-2.59,-1.42,3.62
Data,1656.0,431.73,-4.96,3.77,2.99,61.95,40.55901,-105.09544,7211.7,7105.6,-42.40,-2.64,-1.40,3.62
Data,1657.0,431.54,-4.98,3.80,3.02,62.51,40.55902,-105.09540,7215.3,7108.8,-42.34,-2.67,-1.39,3.61
Data,1658.0,431.34,-5.00,3.83,3.04,63.01,40.55903,-105.09537,7219.0,7112.1,-42.28,-2.71,-1.38,3.58
Data,1659.0,431.14,-5.03,3.88,3.07,63.46,40.55904,-105.09533,7222.6,7116.0,-42.16,-2.75,-1.37,3.53
Data,1661.0,430.76,-5.08,3.98,3.12,64.18,40.55906,-105.09527,7229.5,7122.5,-41.95,-2.80,-1.36,3.43
Data,1662.0,430.57,-5.11,4.03,3.14,64.47,40.55908,-105.09523,7232.9,7125.6,-41.86,-2.83,-1.35,3.40
Data,1663.0,430.39,-5.15,4.10,3.16,64.72,40.55909,-105.09520,7236.2,7129.4,-41.71,-2.86,-1.35,3.40
Data,1664.0,430.20,-5.18,4.17,3.18,64.93,40.55910,-105.09517,7239.6,7132.4,-41.57,-2.88,-1.35,3.41
Data,1665.0,430.01,-5.22,4.21,3.19,65.12,40.55911,-105.09513,7243.1,7136.1,-41.50,-2.90,-1.34,3.45
Data,1667.0,429.63,-5.28,4.31,3.22,65.42,40.55914,-105.09506,7250.1,7142.6,-41.31,-2.93,-1.34,3.50
Data,1669.0,429.25,-5.32,4.49,3.24,65.66,40.55916,-105.09498,7257.1,7149.4,-40.95,-2.96,-1.34,3.50
Data,1671.0,428.87,-5.37,4.59,3.26,65.85,40.55918,-105.09491,7264.0,7156.7,-40.77,-2.97,-1.33,3.45
Data,1672.0,428.68,-5.39,4.63,3.26,65.93,40.55919,-105.09487,7267.4,7160.1,-40.70,-2.98,-1.33,3.41
