FileFormat,CSV
Year,2021
Month,06
Day,25
Hour,17
Minute,38
Second,00
Ascending,"true"
latitude,40.590000,"units=deg"
longitude,-105.141500,"units=deg"
altitude,1571.9,"units=m"
gpsaltitude,1571.9,"units=m"
project,"PRE-CIP-2021"
agency,"CSU"
sondeid,"1838"
sondetype,"Storm Tracker"
launchsite,"Christman Field"
Fields,Time,Pressure,temp,RH,Speed,Direction,Latitude,Longitude,gpsalt,sats
Units,sec,mb,deg C,%,m/s,deg,deg,deg,m
Data,3297.0, 120.88,-43.12, 0.00, 11.41, 72.62, 40.65841,-104.78629,15684.5, 4
Data,3302.0, 120.29,-43.19, 0.00,  7.38,105.99, 40.65843,-104.78579,15709.7, 5
Data,3304.0, 120.08,-43.17, 0.00,  9.79,106.02, 40.65838,-104.78559,15723.4, 7
Data,3305.0, 120.01,-43.18, 0.00, 10.69,106.96, 40.65835,-104.78546,15732.1, 7
Data,3306.0, 119.89,-43.18, 0.00, 10.88,104.15, 40.65832,-104.78533,15738.2, 7
Data,3307.0, 119.73,-43.18, 0.00, 11.49, 97.74, 40.65831,-104.78520,15742.9, 7
Data,3308.0, 119.69,-43.17, 0.00, 11.24, 92.91, 40.65830,-104.78507,15748.6, 7
Data,3311.0, 119.36,-43.24, 0.00,  7.46, 91.04, 40.65829,-104.78475,15764.3, 7
Data,3312.0, 119.30,-43.23, 0.00,  7.50, 83.16, 40.65828,-104.78465,15769.2, 7
Data,3313.0, 119.15,-43.26, 0.00,  8.31, 90.51, 40.65829,-104.78456,15774.9, 7
Data,3314.0, 119.07,-43.33, 0.00,  7.87, 85.48, 40.65829,-104.78447,15781.4, 7
Data,3315.0, 118.94,-43.34, 0.00,  7.64, 78.96, 40.65830,-104.78438,15787.8, 7
Data,3316.0, 118.76,-43.34, 0.00,  8.49, 85.49, 40.65831,-104.78428,15794.3, 7
Data,3318.0, 118.64,-43.45, 0.00,  9.22,102.11, 40.65830,-104.78407,15806.2, 7
Data,3319.0, 118.57,-43.48, 0.00, 10.63,109.32, 40.65827,-104.78396,15810.4, 7
Data,3320.0, 118.43,-43.52, 0.00, 11.05,113.21, 40.65824,-104.78384,15815.2, 7
Data,3321.0, 118.36,-43.54, 0.00, 11.15,120.71, 40.65819,-104.78372,15821.0, 7
Data,3323.0, 118.20,-43.67, 0.00,  9.69,123.18, 40.65809,-104.78351,15828.8, 7
Data,3324.0, 118.12,-43.77, 0.00,  8.36,119.48, 40.65805,-104.78342,15833.4, 7
Data,3325.0, 117.98,-43.78, 0.00,  7.46,114.74, 40.65802,-104.78334,15839.0, 7
Data,3326.0, 117.89,-43.84, 0.00,  6.96,115.06, 40.65799,-104.78326,15844.1, 7
Data,3327.0, 117.85,-43.88, 0.00,  6.52,113.90, 40.65796,-104.78319,15848.9, 7
Data,3328.0, 117.77,-43.90, 0.00,  6.99,107.01, 40.65794,-104.78312,15854.4, 7
Data,3329.0, 117.67,-43.91, 0.00,  7.27,108.06, 40.65792,-104.78304,15858.8, 7
Data,3330.0, 117.55,-43.94, 0.00,  7.33,109.35, 40.65790,-104.78296,15864.1, 7
Data,3331.0, 117.47,-43.98, 0.00,  7.72,115.59, 40.65787,-104.78288,15869.3, 7
Data,3332.0, 117.39,-44.00, 0.00,  8.59,116.57, 40.65784,-104.78279,15874.6, 6
Data,3334.0, 117.23,-44.05, 0.00,  9.48,121.23, 40.65776,-104.78260,15884.9, 7
Data,3335.0, 117.14,-44.01, 0.00,  9.40,125.69, 40.65771,-104.78251,15890.5, 7
Data,3336.0, 117.04,-44.04, 0.00,  9.24,125.34, 40.65766,-104.78242,15895.7, 7
Data,3338.0, 116.85,-44.05, 0.00,  9.14,122.08, 40.65757,-104.78224,15906.3, 7
Data,3339.0, 116.76,-44.01, 0.00,  8.10,121.94, 40.65753,-104.78215,15912.6, 7
Data,3340.0, 116.68,-44.05, 0.00,  8.05,124.85, 40.65749,-104.78207,15917.2, 7
Data,3342.0, 116.49,-43.99, 0.00,  7.31,116.23, 40.65742,-104.78192,15927.3, 7
Data,3343.0, 116.42,-43.98, 0.00,  7.22,121.05, 40.65739,-104.78185,15932.6, 7
Data,3344.0, 116.35,-43.97, 0.00,  7.59,125.14, 40.65736,-104.78177,15938.3, 7
Data,3345.0, 116.24,-43.99, 0.00,  8.04,122.00, 40.65732,-104.78169,15943.3, 7
Data,3347.0, 116.08,-43.94, 0.00,  7.94,118.82, 40.65725,-104.78153,15954.5, 7
Data,3348.0, 116.00,-43.93, 0.00,  8.65,123.77, 40.65721,-104.78145,15959.7, 7
Data,3349.0, 115.91,-43.93, 0.00,  8.73,125.77, 40.65717,-104.78136,15963.5, 7
Data,3351.0, 115.75,-43.88, 0.00,  7.73,134.78, 40.65707,-104.78121,15973.5, 7
Data,3352.0, 115.67,-43.85, 0.00,  8.03,140.42, 40.65702,-104.78116,15978.8, 6
Data,3353.0, 115.55,-43.90, 0.00,  8.36,141.10, 40.65696,-104.78110,15983.5, 7
Data,3355.0, 115.39,-43.85, 0.00,  7.21,136.91, 40.65686,-104.78097,15994.3, 7
Data,3356.0, 115.31,-43.83, 0.00,  6.88,133.71, 40.65681,-104.78092,15999.7, 7
Data,3358.0, 115.13,-43.83, 0.00,  6.82,125.29, 40.65673,-104.78079,16010.3, 7
Data,3359.0, 115.03,-43.83, 0.00,  6.25,125.95, 40.65670,-104.78072,16014.6, 7
Data,3360.0, 114.92,-43.83, 0.00,  6.67,122.69, 40.65666,-104.78066,16019.5, 7
Data,3361.0, 114.86,-43.78, 0.00,  6.93,123.44, 40.65663,-104.78059,16023.6, 7
Data,3362.0, 114.76,-43.77, 0.00,  7.01,130.57, 40.65659,-104.78053,16028.8, 7
Data,3363.0, 114.72,-43.73, 0.00,  7.32,139.70, 40.65655,-104.78047,16033.9, 7
Data,3364.0, 114.53,-43.76, 0.00,  7.79,143.49, 40.65649,-104.78041,16038.7, 7
Data,3365.0, 114.45,-43.75, 0.00,  8.16,147.31, 40.65643,-104.78036,16044.4, 7
Data,3366.0, 114.31,-43.77, 0.00,  8.99,149.03, 40.65637,-104.78031,16048.3, 7
Data,3367.0, 114.23,-43.76, 0.00,  8.42,151.06, 40.65630,-104.78026,16053.1, 7
Data,3368.0, 114.22,-43.77, 0.00,  7.86,154.80, 40.65623,-104.78022,16058.1, 6
Data,3370.0, 114.04,-43.78, 0.00,  6.52,144.55, 40.65612,-104.78013,16069.0, 7
Data,3372.0, 113.84,-43.79, 0.00,  5.44,141.53, 40.65604,-104.78005,16080.0, 7
Data,3373.0, 113.75,-43.82, 0.00,  5.59,131.22, 40.65601,-104.78000,16085.6, 7
Data,3374.0, 113.67,-43.83, 0.00,  5.43,131.20, 40.65597,-104.77995,16091.2, 7
Data,3375.0, 113.61,-43.84, 0.00,  5.38,138.32, 40.65594,-104.77991,16096.5, 7
Data,3377.0, 113.38,-43.91, 0.00,  6.69,145.07, 40.65585,-104.77982,16106.5, 7
Data,3378.0, 113.33,-43.92, 0.00,  7.61,148.94, 40.65579,-104.77978,16111.6, 7
Data,3379.0, 113.24,-43.92, 0.00,  7.64,154.48, 40.65573,-104.77973,16116.0, 7
Data,3380.0, 113.13,-43.91, 0.00,  7.62,158.42, 40.65567,-104.77970,16121.2, 7
Data,3382.0, 113.02,-43.93, 0.00,  7.57,153.80, 40.65554,-104.77963,16131.5, 7
Data,3383.0, 112.93,-43.94, 0.00,  6.91,156.87, 40.65548,-104.77960,16136.0, 7
Data,3385.0, 112.78,-43.92, 0.00,  5.37,157.86, 40.65538,-104.77954,16145.4, 7
Data,3386.0, 112.67,-43.96, 0.00,  5.31,151.34, 40.65534,-104.77951,16150.0, 7
Data,3388.0, 112.54,-43.97, 0.00,  4.55,142.91, 40.65528,-104.77944,16159.8, 7
Data,3389.0, 112.46,-43.99, 0.00,  5.08,140.26, 40.65524,-104.77940,16164.8, 7
Data,3390.0, 112.33,-43.97, 0.00,  6.13,140.29, 40.65520,-104.77936,16169.8, 7
Data,3391.0, 112.19,-44.01, 0.00,  6.15,141.60, 40.65516,-104.77932,16174.5, 7
Data,3392.0, 112.18,-44.01, 0.00,  6.45,154.82, 40.65511,-104.77928,16179.7, 7
Data,3393.0, 112.08,-44.06, 0.00,  6.86,153.85, 40.65506,-104.77924,16184.3, 7
Data,3394.0, 112.00,-44.05, 0.00,  7.43,162.86, 40.65500,-104.77922,16189.7, 7
Data,3396.0, 111.82,-44.08, 0.00,  7.40,165.32, 40.65486,-104.77916,16198.9, 7
Data,3397.0, 111.74,-44.10, 0.00,  6.86,166.58, 40.65480,-104.77914,16204.2, 7
Data,3398.0, 111.64,-44.13, 0.00,  6.39,165.07, 40.65474,-104.77912,16208.6, 7
Data,3399.0, 111.54,-44.13, 0.00,  6.06,163.79, 40.65469,-104.77910,16212.7, 7
Data,3401.0, 111.38,-44.16, 0.00,  5.27,164.16, 40.65459,-104.77906,16222.5, 7
Data,3403.0, 111.20,-44.20, 0.00,  5.55,162.62, 40.65449,-104.77903,16232.4, 7
Data,3404.0, 111.18,-44.24, 0.00,  5.71,163.11, 40.65444,-104.77901,16237.7, 7
Data,3405.0, 110.99,-44.24, 0.00,  6.04,164.57, 40.65439,-104.77899,16242.2, 7
Data,3406.0, 110.94,-44.23, 0.00,  5.64,163.72, 40.65434,-104.77898,16247.8, 7
Data,3408.0, 110.79,-44.24, 0.00,  5.23,158.18, 40.65425,-104.77893,16257.9, 7
Data,3409.0, 110.70,-44.29, 0.00,  4.78,158.74, 40.65421,-104.77891,16262.5, 7
Data,3410.0, 110.61,-44.27, 0.00,  4.34,159.92, 40.65417,-104.77889,16266.7, 7
Data,3411.0, 110.53,-44.26, 0.00,  4.08,163.77, 40.65413,-104.77888,16271.9, 7
Data,3412.0, 110.46,-44.26, 0.00,  4.14,163.24, 40.65410,-104.77886,16276.6, 7
Data,3413.0, 110.39,-44.28, 0.00,  3.54,163.91, 40.65406,-104.77885,16281.2, 7
Data,3414.0, 110.27,-44.29, 0.00,  3.85,171.09, 40.65403,-104.77884,16286.9, 7
Data,3415.0, 110.21,-44.28, 0.00,  3.19,170.92, 40.65400,-104.77884,16292.4, 7
Data,3417.0, 110.04,-44.30, 0.00,  2.69,170.24, 40.65394,-104.77883,16301.5, 7
Data,3419.0, 109.85,-44.34, 0.00,  2.25,175.86, 40.65390,-104.77882,16311.2, 7
Data,3420.0, 109.79,-44.36, 0.00,  1.85,171.43, 40.65388,-104.77882,16316.6, 7
Data,3421.0, 109.74,-44.34, 0.00,  1.96,162.04, 40.65386,-104.77881,16321.3, 7
Data,3422.0, 109.69,-44.37, 0.00,  1.29,162.24, 40.65385,-104.77880,16326.3, 7
Data,3423.0, 109.57,-44.38, 0.00,  1.66,170.29, 40.65384,-104.77880,16331.2, 7
Data,3424.0, 109.49,-44.40, 0.00,  1.04,168.47, 40.65383,-104.77880,16337.0, 7
Data,3426.0, 109.33,-44.45, 0.00,  1.50,179.34, 40.65380,-104.77879,16347.8, 7
Data,3428.0, 109.09,-44.49, 0.00,  1.76,199.80, 40.65377,-104.77881,16359.2, 7
Data,3429.0, 109.02,-44.53, 0.00,  1.91,200.10, 40.65376,-104.77882,16364.3, 7
Data,3430.0, 108.95,-44.58, 0.00,  1.60,207.32, 40.65375,-104.77883,16368.7, 7
Data,3431.0, 108.88,-44.59, 0.00,  1.78,234.14, 40.65374,-104.77884,16374.4, 7
Data,3433.0, 108.69,-44.61, 0.00,  0.94,236.57, 40.65372,-104.77888,16384.9, 7
Data,3435.0, 108.52,-44.65, 0.00,  0.79,234.37, 40.65371,-104.77890,16394.2, 7
Data,3436.0, 108.38,-44.67, 0.00,  0.99,259.75, 40.65371,-104.77891,16399.5, 7
Data,3437.0, 108.34,-44.68, 0.00,  0.90,259.75, 40.65372,-104.77892,16404.8, 7
Data,3438.0, 108.22,-44.69, 0.00,  0.66,259.75, 40.65372,-104.77893,16410.0, 7
Data,3439.0, 108.15,-44.70, 0.00,  1.25,269.02, 40.65372,-104.77894,16415.1, 7
Data,3440.0, 108.05,-44.72, 0.00,  1.40,289.10, 40.65373,-104.77896,16419.1, 7
Data,3442.0, 107.89,-44.72, 0.00,  0.68,286.36, 40.65374,-104.77898,16429.5, 7
Data,3444.0, 107.75,-44.73, 0.00,  1.46,291.03, 40.65375,-104.77901,16440.2, 7
Data,3445.0, 107.65,-44.76, 0.00,  1.76,300.84, 40.65376,-104.77902,16444.8, 7
Data,3447.0, 107.46,-44.75, 0.00,  2.14,299.30, 40.65377,-104.77906,16455.3, 7
Data,3448.0, 107.34,-44.79, 0.00,  2.22,290.06, 40.65378,-104.77909,16460.0, 7
Data,3449.0, 107.29,-44.78, 0.00,  2.06,294.08, 40.65379,-104.77911,16464.6, 7
Data,3450.0, 107.19,-44.79, 0.00,  1.96,302.98, 40.65380,-104.77913,16469.3, 7
Data,3452.0, 107.05,-44.78, 0.00,  2.11,302.59, 40.65383,-104.77917,16480.1, 7
Data,3453.0, 106.96,-44.82, 0.00,  1.87,308.04, 40.65384,-104.77919,16484.6, 7
Data,3455.0, 106.78,-44.81, 0.00,  1.71,321.63, 40.65386,-104.77921,16495.5, 7
Data,3456.0, 106.73,-44.86, 0.00,  2.11,320.34, 40.65387,-104.77922,16500.2, 7
Data,3458.0, 106.61,-44.83, 0.00,  2.74,322.65, 40.65391,-104.77925,16509.2, 7
Data,3459.0, 106.50,-44.85, 0.00,  2.66,316.37, 40.65393,-104.77927,16514.2, 7
Data,3460.0, 106.39,-44.86, 0.00,  2.70,315.25, 40.65394,-104.77929,16519.9, 7
Data,3461.0, 106.33,-44.85, 0.00,  3.30,317.07, 40.65396,-104.77932,16524.7, 7
Data,3462.0, 106.30,-44.85, 0.00,  3.01,314.85, 40.65398,-104.77934,16529.0, 7
Data,3463.0, 106.17,-44.85, 0.00,  2.67,312.63, 40.65399,-104.77937,16534.2, 7
Data,3464.0, 106.14,-44.85, 0.00,  2.56,316.66, 40.65401,-104.77939,16539.5, 7
Data,3465.0, 106.05,-44.85, 0.00,  2.08,313.83, 40.65402,-104.77941,16544.3, 7
Data,3467.0, 105.82,-44.83, 0.00,  2.29,330.28, 40.65406,-104.77944,16555.0, 7
Data,3468.0, 105.78,-44.90, 0.00,  2.37,333.37, 40.65408,-104.77945,16560.8, 7
Data,3469.0, 105.67,-44.88, 0.00,  2.77,334.60, 40.65410,-104.77947,16565.5, 7
Data,3471.0, 105.48,-44.88, 0.00,  2.78,322.37, 40.65414,-104.77950,16576.2, 7
Data,3472.0, 105.37,-44.90, 0.00,  2.62,319.15, 40.65416,-104.77952,16580.5, 7
Data,3473.0, 105.32,-44.91, 0.00,  3.08,320.87, 40.65418,-104.77954,16585.2, 7
Data,3474.0, 105.23,-44.93, 0.00,  3.09,324.27, 40.65420,-104.77956,16590.0, 7
Data,3475.0, 105.13,-44.94, 0.00,  2.93,335.65, 40.65423,-104.77958,16596.2, 7
Data,3476.0, 104.99,-44.94, 0.00,  2.72,337.21, 40.65425,-104.77959,16600.6, 7
Data,3477.0, 104.96,-44.91, 0.00,  3.00,341.25, 40.65427,-104.77960,16605.5, 7
Data,3481.0, 104.67,-44.96, 0.00,  2.33,344.94, 40.65436,-104.77964,16626.4, 7
Data,3482.0, 104.59,-44.96, 0.00,  2.02,343.94, 40.65438,-104.77965,16631.2, 7
Data,3483.0, 104.51,-44.98, 0.00,  2.43,349.32, 40.65440,-104.77965,16635.0, 7
Data,3484.0, 104.45,-44.97, 0.00,  1.92,350.33, 40.65442,-104.77966,16639.7, 7
Data,3485.0, 104.30,-44.95, 0.00,  1.98,349.90, 40.65444,-104.77966,16644.5, 7
Data,3486.0, 104.28,-44.91, 0.00,  2.41,355.32, 40.65446,-104.77966,16649.5, 7
Data,3487.0, 104.19,-44.88, 0.00,  2.54,356.03, 40.65448,-104.77966,16653.9, 7
Data,3488.0, 104.11,-44.86, 0.00,  2.21,358.51, 40.65451,-104.77966,16659.2, 7
Data,3489.0, 104.01,-44.84, 0.00,  2.04,355.65, 40.65453,-104.77967,16663.6, 7
Data,3490.0, 104.00,-44.82, 0.00,  2.35,  1.98, 40.65455,-104.77967,16667.9, 7
Data,3491.0, 103.95,-44.82, 0.00,  2.47,  9.47, 40.65457,-104.77966,16672.6, 7
Data,3492.0, 103.82,-44.78, 0.00,  2.66, 12.37, 40.65459,-104.77965,16676.8, 7
Data,3493.0, 103.75,-44.78, 0.00,  2.32, 10.56, 40.65461,-104.77965,16682.2, 7
Data,3494.0, 103.68,-44.75, 0.00,  2.39,  2.87, 40.65463,-104.77965,16687.1, 7
Data,3495.0, 103.63,-44.76, 0.00,  2.37,  6.17, 40.65465,-104.77964,16692.2, 7
Data,3499.0, 103.29,-44.87, 0.00,  2.78,359.77, 40.65475,-104.77963,16711.5, 7
Data,3500.0, 103.23,-44.86, 0.00,  3.53,  3.80, 40.65478,-104.77963,16716.0, 7
Data,3501.0, 103.18,-44.85, 0.00,  3.84,  7.85, 40.65481,-104.77962,16720.5, 7
Data,3502.0, 103.07,-44.83, 0.00,  4.58, 12.22, 40.65485,-104.77961,16725.8, 7
Data,3503.0, 103.02,-44.80, 0.00,  4.91, 15.20, 40.65489,-104.77959,16730.8, 7
Data,3504.0, 102.91,-44.79, 0.00,  5.10, 21.21, 40.65494,-104.77957,16735.7, 7
Data,3505.0, 102.86,-44.80, 0.00,  5.12, 27.18, 40.65498,-104.77954,16739.8, 7
Data,3506.0, 102.74,-44.80, 0.00,  4.55, 31.37, 40.65501,-104.77951,16744.3, 7
Data,3507.0, 102.66,-44.82, 0.00,  4.37, 34.51, 40.65505,-104.77947,16749.2, 7
Data,3509.0, 102.48,-44.82, 0.00,  3.43, 45.06, 40.65509,-104.77941,16759.2, 7
Data,3510.0, 102.43,-44.82, 0.00,  3.33, 46.58, 40.65511,-104.77938,16764.3, 7
Data,3511.0, 102.35,-44.81, 0.00,  3.06, 46.47, 40.65513,-104.77935,16768.8, 7
Data,3512.0, 102.27,-44.82, 0.00,  3.15, 48.40, 40.65515,-104.77933,16773.8, 7
Data,3513.0, 102.12,-44.83, 0.00,  3.20, 52.41, 40.65517,-104.77930,16778.0, 7
Data,3514.0, 102.07,-44.83, 0.00,  3.00, 50.20, 40.65518,-104.77927,16782.8, 8
Data,3517.0, 101.85,-44.89, 0.00,  3.33, 45.30, 40.65525,-104.77919,16797.5, 8
Data,3518.0, 101.74,-44.96, 0.00,  4.00, 45.24, 40.65527,-104.77916,16802.8, 8
Data,3519.0, 101.69,-44.95, 0.00,  4.48, 44.14, 40.65530,-104.77912,16807.8, 8
Data,3523.0, 101.39,-45.09, 0.00,  4.46, 55.61, 40.65539,-104.77896,16826.9, 8
Data,3524.0, 101.33,-45.10, 0.00,  4.07, 56.69, 40.65541,-104.77892,16831.0, 8
Data,3525.0, 101.22,-45.12, 0.00,  4.32, 57.30, 40.65543,-104.77888,16835.8, 8
Data,3526.0, 101.12,-45.14, 0.00,  4.00, 63.40, 40.65545,-104.77883,16841.0, 8
Data,3527.0, 101.07,-45.14, 0.00,  3.85, 66.15, 40.65546,-104.77879,16846.7, 8
Data,3528.0, 100.98,-45.16, 0.00,  4.12, 57.94, 40.65548,-104.77875,16850.8, 8
Data,3529.0, 100.93,-45.17, 0.00,  3.89, 57.97, 40.65550,-104.77871,16854.9, 8
Data,3530.0, 100.86,-45.15, 0.00,  3.87, 60.61, 40.65551,-104.77867,16859.8, 8
Data,3531.0, 100.83,-45.14, 0.00,  4.55, 64.52, 40.65553,-104.77862,16865.4, 8
Data,3532.0, 100.71,-45.21, 0.00,  4.98, 66.96, 40.65554,-104.77857,16870.1, 8
Data,3533.0, 100.63,-45.24, 0.00,  5.75, 72.72, 40.65555,-104.77851,16874.3, 8
Data,3535.0, 100.51,-45.25, 0.00,  6.10, 83.17, 40.65557,-104.77837,16885.1, 8
Data,3536.0, 100.43,-45.28, 0.00,  6.11, 84.07, 40.65557,-104.77829,16890.0, 8
Data,3537.0, 100.36,-45.28, 0.00,  5.22, 85.36, 40.65558,-104.77823,16894.5, 8
Data,3538.0, 100.35,-45.29, 0.00,  4.15, 90.71, 40.65558,-104.77818,16899.3, 8
Data,3539.0, 100.20,-45.32, 0.00,  3.27, 93.43, 40.65557,-104.77813,16904.0, 8
Data,3540.0, 100.10,-45.36, 0.00,  2.36, 94.35, 40.65557,-104.77810,16909.5, 8
Data,3541.0, 100.04,-45.46, 0.00,  2.08, 92.94, 40.65557,-104.77808,16913.8, 8
Data,3542.0, 100.03,-45.52, 0.00,  1.81,105.75, 40.65556,-104.77806,16918.6, 8
Data,3543.0,  99.90,-45.50, 0.00,  1.39,111.18, 40.65555,-104.77804,16923.0, 8
Data,3544.0,  99.84,-45.53, 0.00,  2.03,113.81, 40.65555,-104.77802,16928.5, 8
Data,3545.0,  99.75,-45.57, 0.00,  2.52,104.79, 40.65554,-104.77800,16933.1, 8
Data,3546.0,  99.68,-45.62, 0.00,  2.72,106.25, 40.65553,-104.77797,16938.3, 8
Data,3551.0,  99.30,-45.75, 0.00,  2.34,114.24, 40.65549,-104.77780,16963.0, 8
Data,3552.0,  99.21,-45.80, 0.00,  1.65,117.63, 40.65548,-104.77779,16967.9, 8
Data,3553.0,  99.14,-45.89, 0.00,  0.82,136.75, 40.65547,-104.77778,16972.2, 8
Data,3554.0,  99.04,-45.87, 0.00,  1.37,185.53, 40.65546,-104.77778,16977.6, 8
Data,3555.0,  98.94,-45.92, 0.00,  1.77,210.99, 40.65545,-104.77779,16982.0, 8
Data,3557.0,  98.80,-45.88, 0.00,  1.56,222.12, 40.65543,-104.77782,16992.2, 8
Data,3559.0,  98.65,-45.97, 0.00,  1.23,186.30, 40.65541,-104.77783,17001.4, 8
Data,3560.0,  98.63,-45.93, 0.00,  1.42,170.77, 40.65540,-104.77782,17007.9, 8
Data,3561.0,  98.54,-45.94, 0.00,  1.81,123.78, 40.65539,-104.77780,17012.4, 8
Data,3562.0,  98.46,-45.90, 0.00,  2.50,118.34, 40.65538,-104.77778,17017.2, 8
Data,3563.0,  98.43,-45.88, 0.00,  2.70,121.48, 40.65537,-104.77775,17021.1, 8
Data,3564.0,  98.29,-45.91, 0.00,  2.17,131.20, 40.65535,-104.77773,17025.1, 8
Data,3565.0,  98.29,-45.89, 0.00,  1.65,136.05, 40.65534,-104.77771,17029.5, 8
Data,3570.0,  97.94,-45.89, 0.00,  1.33,206.69, 40.65527,-104.77774,17052.9, 8
Data,3571.0,  97.88,-45.86, 0.00,  1.31,217.34, 40.65527,-104.77775,17057.9, 8
Data,3572.0,  97.78,-45.82, 0.00,  1.59,233.22, 40.65526,-104.77777,17062.6, 8
Data,3573.0,  97.72,-45.80, 0.00,  1.56,237.15, 40.65526,-104.77778,17067.5, 8
Data,3574.0,  97.65,-45.77, 0.00,  1.29,242.93, 40.65525,-104.77780,17072.5, 8
Data,3577.0,  97.41,-45.75, 0.00,  1.38,261.79, 40.65524,-104.77785,17086.7, 8
Data,3578.0,  97.34,-45.79, 0.00,  1.09,271.27, 40.65524,-104.77786,17092.5, 8
Data,3579.0,  97.26,-45.77, 0.00,  1.09,279.01, 40.65524,-104.77787,17098.2, 8
Data,3580.0,  97.20,-45.74, 0.00,  1.80,278.13, 40.65525,-104.77789,17102.2, 8
Data,3581.0,  97.10,-45.77, 0.00,  2.08,276.30, 40.65525,-104.77792,17106.3, 8
Data,3582.0,  97.08,-45.78, 0.00,  2.19,273.36, 40.65524,-104.77794,17112.3, 8
Data,3583.0,  96.96,-45.79, 0.00,  2.02,274.46, 40.65525,-104.77797,17115.3, 8
Data,3584.0,  96.94,-45.78, 0.00,  2.84,285.39, 40.65525,-104.77800,17119.3, 8
Data,3585.0,  96.87,-45.83, 0.00,  3.39,291.64, 40.65526,-104.77803,17124.1, 8
Data,3586.0,  96.78,-45.86, 0.00,  3.16,298.51, 40.65528,-104.77806,17129.4, 8
Data,3587.0,  96.73,-45.88, 0.00,  3.06,303.33, 40.65530,-104.77809,17133.8, 8
Data,3588.0,  96.68,-45.92, 0.00,  3.16,308.28, 40.65531,-104.77812,17137.8, 8
Data,3600.0,  95.70,-46.04, 0.00,  1.83,301.89, 40.65547,-104.77833,17196.4, 8
Data,3601.0,  95.62,-46.05, 0.00,  2.60,307.21, 40.65548,-104.77835,17201.6, 8
Data,3602.0,  95.59,-46.05, 0.00,  2.65,308.83, 40.65550,-104.77838,17205.7, 8
Data,3604.0,  95.44,-46.07, 0.00,  2.99,307.68, 40.65553,-104.77843,17214.1, 8
Data,3605.0,  95.39,-46.09, 0.00,  2.89,312.28, 40.65555,-104.77846,17219.0, 8
Data,3606.0,  95.33,-46.08, 0.00,  3.29,314.77, 40.65556,-104.77848,17223.7, 8
Data,3607.0,  95.23,-46.05, 0.00,  3.27,316.16, 40.65558,-104.77851,17228.2, 8
Data,3608.0,  95.20,-46.04, 0.00,  2.81,316.52, 40.65560,-104.77853,17233.0, 8
Data,3609.0,  95.10,-46.03, 0.00,  2.55,316.29, 40.65562,-104.77855,17237.3, 8
Data,3610.0,  95.02,-46.00, 0.00,  2.79,319.28, 40.65564,-104.77858,17242.3, 8
Data,3611.0,  94.93,-45.97, 0.00,  2.24,321.02, 40.65565,-104.77859,17247.0, 8
Data,3612.0,  94.89,-45.93, 0.00,  1.65,321.51, 40.65567,-104.77861,17252.5, 8
Data,3613.0,  94.79,-45.93, 0.00,  1.43,317.76, 40.65568,-104.77862,17257.6, 8
Data,3614.0,  94.76,-45.88, 0.00,  1.65,321.84, 40.65569,-104.77864,17262.8, 8
Data,3615.0,  94.68,-45.85, 0.00,  1.99,325.28, 40.65571,-104.77865,17266.9, 8
Data,3616.0,  94.65,-45.80, 0.00,  2.08,324.58, 40.65573,-104.77867,17272.0, 8
Data,3617.0,  94.54,-45.75, 0.00,  1.83,326.54, 40.65574,-104.77868,17276.9, 8
Data,3618.0,  94.49,-45.70, 0.00,  2.83,328.49, 40.65576,-104.77870,17281.5, 8
Data,3619.0,  94.46,-45.68, 0.00,  3.55,329.18, 40.65579,-104.77872,17285.7, 7
Data,3620.0,  94.38,-45.62, 0.00,  3.91,330.50, 40.65582,-104.77875,17289.5, 8
Data,3621.0,  94.34,-45.59, 0.00,  3.75,331.26, 40.65585,-104.77877,17293.8, 8
Data,3622.0,  94.26,-45.56, 0.00,  3.79,336.00, 40.65588,-104.77879,17298.3, 9
Data,3623.0,  94.20,-45.50, 0.00,  4.37,338.25, 40.65592,-104.77881,17303.8, 9
Data,3624.0,  94.11,-45.46, 0.00,  4.50,341.31, 40.65596,-104.77882,17307.7, 9
Data,3625.0,  94.01,-45.44, 0.00,  4.47,347.35, 40.65600,-104.77883,17312.3, 9
Data,3626.0,  93.97,-45.44, 0.00,  4.47,356.56, 40.65604,-104.77883,17317.8, 9
Data,3627.0,  93.92,-45.42, 0.00,  5.15,  2.71, 40.65608,-104.77883,17323.1, 9
Data,3628.0,  93.86,-45.40, 0.00,  5.37,  3.67, 40.65613,-104.77882,17327.3, 9
Data,3629.0,  93.74,-45.40, 0.00,  6.04,  5.42, 40.65618,-104.77882,17331.6, 9
Data,3630.0,  93.65,-45.39, 0.00,  6.41,  9.83, 40.65624,-104.77881,17336.8, 9
Data,3631.0,  93.55,-45.40, 0.00,  6.87,  8.68, 40.65630,-104.77880,17341.5, 9
Data,3632.0,  93.51,-45.40, 0.00,  7.15,  2.76, 40.65636,-104.77879,17346.9, 9
Data,3633.0,  93.43,-45.41, 0.00,  7.31,355.76, 40.65643,-104.77879,17352.1, 9
Data,3634.0,  93.34,-45.42, 0.00,  8.06,353.31, 40.65650,-104.77880,17357.4, 9
Data,3635.0,  93.30,-45.42, 0.00,  8.66,352.79, 40.65657,-104.77882,17362.4, 9
Data,3636.0,  93.21,-45.42, 0.00,  8.86,350.51, 40.65665,-104.77883,17366.5, 9
